date_CSH2169;CSH2169 BZ Equity;date_AMARAUR;AMARAUR BZ Equity;date_HPRFIC;HPRFIC BZ Equity;date_JULBGEN;JULBGEN BZ Equity;date_LEGCAPF;LEGCAPF BZ Equity;date_KPZETAF;KPZETAF BZ Equity;date_LSSTLS;LSSTLS BZ Equity;date_APXEQHF;APXEQHF BZ Equity;date_LSPLFIA;LSPLFIA BZ Equity;date_KADFIML;KADFIML BZ Equity;date_DIDOLFI;DIDOLFI BZ Equity;date_QUAADCP;QUAADCP BZ Equity;date_NWCSHST;NWCSHST BZ Equity;date_BEMFIRD;BEMFIRD BZ Equity
;;;;13/08/2020;24,616776;;;;;13/08/2020;3,857426;13/08/2020;219,077105;13/08/2020;2,787102;09/12/2020;1,395417;13/08/2020;4,431992;13/08/2020;3,486836;;;13/08/2020;135,024078;13/08/2020;3,090111
;;;;14/08/2020;24,655855;;;;;14/08/2020;3,855644;14/08/2020;219,228611;14/08/2020;2,786778;10/12/2020;1,395417;14/08/2020;4,429087;14/08/2020;3,479152;;;14/08/2020;135,032181;14/08/2020;3,090332
;;;;17/08/2020;24,686516;;;;;17/08/2020;3,848211;17/08/2020;219,022743;17/08/2020;2,789048;11/12/2020;1,395621;17/08/2020;4,434232;17/08/2020;3,488969;;;17/08/2020;135,040865;17/08/2020;3,090553
;;;;18/08/2020;24,676877;;;;;18/08/2020;3,883591;18/08/2020;219,437207;18/08/2020;2,805276;14/12/2020;1,396378;18/08/2020;4,440026;18/08/2020;3,494449;;;18/08/2020;135,049547;18/08/2020;3,090773
;;;;19/08/2020;24,689715;;;;;19/08/2020;3,861526;19/08/2020;220,200807;19/08/2020;2,805439;15/12/2020;1,396681;19/08/2020;4,443123;19/08/2020;3,502917;;;19/08/2020;135,061321;19/08/2020;3,090994
;;;;20/08/2020;24,717434;;;;;20/08/2020;3,85587;20/08/2020;220,467086;20/08/2020;2,808425;16/12/2020;1,398978;20/08/2020;4,45005;20/08/2020;3,513588;;;20/08/2020;135,106881;20/08/2020;3,091213
;;;;21/08/2020;24,721173;;;;;21/08/2020;3,839321;21/08/2020;220,891001;21/08/2020;2,814386;17/12/2020;1,396388;21/08/2020;4,450123;21/08/2020;3,513933;;;21/08/2020;135,078359;21/08/2020;3,091435
;;;;24/08/2020;24,72416;;;;;24/08/2020;3,853375;24/08/2020;220,7683;24/08/2020;2,815609;18/12/2020;1,395891;24/08/2020;4,44936;24/08/2020;3,51213;;;24/08/2020;135,088068;24/08/2020;3,091648
;;;;25/08/2020;24,739131;;;;;25/08/2020;3,865133;25/08/2020;221,129997;25/08/2020;2,813587;21/12/2020;1,392912;25/08/2020;4,447325;25/08/2020;3,510398;;;25/08/2020;135,096732;25/08/2020;3,09187
;;;;26/08/2020;24,793039;;;;;26/08/2020;3,847488;26/08/2020;220,546117;26/08/2020;2,814714;22/12/2020;1,393062;26/08/2020;4,451948;26/08/2020;3,520082;;;26/08/2020;135,105598;26/08/2020;3,092084
;;;;27/08/2020;24,805303;;;;;27/08/2020;3,846311;27/08/2020;220,000159;27/08/2020;2,807203;23/12/2020;1,395527;27/08/2020;4,443011;27/08/2020;3,50661;;;27/08/2020;135,113081;27/08/2020;3,092302
;;;;28/08/2020;24,806167;;;;;28/08/2020;3,887872;28/08/2020;220,673002;28/08/2020;2,804844;24/12/2020;1,395414;28/08/2020;4,443358;28/08/2020;3,507312;;;28/08/2020;135,120706;28/08/2020;3,092522
;;;;31/08/2020;24,78497;;;;;31/08/2020;3,859456;31/08/2020;220,326044;31/08/2020;2,795315;28/12/2020;1,394532;31/08/2020;4,440384;31/08/2020;3,504051;;;31/08/2020;135,130154;31/08/2020;3,092736
;;;;01/09/2020;24,814388;;;;;01/09/2020;3,90529;01/09/2020;220,910536;01/09/2020;2,80394;29/12/2020;1,39449;01/09/2020;4,426263;01/09/2020;3,48005;;;01/09/2020;135,138091;01/09/2020;3,092952
;;;;02/09/2020;24,846675;;;;;02/09/2020;3,8927;02/09/2020;221,219727;02/09/2020;2,801671;30/12/2020;1,393147;02/09/2020;4,422519;02/09/2020;3,475305;;;02/09/2020;135,148323;02/09/2020;3,093171
;;;;03/09/2020;24,758121;;;;;03/09/2020;3,874191;03/09/2020;221,074475;03/09/2020;2,780863;31/12/2020;1,394535;03/09/2020;4,422399;03/09/2020;3,473481;;;03/09/2020;135,155891;03/09/2020;3,093387
;;;;04/09/2020;24,709366;;;;;04/09/2020;3,882215;04/09/2020;220,869328;04/09/2020;2,778514;04/01/2021;1,393539;04/09/2020;4,41749;04/09/2020;3,464831;;;04/09/2020;135,166053;04/09/2020;3,093607
;;;;08/09/2020;24,660204;;;;;08/09/2020;3,856384;08/09/2020;220,651349;08/09/2020;2,774715;05/01/2021;1,392402;08/09/2020;4,408032;08/09/2020;3,452385;;;08/09/2020;135,175973;08/09/2020;3,09383
;;;;09/09/2020;24,6657;;;;;09/09/2020;3,888394;09/09/2020;220,481137;09/09/2020;2,783292;06/01/2021;1,395345;09/09/2020;4,403919;09/09/2020;3,445451;;;09/09/2020;135,183489;09/09/2020;3,094049
;;;;10/09/2020;24,613349;;;;;10/09/2020;3,858213;10/09/2020;220,741502;10/09/2020;2,775115;07/01/2021;1,400011;10/09/2020;4,395824;10/09/2020;3,431745;;;10/09/2020;135,191734;10/09/2020;3,094256
;;;;11/09/2020;24,602205;;;;;11/09/2020;3,843352;11/09/2020;221,451295;11/09/2020;2,777368;08/01/2021;1,397314;11/09/2020;4,394315;11/09/2020;3,428773;;;11/09/2020;135,191667;11/09/2020;3,094376
;;;;14/09/2020;24,617407;;;;;14/09/2020;3,859481;14/09/2020;221,387167;14/09/2020;2,785089;11/01/2021;1,39589;14/09/2020;4,392236;14/09/2020;3,426204;;;14/09/2020;135,175866;14/09/2020;3,094318
;;;;15/09/2020;24,632454;;;;;15/09/2020;3,883803;15/09/2020;221,505341;15/09/2020;2,787291;12/01/2021;1,395219;15/09/2020;4,391043;15/09/2020;3,425104;;;15/09/2020;135,156207;15/09/2020;3,094273
;;;;16/09/2020;24,648667;;;;;16/09/2020;3,884036;16/09/2020;221,262936;16/09/2020;2,778181;13/01/2021;1,396358;16/09/2020;4,384646;16/09/2020;3,416639;;;16/09/2020;135,111505;16/09/2020;3,093896
;;;;17/09/2020;24,617789;;;;;17/09/2020;3,886186;17/09/2020;221,289156;17/09/2020;2,770053;14/01/2021;1,395977;17/09/2020;4,379781;17/09/2020;3,407771;;;17/09/2020;135,089051;17/09/2020;3,093749
;;;;18/09/2020;24,558142;;;;;18/09/2020;3,859162;18/09/2020;220,903079;18/09/2020;2,77083;15/01/2021;1,398211;18/09/2020;4,381413;18/09/2020;3,412219;;;18/09/2020;135,085982;18/09/2020;3,093814
;;;;21/09/2020;24,496771;;;;;21/09/2020;3,807088;21/09/2020;220,828312;21/09/2020;2,762779;18/01/2021;1,397624;21/09/2020;4,385715;21/09/2020;3,420042;;;21/09/2020;135,06391;21/09/2020;3,09369
;;;;22/09/2020;24,543975;;;;;22/09/2020;3,802805;22/09/2020;221,053573;22/09/2020;2,769881;19/01/2021;1,397153;22/09/2020;4,38678;22/09/2020;3,421452;;;22/09/2020;135,061113;22/09/2020;3,093787
;;;;23/09/2020;24,543185;;;;;23/09/2020;3,758913;23/09/2020;220,403317;23/09/2020;2,77262;20/01/2021;1,39847;23/09/2020;4,399183;23/09/2020;3,443067;;;23/09/2020;135,061838;23/09/2020;3,093899
;;;;24/09/2020;24,511171;;;;;24/09/2020;3,767581;24/09/2020;220,941077;24/09/2020;2,772327;21/01/2021;1,394677;24/09/2020;4,394459;24/09/2020;3,432806;;;24/09/2020;135,047171;24/09/2020;3,093861
;;;;25/09/2020;24,521107;;;;;25/09/2020;3,759313;25/09/2020;221,252051;25/09/2020;2,777909;22/01/2021;1,396531;25/09/2020;4,390303;25/09/2020;3,42747;;;25/09/2020;135,03114;25/09/2020;3,093816
;;;;28/09/2020;24,500043;;;;;28/09/2020;3,732343;28/09/2020;220,880745;28/09/2020;2,765338;25/01/2021;1,395632;28/09/2020;4,396974;28/09/2020;3,444612;;;28/09/2020;134,976643;28/09/2020;3,093365
;;;;29/09/2020;24,512304;;;;;29/09/2020;3,719125;29/09/2020;220,466614;29/09/2020;2,767039;26/01/2021;1,393226;29/09/2020;4,402405;29/09/2020;3,455261;;;29/09/2020;134,920171;29/09/2020;3,092852
;;;;30/09/2020;24,495186;;;;;30/09/2020;3,735623;30/09/2020;220,585425;30/09/2020;2,775343;27/01/2021;1,377794;30/09/2020;4,392489;30/09/2020;3,441175;;;30/09/2020;134,858546;30/09/2020;3,092299
;;;;01/10/2020;24,530297;;;;;01/10/2020;3,755489;01/10/2020;220,68923;01/10/2020;2,78127;28/01/2021;1,386963;01/10/2020;4,393322;01/10/2020;3,445865;;;01/10/2020;134,757722;01/10/2020;3,091228
;;;;02/10/2020;24,559726;;;;;02/10/2020;3,729932;02/10/2020;219,967066;02/10/2020;2,76769;29/01/2021;1,386932;02/10/2020;4,402422;02/10/2020;3,464338;;;02/10/2020;134,587641;02/10/2020;3,089214
;;;;05/10/2020;24,514414;;;;;05/10/2020;3,765715;05/10/2020;220,568685;05/10/2020;2,76271;01/02/2021;1,397931;05/10/2020;4,389397;05/10/2020;3,447873;;;05/10/2020;134,362993;05/10/2020;3,086405
;;;;06/10/2020;24,486732;;;;;06/10/2020;3,740987;06/10/2020;220,475207;06/10/2020;2,755913;02/02/2021;1,395962;06/10/2020;4,396928;06/10/2020;3,460515;;;06/10/2020;134,153022;06/10/2020;3,083715
;;;;07/10/2020;24,486495;;;;;07/10/2020;3,742039;07/10/2020;219,862832;07/10/2020;2,757668;03/02/2021;1,396108;07/10/2020;4,396143;07/10/2020;3,46014;;;07/10/2020;134,152863;07/10/2020;3,083972
;;;;08/10/2020;24,459185;;;;;08/10/2020;3,762052;08/10/2020;219,85796;08/10/2020;2,761887;04/02/2021;1,395396;08/10/2020;4,389196;08/10/2020;3,4479;;;08/10/2020;134,168745;08/10/2020;3,084325
;;;;09/10/2020;24,536346;;;;;09/10/2020;3,757091;09/10/2020;218,976764;09/10/2020;2,773653;05/02/2021;1,398383;09/10/2020;4,391362;09/10/2020;3,446695;;;09/10/2020;134,28696;09/10/2020;3,086173
;;;;13/10/2020;24,535674;;;;;13/10/2020;3,74284;13/10/2020;218,886194;13/10/2020;2,778036;08/02/2021;1,3949;13/10/2020;4,387424;13/10/2020;3,43793;;;13/10/2020;134,647157;13/10/2020;3,09076
;;;;14/10/2020;24,536641;;;;;14/10/2020;3,759742;14/10/2020;219,02883;14/10/2020;2,782407;09/02/2021;1,394141;14/10/2020;4,390756;14/10/2020;3,44157;;;14/10/2020;134,83832;14/10/2020;3,093273
;;;;15/10/2020;24,578951;;;;;15/10/2020;3,748165;15/10/2020;219,061152;15/10/2020;2,785649;10/02/2021;1,39357;15/10/2020;4,394462;15/10/2020;3,449176;;;15/10/2020;134,872523;15/10/2020;3,09382
;;;;16/10/2020;24,611665;;;;;16/10/2020;3,755428;16/10/2020;220,032687;16/10/2020;2,78723;11/02/2021;1,397786;16/10/2020;4,407949;16/10/2020;3,47171;;;16/10/2020;134,870759;16/10/2020;3,094027
;;;;19/10/2020;24,575527;;;;;19/10/2020;3,749909;19/10/2020;219,492747;19/10/2020;2,778908;12/02/2021;1,398212;19/10/2020;4,383078;19/10/2020;3,430854;;;19/10/2020;134,814644;19/10/2020;3,093668
;;;;20/10/2020;24,559274;;;;;20/10/2020;3,767694;20/10/2020;219,639815;20/10/2020;2,788141;17/02/2021;1,393529;20/10/2020;4,382993;20/10/2020;3,430573;;;20/10/2020;134,837088;20/10/2020;3,094096
;;;;21/10/2020;24,597163;;;;;21/10/2020;3,773218;21/10/2020;219,854983;21/10/2020;2,785083;18/02/2021;1,388936;21/10/2020;4,369082;21/10/2020;3,408657;;;21/10/2020;134,848037;21/10/2020;3,094333
;;;;22/10/2020;24,583206;;;;;22/10/2020;3,784115;22/10/2020;219,588071;22/10/2020;2,777752;19/02/2021;1,389452;22/10/2020;4,367205;22/10/2020;3,405203;;;22/10/2020;134,838928;22/10/2020;3,094322
;;;;23/10/2020;24,621008;;;;;23/10/2020;3,772439;23/10/2020;218,621036;23/10/2020;2,776627;22/02/2021;1,388949;23/10/2020;4,381415;23/10/2020;3,426506;;;23/10/2020;134,842181;23/10/2020;3,094358
;;;;26/10/2020;24,572744;;;;;26/10/2020;3,756654;26/10/2020;218,564905;26/10/2020;2,761374;23/02/2021;1,388239;26/10/2020;4,376603;26/10/2020;3,419927;;;26/10/2020;134,846622;26/10/2020;3,094514
;;;;27/10/2020;24,600616;;;;;27/10/2020;3,75222;27/10/2020;217,877933;27/10/2020;2,763425;24/02/2021;1,38458;27/10/2020;4,392668;27/10/2020;3,445335;;;27/10/2020;134,847569;27/10/2020;3,094642
;;;;28/10/2020;24,608574;;;;;28/10/2020;3,689528;28/10/2020;216,399809;28/10/2020;2,743797;25/02/2021;1,381522;28/10/2020;4,407144;28/10/2020;3,468452;;;28/10/2020;134,862677;28/10/2020;3,094932
;;;;29/10/2020;24,631647;;;;;29/10/2020;3,707668;29/10/2020;216,886632;29/10/2020;2,749085;26/02/2021;1,382733;29/10/2020;4,405376;29/10/2020;3,465518;;;29/10/2020;134,866673;29/10/2020;3,095114
;;;;30/10/2020;24,626744;;;;;30/10/2020;3,705216;30/10/2020;217,047906;30/10/2020;2,733326;01/03/2021;1,388356;30/10/2020;4,397906;30/10/2020;3,45409;;;30/10/2020;134,864899;30/10/2020;3,095191
;;;;03/11/2020;24,632368;;;;;03/11/2020;3,754315;03/11/2020;216,379208;03/11/2020;2,741628;02/03/2021;1,388709;03/11/2020;4,404566;03/11/2020;3,465055;;;03/11/2020;134,861281;03/11/2020;3,095293
;;;;04/11/2020;24,612734;;;;;04/11/2020;3,755224;04/11/2020;217,222319;04/11/2020;2,758708;03/03/2021;1,384325;04/11/2020;4,3962;04/11/2020;3,452662;;;04/11/2020;134,868064;04/11/2020;3,095494
;;;;05/11/2020;24,61055;;;;;05/11/2020;3,795274;05/11/2020;217,757415;05/11/2020;2,779204;04/03/2021;1,382837;05/11/2020;4,399062;05/11/2020;3,45784;;;05/11/2020;134,877725;05/11/2020;3,095732
;;;;06/11/2020;24,575665;;;;;06/11/2020;3,797269;06/11/2020;218,196049;06/11/2020;2,786526;05/03/2021;1,381601;06/11/2020;4,402193;06/11/2020;3,462891;;;06/11/2020;134,877615;06/11/2020;3,095889
;;;;09/11/2020;24,491372;;;;;09/11/2020;3,848151;09/11/2020;217,120221;09/11/2020;2,754042;08/03/2021;1,3752;09/11/2020;4,393632;09/11/2020;3,446133;;;09/11/2020;134,881356;09/11/2020;3,096068
;;;;10/11/2020;24,495656;;;;;10/11/2020;3,847088;10/11/2020;215,909725;10/11/2020;2,735223;09/03/2021;1,382508;10/11/2020;4,374442;10/11/2020;3,415368;;;10/11/2020;134,87969;10/11/2020;3,096212
;;;;11/11/2020;24,508738;;;;;11/11/2020;3,832517;11/11/2020;216,353199;11/11/2020;2,748876;10/03/2021;1,38397;11/11/2020;4,375312;11/11/2020;3,418831;;;11/11/2020;134,885171;11/11/2020;3,09642
;;;;12/11/2020;24,507008;;;;;12/11/2020;3,794641;12/11/2020;216,169395;12/11/2020;2,74089;11/03/2021;1,386854;12/11/2020;4,376332;12/11/2020;3,42108;;;12/11/2020;134,871468;12/11/2020;3,096396
;;;;13/11/2020;24,546534;;;;;13/11/2020;3,830898;13/11/2020;215,079928;13/11/2020;2,751105;12/03/2021;1,386624;13/11/2020;4,37519;13/11/2020;3,420337;;;13/11/2020;134,870493;13/11/2020;3,096467
;;;;16/11/2020;24,568476;;;;;16/11/2020;3,86578;16/11/2020;214,151949;16/11/2020;2,740429;15/03/2021;1,388688;16/11/2020;4,353794;16/11/2020;3,389231;;;16/11/2020;134,87176;16/11/2020;3,096606
;;;;17/11/2020;24,554016;;;;;17/11/2020;3,883927;17/11/2020;214,802993;17/11/2020;2,738546;16/03/2021;1,387091;17/11/2020;4,348245;17/11/2020;3,380388;;;17/11/2020;134,884173;17/11/2020;3,096819
;;;;18/11/2020;24,535043;;;;;18/11/2020;3,885579;18/11/2020;214,687113;18/11/2020;2,737849;17/03/2021;1,388064;18/11/2020;4,356364;18/11/2020;3,393079;;;18/11/2020;134,895484;18/11/2020;3,097054
;;;;19/11/2020;24,511049;;;;;19/11/2020;3,888007;19/11/2020;215,317632;19/11/2020;2,742412;18/03/2021;1,389419;19/11/2020;4,356718;19/11/2020;3,393634;;;19/11/2020;134,903634;19/11/2020;3,097259
;;;;20/11/2020;24,572856;;;;;20/11/2020;3,88654;20/11/2020;215,625806;20/11/2020;2,740996;19/03/2021;1,390141;20/11/2020;4,365883;20/11/2020;3,406113;;;20/11/2020;134,912389;20/11/2020;3,097487
;;;;23/11/2020;24,593249;;;;;23/11/2020;3,923141;23/11/2020;214,727887;23/11/2020;2,739593;22/03/2021;1,390285;23/11/2020;4,376957;23/11/2020;3,421327;;;23/11/2020;134,920438;23/11/2020;3,097723
;;;;24/11/2020;24,63026;;;;;24/11/2020;3,958635;24/11/2020;214,64128;24/11/2020;2,749119;23/03/2021;1,393663;24/11/2020;4,374677;24/11/2020;3,419313;;;24/11/2020;134,929651;24/11/2020;3,097968
;;;;25/11/2020;24,63572;;;;;25/11/2020;3,967484;25/11/2020;215,250737;25/11/2020;2,766357;24/03/2021;1,400884;25/11/2020;4,375762;25/11/2020;3,421779;;;25/11/2020;134,940346;25/11/2020;3,098213
;;;;26/11/2020;24,592485;;;;;26/11/2020;3,972515;26/11/2020;216,107008;26/11/2020;2,767263;25/03/2021;1,399027;26/11/2020;4,378826;26/11/2020;3,425926;;;26/11/2020;134,950683;26/11/2020;3,098439
;;;;27/11/2020;24,58835;;;;;27/11/2020;3,984504;27/11/2020;216,121904;27/11/2020;2,776339;26/03/2021;1,402952;27/11/2020;4,379578;27/11/2020;3,426245;;;27/11/2020;134,962015;27/11/2020;3,098691
;;;;30/11/2020;24,590884;;;;;30/11/2020;3,966606;30/11/2020;216,964932;30/11/2020;2,764755;29/03/2021;1,40212;30/11/2020;4,3765;30/11/2020;3,418406;;;30/11/2020;134,972078;30/11/2020;3,098937
;;;;01/12/2020;24,651443;;;;;01/12/2020;3,993326;01/12/2020;216,290139;01/12/2020;2,781794;30/03/2021;1,401333;01/12/2020;4,36322;01/12/2020;3,396476;;;01/12/2020;134,986714;01/12/2020;3,099229
;;;;02/12/2020;24,625657;;;;;02/12/2020;4,005213;02/12/2020;216,33518;02/12/2020;2,795053;31/03/2021;1,398467;02/12/2020;4,364295;02/12/2020;3,390675;;;02/12/2020;134,999446;02/12/2020;3,099453
;;;;03/12/2020;24,664577;;;;;03/12/2020;4,032221;03/12/2020;214,924812;03/12/2020;2,802189;01/04/2021;1,408179;03/12/2020;4,367261;03/12/2020;3,394799;;;03/12/2020;135,012858;03/12/2020;3,09972
;;;;04/12/2020;24,73175;;;;;04/12/2020;4,061741;04/12/2020;214,773963;04/12/2020;2,800793;05/04/2021;1,410701;04/12/2020;4,360795;04/12/2020;3,378782;;;04/12/2020;135,024582;04/12/2020;3,099962
;;;;07/12/2020;24,709658;;;;;07/12/2020;4,066425;07/12/2020;214,790923;07/12/2020;2,791551;06/04/2021;1,41404;07/12/2020;4,366109;07/12/2020;3,391021;;;07/12/2020;135,035668;07/12/2020;3,100229
;;;;08/12/2020;24,705329;;;;;08/12/2020;4,068828;08/12/2020;215,242481;08/12/2020;2,790965;07/04/2021;1,416438;08/12/2020;4,362605;08/12/2020;3,383389;;;08/12/2020;135,053348;08/12/2020;3,100582
;;;;09/12/2020;24,674522;;;;;09/12/2020;4,062113;09/12/2020;214,610877;09/12/2020;2,767508;08/04/2021;1,413956;09/12/2020;4,3605;09/12/2020;3,382132;;;09/12/2020;135,068402;09/12/2020;3,100899
;;;;10/12/2020;24,708272;;;;;10/12/2020;4,06914;10/12/2020;213,848961;10/12/2020;2,777899;09/04/2021;1,413196;10/12/2020;4,354955;10/12/2020;3,377771;;;10/12/2020;135,083158;10/12/2020;3,101181
;;;;11/12/2020;24,687495;;;;;11/12/2020;4,074747;11/12/2020;213,818107;11/12/2020;2,777563;12/04/2021;1,414804;11/12/2020;4,357743;11/12/2020;3,37941;;;11/12/2020;135,097568;11/12/2020;3,101507
;;;;14/12/2020;24,709532;;;;;14/12/2020;4,06683;14/12/2020;213,123147;14/12/2020;2,785773;13/04/2021;1,413169;14/12/2020;4,358118;14/12/2020;3,381872;;;14/12/2020;135,110499;14/12/2020;3,101778
;;;;15/12/2020;24,747721;;;;;15/12/2020;4,106229;15/12/2020;213,98178;15/12/2020;2,791852;14/04/2021;1,412013;15/12/2020;4,363344;15/12/2020;3,389199;;;15/12/2020;135,124794;15/12/2020;3,102099
;;;;16/12/2020;24,753946;;;;;16/12/2020;4,125388;16/12/2020;214,172158;16/12/2020;2,800149;15/04/2021;1,410317;16/12/2020;4,353676;16/12/2020;3,377538;;;16/12/2020;135,147946;16/12/2020;3,102498
;;;;17/12/2020;24,764981;;;;;17/12/2020;4,155218;17/12/2020;215,045643;17/12/2020;2,805141;16/04/2021;1,426234;17/12/2020;4,345729;17/12/2020;3,366483;;;17/12/2020;135,158735;17/12/2020;3,102732
;;;;18/12/2020;24,757232;;;;;18/12/2020;4,162909;18/12/2020;215,457177;18/12/2020;2,806148;19/04/2021;1,42821;18/12/2020;4,342359;18/12/2020;3,36136;;;18/12/2020;135,140191;18/12/2020;3,103038
;;;;21/12/2020;24,738486;;;;;21/12/2020;4,134682;21/12/2020;214,572656;21/12/2020;2,802747;20/04/2021;1,429956;21/12/2020;4,325137;21/12/2020;3,334575;;;21/12/2020;135,191035;21/12/2020;3,103328
;;;;22/12/2020;24,716027;;;;;22/12/2020;4,13719;22/12/2020;214,569574;22/12/2020;2,808764;22/04/2021;1,432355;22/12/2020;4,329034;22/12/2020;3,338068;;;22/12/2020;135,207798;22/12/2020;3,103655
;;;;23/12/2020;24,723717;;;;;23/12/2020;4,183659;23/12/2020;214,59913;23/12/2020;2,812566;23/04/2021;1,437575;23/12/2020;4,339082;23/12/2020;3,351879;;;23/12/2020;135,228934;23/12/2020;3,104059
;;;;24/12/2020;24,724074;;;;;24/12/2020;4,185075;24/12/2020;214,608833;24/12/2020;2,813914;26/04/2021;1,438362;24/12/2020;4,339348;24/12/2020;3,352215;;;24/12/2020;135,249524;24/12/2020;3,104397
;;;;28/12/2020;24,721807;;;;;28/12/2020;4,189936;28/12/2020;214,855337;28/12/2020;2,81037;27/04/2021;1,437301;28/12/2020;4,332869;28/12/2020;3,343309;;;28/12/2020;135,258986;28/12/2020;3,104626
;;;;29/12/2020;24,749484;;;;;29/12/2020;4,209143;29/12/2020;215,120728;29/12/2020;2,812625;28/04/2021;1,4394;29/12/2020;4,337685;29/12/2020;3,349511;;;29/12/2020;135,276763;29/12/2020;3,10495
;;;;30/12/2020;24,783028;;;;;30/12/2020;4,230302;30/12/2020;215,431234;30/12/2020;2,822567;29/04/2021;1,444234;30/12/2020;4,345947;30/12/2020;3,362264;;;30/12/2020;135,292329;30/12/2020;3,105242
;;;;31/12/2020;24,783436;;;;;31/12/2020;4,231666;31/12/2020;215,451111;31/12/2020;2,820515;30/04/2021;1,437678;31/12/2020;4,346237;31/12/2020;3,362655;;;31/12/2020;135,307002;31/12/2020;3,105515
;;;;04/01/2021;24,803403;;;;;04/01/2021;4,23966;04/01/2021;215,767387;04/01/2021;2,81584;03/05/2021;1,439691;04/01/2021;4,360601;04/01/2021;3,384612;;;04/01/2021;135,315925;04/01/2021;3,105743
;;;;05/01/2021;24,798397;;;;;05/01/2021;4,268952;05/01/2021;216,190851;05/01/2021;2,812532;04/05/2021;1,438398;05/01/2021;4,35256;05/01/2021;3,37285;;;05/01/2021;135,33029;05/01/2021;3,106027
;;;;06/01/2021;24,816715;;;;;06/01/2021;4,268135;06/01/2021;216,138005;06/01/2021;2,782355;05/05/2021;1,439831;06/01/2021;4,335007;06/01/2021;3,340459;;;06/01/2021;135,34626;06/01/2021;3,106305
;;;;07/01/2021;24,701531;;;;;07/01/2021;4,285528;07/01/2021;216,448347;07/01/2021;2,795571;06/05/2021;1,441848;07/01/2021;4,349402;07/01/2021;3,363014;;;07/01/2021;135,360972;07/01/2021;3,106599
;;;;08/01/2021;24,692566;;;;;08/01/2021;4,310742;08/01/2021;216,178562;08/01/2021;2,837057;07/05/2021;1,44748;08/01/2021;4,360765;08/01/2021;3,380488;;;08/01/2021;135,372613;08/01/2021;3,106858
;;;;11/01/2021;24,678553;;;;;11/01/2021;4,27565;11/01/2021;216,815941;11/01/2021;2,837195;10/05/2021;1,445509;11/01/2021;4,376309;11/01/2021;3,39983;;;11/01/2021;135,388182;11/01/2021;3,107156
;;;;12/01/2021;24,750302;;;;;12/01/2021;4,297361;12/01/2021;216,512445;12/01/2021;2,841498;11/05/2021;1,445877;12/01/2021;4,375628;12/01/2021;3,399622;;;12/01/2021;135,398629;12/01/2021;3,107416
;;;;13/01/2021;24,77881;;;;;13/01/2021;4,265838;13/01/2021;216,711345;13/01/2021;2,841226;12/05/2021;1,442686;13/01/2021;4,393382;13/01/2021;3,424739;;;13/01/2021;135,408577;13/01/2021;3,107649
;;;;14/01/2021;24,863329;;;;;14/01/2021;4,311946;14/01/2021;216,354544;14/01/2021;2,847976;13/05/2021;1,447498;14/01/2021;4,393308;14/01/2021;3,426394;;;14/01/2021;135,414698;14/01/2021;3,107858
;;;;15/01/2021;24,746778;;;;;15/01/2021;4,273374;15/01/2021;216,338316;15/01/2021;2,83834;14/05/2021;1,449003;15/01/2021;4,387574;15/01/2021;3,416164;;;15/01/2021;135,424676;15/01/2021;3,108094
;;;;18/01/2021;24,739949;;;;;18/01/2021;4,268702;18/01/2021;215,843784;18/01/2021;2,846679;17/05/2021;1,444359;18/01/2021;4,380498;18/01/2021;3,405644;;;18/01/2021;135,434233;18/01/2021;3,108337
;;;;19/01/2021;24,692258;;;;;19/01/2021;4,281368;19/01/2021;215,923083;19/01/2021;2,8537;18/05/2021;1,444229;19/01/2021;4,378916;19/01/2021;3,402659;;;19/01/2021;135,446248;19/01/2021;3,108578
;;;;20/01/2021;24,691903;;;;;20/01/2021;4,291944;20/01/2021;216,297563;20/01/2021;2,857238;19/05/2021;1,442464;20/01/2021;4,371405;20/01/2021;3,392466;;;20/01/2021;135,460436;20/01/2021;3,10886
;;;;21/01/2021;24,710811;;;;;21/01/2021;4,283825;21/01/2021;216,552617;21/01/2021;2,850228;20/05/2021;1,446707;21/01/2021;4,3891;21/01/2021;3,421244;;;21/01/2021;135,471291;21/01/2021;3,109098
;;;;22/01/2021;24,710141;;;;;22/01/2021;4,232964;22/01/2021;216,368547;22/01/2021;2,855383;21/05/2021;1,448397;22/01/2021;4,399704;22/01/2021;3,438288;;;22/01/2021;135,478545;22/01/2021;3,109316
;;;;25/01/2021;24,710907;;;;;25/01/2021;4,232967;25/01/2021;216,311941;25/01/2021;2,849179;24/05/2021;1,447599;25/01/2021;4,400068;25/01/2021;3,438891;;;25/01/2021;135,486106;25/01/2021;3,109515
;;;;26/01/2021;24,66568;;;;;26/01/2021;4,262108;26/01/2021;216,6428;26/01/2021;2,849438;25/05/2021;1,447106;26/01/2021;4,396577;26/01/2021;3,434161;;;26/01/2021;135,493989;26/01/2021;3,109745
;;;;27/01/2021;24,582249;;;;;27/01/2021;4,187734;27/01/2021;215,621292;27/01/2021;2,828808;26/05/2021;1,443381;27/01/2021;4,385799;27/01/2021;3,416033;;;27/01/2021;135,505049;27/01/2021;3,109985
