date_CSH2169;CSH2169 BZ Equity;date_AMARAUR;AMARAUR BZ Equity;date_HPRFIC;HPRFIC BZ Equity;date_JULBGEN;JULBGEN BZ Equity;date_LEGCAPF;LEGCAPF BZ Equity;date_KPZETAF;KPZETAF BZ Equity;date_LSSTLS;LSSTLS BZ Equity;date_APXEQHF;APXEQHF BZ Equity;date_LSPLFIA;LSPLFIA BZ Equity;date_KADFIML;KADFIML BZ Equity;date_DIDOLFI;DIDOLFI BZ Equity;date_QUAADCP;QUAADCP BZ Equity;date_NWCSHST;NWCSHST BZ Equity;date_BEMFIRD;BEMFIRD BZ Equity
29/10/2019;1,1379942;19/07/2019;1,1055472;20/09/2017;15,541057;;;02/08/2019;1,17472023;20/09/2017;3,100236;20/09/2017;173,770437;20/09/2017;1,975099;18/01/2018;1,227604;20/09/2017;3,637569;20/09/2017;2,745226;26/04/2019;1,07920606;20/09/2017;115,854137;20/09/2017;2,640398
30/10/2019;1,1401601;22/07/2019;1,1049993;21/09/2017;15,599351;;;05/08/2019;1,16143843;21/09/2017;3,110487;21/09/2017;173,845063;21/09/2017;1,980227;19/01/2018;1,23245;21/09/2017;3,641048;21/09/2017;2,744024;29/04/2019;1,07947492;21/09/2017;115,984695;21/09/2017;2,641222
31/10/2019;1,1394438;23/07/2019;1,1028004;22/09/2017;15,607983;;;06/08/2019;1,16941924;22/09/2017;3,119221;22/09/2017;174,168964;22/09/2017;1,982235;22/01/2018;1,23409;22/09/2017;3,650255;22/09/2017;2,752027;30/04/2019;1,07973774;22/09/2017;116,020722;22/09/2017;2,642062
01/11/2019;1,1421414;24/07/2019;1,1039037;25/09/2017;15,565762;;;07/08/2019;1,17571673;25/09/2017;3,102719;25/09/2017;173,593376;25/09/2017;1,97419;23/01/2018;1,233718;25/09/2017;3,637814;25/09/2017;2,731157;02/05/2019;1,08001162;25/09/2017;116,05224;25/09/2017;2,642899
04/11/2019;1,1426446;25/07/2019;1,1012179;26/09/2017;15,593948;;;08/08/2019;1,17955863;26/09/2017;3,108257;26/09/2017;174,045523;26/09/2017;1,973351;24/01/2018;1,235858;26/09/2017;3,635831;26/09/2017;2,728421;03/05/2019;1,08051591;26/09/2017;116,088585;26/09/2017;2,643738
05/11/2019;1,1424226;26/07/2019;1,1013734;27/09/2017;15,579747;;;09/08/2019;1,181302;27/09/2017;3,102056;27/09/2017;173,759979;27/09/2017;1,972824;25/01/2018;1,235109;27/09/2017;3,633985;27/09/2017;2,725229;06/05/2019;1,0807796;27/09/2017;116,124765;27/09/2017;2,644563
06/11/2019;1,1398857;29/07/2019;1,1032867;28/09/2017;15,589737;;;12/08/2019;1,17868179;28/09/2017;3,102394;28/09/2017;173,885987;28/09/2017;1,974046;26/01/2018;1,180577;28/09/2017;3,63641;28/09/2017;2,729097;07/05/2019;1,08103768;28/09/2017;116,162137;28/09/2017;2,645426
07/11/2019;1,1424191;30/07/2019;1,1044599;29/09/2017;15,633735;;;13/08/2019;1,17826229;29/09/2017;3,117775;29/09/2017;173,999524;29/09/2017;1,978511;29/01/2018;1,162456;29/09/2017;3,638416;29/09/2017;2,736067;08/05/2019;1,08130201;29/09/2017;116,198179;29/09/2017;2,646256
08/11/2019;1,1381607;31/07/2019;1,1043289;02/10/2017;15,652974;;;14/08/2019;1,17467175;02/10/2017;3,117982;02/10/2017;174,479221;02/10/2017;1,986125;30/01/2018;1,154803;02/10/2017;3,645288;02/10/2017;2,742454;09/05/2019;1,08156905;02/10/2017;116,235453;02/10/2017;2,647099
11/11/2019;1,1396859;01/08/2019;1,1087367;03/10/2017;15,642529;;;15/08/2019;1,17643722;03/10/2017;3,118447;03/10/2017;174,573201;03/10/2017;1,991548;31/01/2018;1,157579;03/10/2017;3,656314;03/10/2017;2,761736;10/05/2019;1,08183374;03/10/2017;116,27176;03/10/2017;2,647935
12/11/2019;1,1358261;02/08/2019;1,1106759;04/10/2017;15,645926;;;16/08/2019;1,17766765;04/10/2017;3,108394;04/10/2017;174,347415;04/10/2017;1,994295;01/02/2018;1,16387;04/10/2017;3,65641;04/10/2017;2,765678;13/05/2019;1,08204937;04/10/2017;116,307737;04/10/2017;2,648763
13/11/2019;1,1350643;05/08/2019;1,1070136;05/10/2017;15,671993;;;19/08/2019;1,17294086;05/10/2017;3,101613;05/10/2017;173,849775;05/10/2017;1,990972;02/02/2018;1,160887;05/10/2017;3,651132;05/10/2017;2,759934;14/05/2019;1,08230442;05/10/2017;116,344334;05/10/2017;2,649599
14/11/2019;1,1369041;06/08/2019;1,1112874;06/10/2017;15,650462;;;20/08/2019;1,17395581;06/10/2017;3,102178;06/10/2017;173,570638;06/10/2017;1,99221;05/02/2018;1,142294;06/10/2017;3,657524;06/10/2017;2,762129;15/05/2019;1,08257134;06/10/2017;116,382668;06/10/2017;2,650457
18/11/2019;1,1369511;07/08/2019;1,1124505;09/10/2017;15,640501;;;21/08/2019;1,175611;09/10/2017;3,091918;09/10/2017;174,363818;09/10/2017;1,993206;06/02/2018;1,139637;09/10/2017;3,657759;09/10/2017;2,760798;16/05/2019;1,08284301;09/10/2017;116,420294;09/10/2017;2,651316
19/11/2019;1,136196;08/08/2019;1,115976;10/10/2017;15,729415;;;22/08/2019;1,17444367;10/10/2017;3,113351;10/10/2017;174,185095;10/10/2017;1,998867;07/02/2018;1,141504;10/10/2017;3,648032;10/10/2017;2,748592;17/05/2019;1,08312795;10/10/2017;116,456503;10/10/2017;2,652151
20/11/2019;1,1357879;09/08/2019;1,1175343;11/10/2017;15,713431;;;23/08/2019;1,17389772;11/10/2017;3,11253;11/10/2017;173,852698;11/10/2017;1,997143;08/02/2018;1,126325;11/10/2017;3,645597;11/10/2017;2,746314;20/05/2019;1,08341223;11/10/2017;116,492174;11/10/2017;2,652978
21/11/2019;1,1376798;12/08/2019;1,1159795;13/10/2017;15,780703;;;26/08/2019;1,16795465;13/10/2017;3,109858;13/10/2017;172,715347;13/10/2017;1,995104;09/02/2018;1,124594;13/10/2017;3,645018;13/10/2017;2,747548;21/05/2019;1,08366777;13/10/2017;116,528512;13/10/2017;2,653808
22/11/2019;1,1380356;13/08/2019;1,1163822;16/10/2017;15,759221;;;27/08/2019;1,16847732;16/10/2017;3,097308;16/10/2017;171,619733;16/10/2017;1,99222;14/02/2018;1,143463;16/10/2017;3,637242;16/10/2017;2,733069;22/05/2019;1,08392301;16/10/2017;116,564378;16/10/2017;2,654637
25/11/2019;1,138104;14/08/2019;1,1124541;17/10/2017;15,717421;;;28/08/2019;1,16799835;17/10/2017;3,098051;17/10/2017;172,166933;17/10/2017;1,988741;15/02/2018;1,150923;17/10/2017;3,636649;17/10/2017;2,732799;23/05/2019;1,0841829;17/10/2017;116,600268;17/10/2017;2,655465
26/11/2019;1,1376947;15/08/2019;1,1127938;18/10/2017;15,71632;;;29/08/2019;1,16756207;18/10/2017;3,116766;18/10/2017;172,930773;18/10/2017;1,994495;16/02/2018;1,157251;18/10/2017;3,635534;18/10/2017;2,733016;24/05/2019;1,08444821;18/10/2017;116,636498;18/10/2017;2,656302
27/11/2019;1,1379389;16/08/2019;1,1150449;19/10/2017;15,71876;;;30/08/2019;1,17214763;19/10/2017;3,123568;19/10/2017;172,751722;19/10/2017;1,99531;19/02/2018;1,158436;19/10/2017;3,633622;19/10/2017;2,73142;27/05/2019;1,08471309;19/10/2017;116,671651;19/10/2017;2,657118
28/11/2019;1,138574;19/08/2019;1,1102366;20/10/2017;15,719152;;;02/09/2019;1,17113931;20/10/2017;3,124855;20/10/2017;173,535481;20/10/2017;1,999614;20/02/2018;1,170161;20/10/2017;3,630356;20/10/2017;2,72724;28/05/2019;1,08499649;20/10/2017;116,704285;20/10/2017;2,65794
29/11/2019;1,1391138;20/08/2019;1,1117964;23/10/2017;15,679086;;;03/09/2019;1,17128894;23/10/2017;3,120317;23/10/2017;173,49962;23/10/2017;2,00103;21/02/2018;1,170224;23/10/2017;3,629889;23/10/2017;2,723405;29/05/2019;1,08525478;23/10/2017;116,739416;23/10/2017;2,65876
02/12/2019;1,1416649;21/08/2019;1,1167263;24/10/2017;15,659219;;;04/09/2019;1,1727399;24/10/2017;3,118375;24/10/2017;174,06204;24/10/2017;2,003584;22/02/2018;1,167809;24/10/2017;3,629728;24/10/2017;2,728271;30/05/2019;1,08551301;24/10/2017;116,775294;24/10/2017;2,659596
03/12/2019;1,1419906;22/08/2019;1,1156368;25/10/2017;15,700204;;;05/09/2019;1,17233117;25/10/2017;3,122628;25/10/2017;174,78542;25/10/2017;2,005365;23/02/2018;1,172276;25/10/2017;3,612929;25/10/2017;2,705865;31/05/2019;1,08577328;25/10/2017;116,811151;25/10/2017;2,660426
04/12/2019;1,1440344;23/08/2019;1,1123415;26/10/2017;15,680896;;;06/09/2019;1,17304523;26/10/2017;3,076645;26/10/2017;174,821097;26/10/2017;2,0023;26/02/2018;1,171106;26/10/2017;3,631151;26/10/2017;2,72663;03/06/2019;1,08605114;26/10/2017;116,846858;26/10/2017;2,661254
05/12/2019;1,1449026;26/08/2019;1,1067899;27/10/2017;15,669365;;;09/09/2019;1,17120848;27/10/2017;3,093556;27/10/2017;174,743975;27/10/2017;2,000533;27/02/2018;1,217192;27/10/2017;3,635387;27/10/2017;2,734931;04/06/2019;1,08630697;27/10/2017;116,879355;27/10/2017;2,662009
06/12/2019;1,1460144;27/08/2019;1,1075338;30/10/2017;15,6574;;;10/09/2019;1,16917719;30/10/2017;3,078435;30/10/2017;173,475687;30/10/2017;1,998617;28/02/2018;1,222145;30/10/2017;3,629458;30/10/2017;2,726347;05/06/2019;1,08658123;30/10/2017;116,912135;30/10/2017;2,662763
09/12/2019;1,1457044;28/08/2019;1,1063429;31/10/2017;15,659961;;;11/09/2019;1,17189111;31/10/2017;3,083744;31/10/2017;173,126167;31/10/2017;1,999095;01/03/2018;1,223144;31/10/2017;3,634423;31/10/2017;2,731305;06/06/2019;1,0868382;31/10/2017;116,945219;31/10/2017;2,663514
10/12/2019;1,1458405;29/08/2019;1,1075127;01/11/2017;15,677943;;;12/09/2019;1,17371049;01/11/2017;3,073193;01/11/2017;173,554589;01/11/2017;2,006734;02/03/2018;1,225845;01/11/2017;3,636272;01/11/2017;2,733361;07/06/2019;1,08705901;01/11/2017;116,977924;01/11/2017;2,664266
11/12/2019;1,1477309;30/08/2019;1,1123196;03/11/2017;15,677982;;;13/09/2019;1,17066034;03/11/2017;3,052668;03/11/2017;171,961047;03/11/2017;1,999375;05/03/2018;1,226964;03/11/2017;3,637243;03/11/2017;2,732223;10/06/2019;1,08733254;03/11/2017;117,01068;03/11/2017;2,665014
12/12/2019;1,1497618;02/09/2019;1,1117701;06/11/2017;15,641204;;;16/09/2019;1,17240452;06/11/2017;3,079047;06/11/2017;171,013969;06/11/2017;1,998365;06/03/2018;1,225363;06/11/2017;3,630614;06/11/2017;2,720826;11/06/2019;1,0876022;06/11/2017;117,043169;06/11/2017;2,665762
13/12/2019;1,1498041;03/09/2019;1,1122343;07/11/2017;15,634708;;;17/09/2019;1,1745754;07/11/2017;3,053506;07/11/2017;169,855748;07/11/2017;1,993039;07/03/2018;1,223756;07/11/2017;3,63251;07/11/2017;2,722135;12/06/2019;1,08788331;07/11/2017;117,07567;07/11/2017;2,666512
16/12/2019;1,1506127;04/09/2019;1,115774;08/11/2017;15,660011;;;18/09/2019;1,17509613;08/11/2017;3,081395;08/11/2017;171,165997;08/11/2017;1,999412;08/03/2018;1,218643;08/11/2017;3,620909;08/11/2017;2,708837;13/06/2019;1,08815067;08/11/2017;117,107755;08/11/2017;2,667261
17/12/2019;1,1516448;05/09/2019;1,1133164;09/11/2017;15,675387;;;19/09/2019;1,1774138;09/11/2017;3,070024;09/11/2017;171,1708;09/11/2017;1,997517;09/03/2018;1,222774;09/11/2017;3,61768;09/11/2017;2,70187;14/06/2019;1,08843447;09/11/2017;117,139391;09/11/2017;2,668007
18/12/2019;1,1532674;06/09/2019;1,1132476;10/11/2017;15,663787;;;20/09/2019;1,17708419;10/11/2017;3,047715;10/11/2017;170,160767;10/11/2017;1,989168;12/03/2018;1,22021;10/11/2017;3,6221;10/11/2017;2,704807;17/06/2019;1,0887049;10/11/2017;117,171219;10/11/2017;2,668754
19/12/2019;1,1546596;09/09/2019;1,1079611;13/11/2017;15,649469;;;23/09/2019;1,179065;13/11/2017;3,041848;13/11/2017;171,142499;13/11/2017;1,992213;13/03/2018;1,217346;13/11/2017;3,623473;13/11/2017;2,705615;18/06/2019;1,088971;13/11/2017;117,20326;13/11/2017;2,669507
20/12/2019;1,1553641;10/09/2019;1,1060042;14/11/2017;15,644573;;;24/09/2019;1,17817648;14/11/2017;3,019995;14/11/2017;169,913753;14/11/2017;1,989792;14/03/2018;1,215916;14/11/2017;3,624966;14/11/2017;2,706999;19/06/2019;1,08923352;14/11/2017;117,235064;14/11/2017;2,670253
23/12/2019;1,1573696;11/09/2019;1,1111467;16/11/2017;15,661225;;;25/09/2019;1,17794898;16/11/2017;3,036842;16/11/2017;171,937074;16/11/2017;1,996257;15/03/2018;1,198637;16/11/2017;3,622617;16/11/2017;2,70401;21/06/2019;1,08946918;16/11/2017;117,267074;16/11/2017;2,670999
24/12/2019;1,1575658;12/09/2019;1,1102576;17/11/2017;15,693812;;;26/09/2019;1,18172751;17/11/2017;3,069989;17/11/2017;171,772794;17/11/2017;2,003729;16/03/2018;1,197027;17/11/2017;3,630627;17/11/2017;2,715341;24/06/2019;1,08973445;17/11/2017;117,299387;17/11/2017;2,671746
26/12/2019;1,1605;13/09/2019;1,1060981;20/11/2017;15,695988;;;27/09/2019;1,18106858;20/11/2017;3,066057;20/11/2017;171,806631;20/11/2017;2,004248;19/03/2018;1,191754;20/11/2017;3,631687;20/11/2017;2,716288;25/06/2019;1,09001002;20/11/2017;117,331441;20/11/2017;2,672493
27/12/2019;1,1603552;16/09/2019;1,1083755;21/11/2017;15,713265;;;30/09/2019;1,18017881;21/11/2017;3,084608;21/11/2017;171,312946;21/11/2017;2,009527;20/03/2018;1,195927;21/11/2017;3,634508;21/11/2017;2,716778;26/06/2019;1,09027777;21/11/2017;117,363481;21/11/2017;2,673241
30/12/2019;1,1601825;17/09/2019;1,1117784;22/11/2017;15,706851;;;01/10/2019;1,17892814;22/11/2017;3,100711;22/11/2017;172,328407;22/11/2017;2,01248;21/03/2018;1,194907;22/11/2017;3,636828;22/11/2017;2,719355;27/06/2019;1,09054401;22/11/2017;117,395454;22/11/2017;2,673988
31/12/2019;1,1606244;18/09/2019;1,1131282;23/11/2017;15,727263;;;02/10/2019;1,1760456;23/11/2017;3,114606;23/11/2017;172,191809;23/11/2017;2,013712;22/03/2018;1,186045;23/11/2017;3,640934;23/11/2017;2,723984;28/06/2019;1,09080862;23/11/2017;117,427807;23/11/2017;2,674738
02/01/2020;1,165489;19/09/2019;1,1146503;24/11/2017;15,718177;;;03/10/2019;1,17877055;24/11/2017;3,112146;24/11/2017;172,493006;24/11/2017;2,014707;23/03/2018;1,178749;24/11/2017;3,640133;24/11/2017;2,720699;01/07/2019;1,09120515;24/11/2017;117,459818;24/11/2017;2,675488
03/01/2020;1,1645598;20/09/2019;1,115486;27/11/2017;15,687908;;;04/10/2019;1,17953621;27/11/2017;3,121462;27/11/2017;171,231662;27/11/2017;2,010331;26/03/2018;1,191489;27/11/2017;3,638451;27/11/2017;2,717962;02/07/2019;1,09147855;27/11/2017;117,491882;27/11/2017;2,676236
06/01/2020;1,1607971;23/09/2019;1,1159685;28/11/2017;15,703615;;;07/10/2019;1,17474789;28/11/2017;3,119321;28/11/2017;171,634377;28/11/2017;2,010062;27/03/2018;1,189838;28/11/2017;3,644354;28/11/2017;2,724324;03/07/2019;1,09174443;28/11/2017;117,523991;28/11/2017;2,676984
07/01/2020;1,1600689;24/09/2019;1,1172353;29/11/2017;15,684393;;;08/10/2019;1,17225462;29/11/2017;3,086447;29/11/2017;170,778673;29/11/2017;2,006867;28/03/2018;1,168085;29/11/2017;3,639414;29/11/2017;2,715767;04/07/2019;1,09200263;29/11/2017;117,556175;29/11/2017;2,677739
08/01/2020;1,1593262;25/09/2019;1,1161555;30/11/2017;15,697033;;;09/10/2019;1,17301618;30/11/2017;3,072047;30/11/2017;169,809597;30/11/2017;1,9999;29/03/2018;1,16338;30/11/2017;3,638531;30/11/2017;2,716098;05/07/2019;1,09227223;30/11/2017;117,588217;30/11/2017;2,678482
09/01/2020;1,1603364;26/09/2019;1,1180824;01/12/2017;15,683728;;;10/10/2019;1,17273315;01/12/2017;3,08248;01/12/2017;169,512825;01/12/2017;2,001548;02/04/2018;1,1581;01/12/2017;3,638105;01/12/2017;2,715005;08/07/2019;1,09257841;01/12/2017;117,620354;01/12/2017;2,679231
10/01/2020;1,1602765;27/09/2019;1,1178375;04/12/2017;15,683665;;;11/10/2019;1,17616819;04/12/2017;3,08798;04/12/2017;169,56847;04/12/2017;2,00071;03/04/2018;1,172389;04/12/2017;3,638391;04/12/2017;2,714252;09/07/2019;1,09284492;04/12/2017;117,652429;04/12/2017;2,679976
13/01/2020;1,1639163;30/09/2019;1,119069;05/12/2017;15,672686;;;14/10/2019;1,17756813;05/12/2017;3,075966;05/12/2017;168,170602;05/12/2017;1,998079;04/04/2018;1,167049;05/12/2017;3,643105;05/12/2017;2,720834;10/07/2019;1,09310741;05/12/2017;117,684591;05/12/2017;2,680727
14/01/2020;1,1647701;01/10/2019;1,1197739;06/12/2017;15,63715;;;15/10/2019;1,17731044;06/12/2017;3,068162;06/12/2017;167,540612;06/12/2017;2,000712;05/04/2018;1,168845;06/12/2017;3,637773;06/12/2017;2,716458;11/07/2019;1,09337304;06/12/2017;117,716744;06/12/2017;2,681475
15/01/2020;1,1631609;02/10/2019;1,1193611;07/12/2017;15,653803;;;16/10/2019;1,1810959;07/12/2017;3,055235;07/12/2017;168,07856;07/12/2017;1,998721;06/04/2018;1,163624;07/12/2017;3,618397;07/12/2017;2,68934;12/07/2019;1,09363905;07/12/2017;117,748667;07/12/2017;2,682224
16/01/2020;1,1638045;03/10/2019;1,122988;08/12/2017;15,672906;;;17/10/2019;1,18315704;08/12/2017;3,066674;08/12/2017;168,406648;08/12/2017;2,000571;09/04/2018;1,185935;08/12/2017;3,615401;08/12/2017;2,688377;15/07/2019;1,093905;08/12/2017;117,777851;08/12/2017;2,682922
17/01/2020;1,1672325;04/10/2019;1,1235113;11/12/2017;15,679461;;;18/10/2019;1,1850604;11/12/2017;3,05973;11/12/2017;168,325434;11/12/2017;1,99547;10/04/2018;1,201662;11/12/2017;3,614233;11/12/2017;2,687095;16/07/2019;1,09416635;11/12/2017;117,807741;11/12/2017;2,683622
20/01/2020;1,1674276;07/10/2019;1,120146;12/12/2017;15,670722;;;21/10/2019;1,1852259;12/12/2017;3,046314;12/12/2017;168,395554;12/12/2017;1,993993;11/04/2018;1,198159;12/12/2017;3,617622;12/12/2017;2,693748;17/07/2019;1,09444568;12/12/2017;117,837748;12/12/2017;2,684323
21/01/2020;1,1637953;08/10/2019;1,1202441;13/12/2017;15,652244;;;22/10/2019;1,18672605;13/12/2017;3,04527;13/12/2017;167,471264;13/12/2017;1,99246;12/04/2018;1,195778;13/12/2017;3,612507;13/12/2017;2,684709;18/07/2019;1,09472183;13/12/2017;117,867844;13/12/2017;2,685026
22/01/2020;1,1667597;09/10/2019;1,1199106;14/12/2017;15,624698;;;23/10/2019;1,19033396;14/12/2017;3,027604;14/12/2017;167,269945;14/12/2017;1,992924;13/04/2018;1,195947;14/12/2017;3,619539;14/12/2017;2,695795;19/07/2019;1,09498578;14/12/2017;117,898306;14/12/2017;2,685729
23/01/2020;1,1682157;10/10/2019;1,1186736;15/12/2017;15,650289;;;24/10/2019;1,18990312;15/12/2017;3,025764;15/12/2017;167,66467;15/12/2017;2,002823;16/04/2018;1,19906;15/12/2017;3,618029;15/12/2017;2,694705;22/07/2019;1,09526591;15/12/2017;117,928452;15/12/2017;2,68643
24/01/2020;1,1661874;11/10/2019;1,1224169;18/12/2017;15,655184;;;25/10/2019;1,19392195;18/12/2017;3,038363;18/12/2017;168,392967;18/12/2017;2,006861;17/04/2018;1,203075;18/12/2017;3,621986;18/12/2017;2,695765;23/07/2019;1,09551703;18/12/2017;117,958928;18/12/2017;2,687135
27/01/2020;1,1577278;14/10/2019;1,1222177;19/12/2017;15,67049;;;28/10/2019;1,19496189;19/12/2017;3,029928;19/12/2017;168,092373;19/12/2017;2,005401;18/04/2018;1,206609;19/12/2017;3,621978;19/12/2017;2,693701;24/07/2019;1,09579956;19/12/2017;117,988963;19/12/2017;2,687837
28/01/2020;1,1643013;15/10/2019;1,1206997;20/12/2017;15,673811;;;29/10/2019;1,19585981;20/12/2017;3,051764;20/12/2017;168,545519;20/12/2017;2,013175;19/04/2018;1,188814;20/12/2017;3,619595;20/12/2017;2,691178;25/07/2019;1,09607285;20/12/2017;118,019336;20/12/2017;2,68854
29/01/2020;1,1623892;16/10/2019;1,1233595;21/12/2017;15,710078;;;30/10/2019;1,19981674;21/12/2017;3,039655;21/12/2017;169,104508;21/12/2017;2,013374;20/04/2018;1,184459;21/12/2017;3,624945;21/12/2017;2,702247;26/07/2019;1,0963462;21/12/2017;118,047812;21/12/2017;2,689242
30/01/2020;1,162089;17/10/2019;1,1230863;22/12/2017;15,750605;;;31/10/2019;1,19731224;22/12/2017;3,037359;22/12/2017;168,650959;22/12/2017;2,016069;23/04/2018;1,183086;22/12/2017;3,626516;22/12/2017;2,705467;29/07/2019;1,09653326;22/12/2017;118,079677;22/12/2017;2,689947
31/01/2020;1,1579245;18/10/2019;1,1262161;26/12/2017;15,762303;;;01/11/2019;1,1994247;26/12/2017;3,043741;26/12/2017;169,060096;26/12/2017;2,015658;24/04/2018;1,181804;26/12/2017;3,629125;26/12/2017;2,705695;30/07/2019;1,09677264;26/12/2017;118,109959;26/12/2017;2,69065
03/02/2020;1,1603408;21/10/2019;1,1252174;27/12/2017;15,767162;;;04/11/2019;1,19691447;27/12/2017;3,055576;27/12/2017;169,949901;27/12/2017;2,025096;25/04/2018;1,193377;27/12/2017;3,632414;27/12/2017;2,709475;31/07/2019;1,09706079;27/12/2017;118,140174;27/12/2017;2,691353
04/02/2020;1,163679;22/10/2019;1,1282606;28/12/2017;15,77462;;;05/11/2019;1,19571184;28/12/2017;3,073702;28/12/2017;170,464517;28/12/2017;2,029599;26/04/2018;1,188737;28/12/2017;3,633513;28/12/2017;2,710294;01/08/2019;1,09731407;28/12/2017;118,17037;28/12/2017;2,692055
05/02/2020;1,1644178;23/10/2019;1,129136;29/12/2017;15,7746;;;06/11/2019;1,19155589;29/12/2017;3,085361;29/12/2017;170,509967;29/12/2017;2,03108;27/04/2018;1,197412;29/12/2017;3,634766;29/12/2017;2,711637;02/08/2019;1,09756046;29/12/2017;118,200563;29/12/2017;2,692757
06/02/2020;1,1619664;24/10/2019;1,128742;02/01/2018;15,820693;;;07/11/2019;1,18940349;02/01/2018;3,159762;02/01/2018;170,843766;02/01/2018;2,030985;30/04/2018;1,194697;02/01/2018;3,641516;02/01/2018;2,722282;05/08/2019;1,09778432;02/01/2018;118,230791;02/01/2018;2,69346
07/02/2020;1,1573051;25/10/2019;1,1306174;03/01/2018;15,829039;;;08/11/2019;1,18523961;03/01/2018;3,140248;03/01/2018;169,995126;03/01/2018;2,030265;02/05/2018;1,18213;03/01/2018;3,64826;03/01/2018;2,726508;06/08/2019;1,09802919;03/01/2018;118,26097;03/01/2018;2,694165
10/02/2020;1,1549754;28/10/2019;1,1312509;04/01/2018;15,84764;;;11/11/2019;1,18857288;04/01/2018;3,15054;04/01/2018;169,171349;04/01/2018;2,028414;03/05/2018;1,150329;04/01/2018;3,650529;04/01/2018;2,726131;07/08/2019;1,09826845;04/01/2018;118,291181;04/01/2018;2,694857
11/02/2020;1,1623398;29/10/2019;1,131634;05/01/2018;15,829946;;;12/11/2019;1,18408704;05/01/2018;3,140958;05/01/2018;170,276408;05/01/2018;2,028297;04/05/2018;1,158203;05/01/2018;3,643809;05/01/2018;2,720134;08/08/2019;1,09858307;05/01/2018;118,321394;05/01/2018;2,695561
12/02/2020;1,1680192;30/10/2019;1,1343318;08/01/2018;15,821207;;;13/11/2019;1,1815628;08/01/2018;3,133661;08/01/2018;170,899474;08/01/2018;2,02743;07/05/2018;1,157446;08/01/2018;3,641426;08/01/2018;2,715736;09/08/2019;1,09882583;08/01/2018;118,351653;08/01/2018;2,696265
13/02/2020;1,1666934;31/10/2019;1,1354169;09/01/2018;15,809084;;;14/11/2019;1,18247153;09/01/2018;3,127918;09/01/2018;170,982249;09/01/2018;2,025556;08/05/2018;1,153232;09/01/2018;3,63956;09/01/2018;2,713551;12/08/2019;1,09901309;09/01/2018;118,382165;09/01/2018;2,696969
14/02/2020;1,1663031;01/11/2019;1,1371339;10/01/2018;15,785043;;;18/11/2019;1,18014178;10/01/2018;3,122683;10/01/2018;171,72168;10/01/2018;2,026561;09/05/2018;1,150878;10/01/2018;3,643931;10/01/2018;2,715343;13/08/2019;1,09926362;10/01/2018;118,412407;10/01/2018;2,697673
17/02/2020;1,1674526;04/11/2019;1,135086;11/01/2018;15,80222;;;19/11/2019;1,17887598;11/01/2018;3,144174;11/01/2018;171,31953;11/01/2018;2,03172;10/05/2018;1,153241;11/01/2018;3,650051;11/01/2018;2,725226;14/08/2019;1,0995194;11/01/2018;118,442672;11/01/2018;2,698377
18/02/2020;1,1665289;05/11/2019;1,1333678;12/01/2018;15,800454;;;20/11/2019;1,17799135;12/01/2018;3,150807;12/01/2018;171,531077;12/01/2018;2,0316;11/05/2018;1,1621;12/01/2018;3,652734;12/01/2018;2,73219;15/08/2019;1,09973993;12/01/2018;118,472936;12/01/2018;2,699081
19/02/2020;1,1698628;06/11/2019;1,1334331;15/01/2018;15,807103;;;21/11/2019;1,17227492;15/01/2018;3,166847;15/01/2018;171,450421;15/01/2018;2,036783;14/05/2018;1,201479;15/01/2018;3,655285;15/01/2018;2,737627;16/08/2019;1,09997002;15/01/2018;118,502994;15/01/2018;2,699784
20/02/2020;1,1647025;07/11/2019;1,1325816;16/01/2018;15,849633;;;22/11/2019;1,17811727;16/01/2018;3,167996;16/01/2018;170,841511;16/01/2018;2,035219;15/05/2018;1,208117;16/01/2018;3,653205;16/01/2018;2,73507;19/08/2019;1,1003088;16/01/2018;118,532807;16/01/2018;2,700489
21/02/2020;1,1609325;08/11/2019;1,1285362;17/01/2018;15,923413;;;25/11/2019;1,17662917;17/01/2018;3,172558;17/01/2018;170,569858;17/01/2018;2,0343;16/05/2018;1,206041;17/01/2018;3,659275;17/01/2018;2,745103;20/08/2019;1,10055609;17/01/2018;118,562961;17/01/2018;2,701193
26/02/2020;1,1358155;11/11/2019;1,1305387;18/01/2018;15,918132;;;26/11/2019;1,1663527;18/01/2018;3,177474;18/01/2018;171,362915;18/01/2018;2,038194;17/05/2018;1,207277;18/01/2018;3,655859;18/01/2018;2,738585;21/08/2019;1,10079885;18/01/2018;118,593052;18/01/2018;2,701898
27/02/2020;1,1221904;12/11/2019;1,1269364;19/01/2018;15,944622;;;27/11/2019;1,16623732;19/01/2018;3,183189;19/01/2018;171,611383;19/01/2018;2,040694;18/05/2018;1,219121;19/01/2018;3,663578;19/01/2018;2,748173;22/08/2019;1,10103175;19/01/2018;118,623328;19/01/2018;2,702602
28/02/2020;1,1244155;13/11/2019;1,1256145;22/01/2018;15,941759;;;28/11/2019;1,17033662;22/01/2018;3,184229;22/01/2018;171,671478;22/01/2018;2,03473;21/05/2018;1,23138;22/01/2018;3,663683;22/01/2018;2,749283;23/08/2019;1,10125894;22/01/2018;118,653347;22/01/2018;2,703311
