,FOCUS GENERATION-J
,PX_LAST
Date,
2021-01-29,1332.87
2021-01-29,1332.87
2021-02-26,1299.25
2021-03-31,1378.76
2021-04-30,1403.61
2021-05-28,1403.61
2021-06-30,1403.61
2021-08-30,1407.13
