;paiva;ibov;;;
18/02/2016;1,539825;41477,6;-7,814837631;;
18/02/2016;1,539825;41477,6;-7,814837631;;
19/02/2016;1,545052;41543,4;-7,501911263;;
19/02/2016;1,545052;41543,4;-7,501911263;;
19/02/2016;1,545052;41543,4;-7,501911263;;
19/02/2016;1,545052;41543,4;-7,501911263;;
22/02/2016;1,56217;43234,9;-6,477102854;;
22/02/2016;1,56217;43234,9;-6,477102854;;
22/02/2016;1,56217;43234,9;-6,477102854;;
22/02/2016;1,56217;43234,9;-6,477102854;;
23/02/2016;1,551965;42520,9;-7,088048631;;
23/02/2016;1,551965;42520,9;-7,088048631;;
23/02/2016;1,551965;42520,9;-7,088048631;;
23/02/2016;1,551965;42520,9;-7,088048631;;
24/02/2016;1,544843;42084,6;-7,514423529;;
24/02/2016;1,544843;42084,6;-7,514423529;;
24/02/2016;1,544843;42084,6;-7,514423529;;
24/02/2016;1,544843;42084,6;-7,514423529;;
25/02/2016;1,551306;41887,9;-7,127501181;;
25/02/2016;1,551306;41887,9;-7,127501181;;
25/02/2016;1,551306;41887,9;-7,127501181;;
25/02/2016;1,551306;41887,9;-7,127501181;;
26/02/2016;1,549816;41593,1;-7,216703455;;
26/02/2016;1,549816;41593,1;-7,216703455;;
26/02/2016;1,549816;41593,1;-7,216703455;;
26/02/2016;1,549816;41593,1;-7,216703455;;
29/02/2016;1,568856;42793,9;-6,076830098;;
29/02/2016;1,568856;42793,9;-6,076830098;;
29/02/2016;1,568856;42793,9;-6,076830098;;
29/02/2016;1,568856;42793,9;-6,076830098;;
01/03/2016;1,586498;44121,8;-5,020651224;;
01/03/2016;1,586498;44121,8;-5,020651224;;
01/03/2016;1,586498;44121,8;-5,020651224;;
01/03/2016;1,586498;44121,8;-5,020651224;;
02/03/2016;1,593893;44893,5;-4,577932555;;
02/03/2016;1,593893;44893,5;-4,577932555;;
02/03/2016;1,593893;44893,5;-4,577932555;;
02/03/2016;1,593893;44893,5;-4,577932555;;
03/03/2016;1,624361;47193,4;-2,753895715;;
03/03/2016;1,624361;47193,4;-2,753895715;;
03/03/2016;1,624361;47193,4;-2,753895715;;
03/03/2016;1,624361;47193,4;-2,753895715;;
04/03/2016;1,651567;49084,9;-1,125146001;;
04/03/2016;1,651567;49084,9;-1,125146001;;
04/03/2016;1,651567;49084,9;-1,125146001;;
04/03/2016;1,651567;49084,9;-1,125146001;;
07/03/2016;1,649618;49246,1;-1,241827365;;
07/03/2016;1,649618;49246,1;-1,241827365;;
07/03/2016;1,649618;49246,1;-1,241827365;;
07/03/2016;1,649618;49246,1;-1,241827365;;
08/03/2016;1,657175;49102,1;-0,789410193;;
08/03/2016;1,657175;49102,1;-0,789410193;;
08/03/2016;1,657175;49102,1;-0,789410193;;
08/03/2016;1,657175;49102,1;-0,789410193;;
09/03/2016;1,653366;48665,1;-1,017444732;;
09/03/2016;1,653366;48665,1;-1,017444732;;
09/03/2016;1,653366;48665,1;-1,017444732;;
09/03/2016;1,653366;48665,1;-1,017444732;;
10/03/2016;1,673321;49571,1;0;;
10/03/2016;1,673321;49571,1;0;;
10/03/2016;1,673321;49571,1;0;;
10/03/2016;1,673321;49571,1;0;;
11/03/2016;1,670564;49638,7;-0,164762171;;
11/03/2016;1,670564;49638,7;-0,164762171;;
11/03/2016;1,670564;49638,7;-0,164762171;;
11/03/2016;1,670564;49638,7;-0,164762171;;
14/03/2016;1,65799;48867,3;-0,916201972;;
14/03/2016;1,65799;48867,3;-0,916201972;;
14/03/2016;1,65799;48867,3;-0,916201972;;
14/03/2016;1,65799;48867,3;-0,916201972;;
15/03/2016;1,636752;47130;-2,185414514;;
15/03/2016;1,636752;47130;-2,185414514;;
15/03/2016;1,636752;47130;-2,185414514;;
15/03/2016;1,636752;47130;-2,185414514;;
16/03/2016;1,646662;47763,4;-1,593179073;;
16/03/2016;1,646662;47763,4;-1,593179073;;
16/03/2016;1,646662;47763,4;-1,593179073;;
16/03/2016;1,646662;47763,4;-1,593179073;;
17/03/2016;1,694933;50913,8;0;;
17/03/2016;1,694933;50913,8;0;;
17/03/2016;1,694933;50913,8;0;;
17/03/2016;1,694933;50913,8;0;;
18/03/2016;1,696175;50814,7;0;;
18/03/2016;1,696175;50814,7;0;;
18/03/2016;1,696175;50814,7;0;;
18/03/2016;1,696175;50814,7;0;;
21/03/2016;1,700617;51171,5;0;;
21/03/2016;1,700617;51171,5;0;;
21/03/2016;1,700617;51171,5;0;;
21/03/2016;1,700617;51171,5;0;;
22/03/2016;1,698774;51010,2;-0,108372432;;
22/03/2016;1,698774;51010,2;-0,108372432;;
22/03/2016;1,698774;51010,2;-0,108372432;;
22/03/2016;1,698774;51010,2;-0,108372432;;
23/03/2016;1,682976;49690;-1,037329393;;
23/03/2016;1,682976;49690;-1,037329393;;
23/03/2016;1,682976;49690;-1,037329393;;
23/03/2016;1,682976;49690;-1,037329393;;
24/03/2016;1,67842;49657,4;-1,30523216;;
24/03/2016;1,67842;49657,4;-1,30523216;;
24/03/2016;1,67842;49657,4;-1,30523216;;
24/03/2016;1,67842;49657,4;-1,30523216;;
25/03/2016;1,67842;49657,4;-1,30523216;;
25/03/2016;1,67842;49657,4;-1,30523216;;
25/03/2016;1,67842;49657,4;-1,30523216;;
25/03/2016;1,67842;49657,4;-1,30523216;;
28/03/2016;1,698158;50838,2;-0,144594579;;
28/03/2016;1,698158;50838,2;-0,144594579;;
28/03/2016;1,698158;50838,2;-0,144594579;;
28/03/2016;1,698158;50838,2;-0,144594579;;
29/03/2016;1,705921;51155;0;;
29/03/2016;1,705921;51155;0;;
29/03/2016;1,705921;51155;0;;
29/03/2016;1,705921;51155;0;;
30/03/2016;1,710268;51248,9;0;;
30/03/2016;1,710268;51248,9;0;;
30/03/2016;1,710268;51248,9;0;;
30/03/2016;1,710268;51248,9;0;;
31/03/2016;1,688387;50055,3;-1,279390131;;
31/03/2016;1,688387;50055,3;-1,279390131;;
31/03/2016;1,688387;50055,3;-1,279390131;;
31/03/2016;1,688387;50055,3;-1,279390131;;
01/04/2016;1,697067;50561,5;-0,771867333;;
01/04/2016;1,697067;50561,5;-0,771867333;;
01/04/2016;1,697067;50561,5;-0,771867333;;
01/04/2016;1,697067;50561,5;-0,771867333;;
04/04/2016;1,671555;48780;-2,263563371;;
04/04/2016;1,671555;48780;-2,263563371;;
04/04/2016;1,671555;48780;-2,263563371;;
04/04/2016;1,671555;48780;-2,263563371;;
05/04/2016;1,674436;49053,6;-2,09511024;;
05/04/2016;1,674436;49053,6;-2,09511024;;
05/04/2016;1,674436;49053,6;-2,09511024;;
05/04/2016;1,674436;49053,6;-2,09511024;;
06/04/2016;1,655139;48096,2;-3,223412939;;
06/04/2016;1,655139;48096,2;-3,223412939;;
06/04/2016;1,655139;48096,2;-3,223412939;;
06/04/2016;1,655139;48096,2;-3,223412939;;
07/04/2016;1,666347;48513,1;-2,56807705;;
07/04/2016;1,666347;48513,1;-2,56807705;;
07/04/2016;1,666347;48513,1;-2,56807705;;
07/04/2016;1,666347;48513,1;-2,56807705;;
08/04/2016;1,701309;50292,9;-0,52383603;;
08/04/2016;1,701309;50292,9;-0,52383603;;
08/04/2016;1,701309;50292,9;-0,52383603;;
08/04/2016;1,701309;50292,9;-0,52383603;;
11/04/2016;1,687493;50165,5;-1,33166264;;
11/04/2016;1,687493;50165,5;-1,33166264;;
11/04/2016;1,687493;50165,5;-1,33166264;;
11/04/2016;1,687493;50165,5;-1,33166264;;
12/04/2016;1,714393;52001,9;0;;
12/04/2016;1,714393;52001,9;0;;
12/04/2016;1,714393;52001,9;0;;
12/04/2016;1,714393;52001,9;0;;
13/04/2016;1,739329;53149,8;0;;
13/04/2016;1,739329;53149,8;0;;
13/04/2016;1,739329;53149,8;0;;
13/04/2016;1,739329;53149,8;0;;
14/04/2016;1,731884;52411;-0,428038629;;
14/04/2016;1,731884;52411;-0,428038629;;
14/04/2016;1,731884;52411;-0,428038629;;
14/04/2016;1,731884;52411;-0,428038629;;
15/04/2016;1,744749;53227,7;0;;
15/04/2016;1,744749;53227,7;0;;
15/04/2016;1,744749;53227,7;0;;
15/04/2016;1,744749;53227,7;0;;
18/04/2016;1,744291;52894,1;-0,026250194;;
18/04/2016;1,744291;52894,1;-0,026250194;;
18/04/2016;1,744291;52894,1;-0,026250194;;
18/04/2016;1,744291;52894,1;-0,026250194;;
19/04/2016;1,760254;53710;0;;
19/04/2016;1,760254;53710;0;;
19/04/2016;1,760254;53710;0;;
19/04/2016;1,760254;53710;0;;
20/04/2016;1,752043;53630,9;-0,466466771;;
20/04/2016;1,752043;53630,9;-0,466466771;;
20/04/2016;1,752043;53630,9;-0,466466771;;
20/04/2016;1,752043;53630,9;-0,466466771;;
21/04/2016;1,752043;53630,9;-0,466466771;;
21/04/2016;1,752043;53630,9;-0,466466771;;
21/04/2016;1,752043;53630,9;-0,466466771;;
21/04/2016;1,752043;53630,9;-0,466466771;;
22/04/2016;1,742715;52907,9;-0,996390294;;
22/04/2016;1,742715;52907,9;-0,996390294;;
22/04/2016;1,742715;52907,9;-0,996390294;;
22/04/2016;1,742715;52907,9;-0,996390294;;
25/04/2016;1,7272;51861,7;-1,877797182;;
25/04/2016;1,7272;51861,7;-1,877797182;;
25/04/2016;1,7272;51861,7;-1,877797182;;
25/04/2016;1,7272;51861,7;-1,877797182;;
26/04/2016;1,745727;53082,5;-0,825278625;;
26/04/2016;1,745727;53082,5;-0,825278625;;
26/04/2016;1,745727;53082,5;-0,825278625;;
26/04/2016;1,745727;53082,5;-0,825278625;;
27/04/2016;1,775146;54477,8;0;;
27/04/2016;1,775146;54477,8;0;;
27/04/2016;1,775146;54477,8;0;;
27/04/2016;1,775146;54477,8;0;;
28/04/2016;1,77521;54312;0;;
28/04/2016;1,77521;54312;0;;
28/04/2016;1,77521;54312;0;;
28/04/2016;1,77521;54312;0;;
29/04/2016;1,766978;53910,5;-0,463719785;;
29/04/2016;1,766978;53910,5;-0,463719785;;
29/04/2016;1,766978;53910,5;-0,463719785;;
29/04/2016;1,766978;53910,5;-0,463719785;;
02/05/2016;1,766699;53561,5;-0,479436236;;
02/05/2016;1,766699;53561,5;-0,479436236;;
02/05/2016;1,766699;53561,5;-0,479436236;;
02/05/2016;1,766699;53561,5;-0,479436236;;
03/05/2016;1,754438;52260,2;-1,170115085;;
03/05/2016;1,754438;52260,2;-1,170115085;;
03/05/2016;1,754438;52260,2;-1,170115085;;
03/05/2016;1,754438;52260,2;-1,170115085;;
04/05/2016;1,760549;52552,8;-0,825874122;;
04/05/2016;1,760549;52552,8;-0,825874122;;
04/05/2016;1,760549;52552,8;-0,825874122;;
04/05/2016;1,760549;52552,8;-0,825874122;;
05/05/2016;1,747851;51671;-1,541169777;;
05/05/2016;1,747851;51671;-1,541169777;;
05/05/2016;1,747851;51671;-1,541169777;;
05/05/2016;1,747851;51671;-1,541169777;;
06/05/2016;1,746978;51717,8;-1,590347058;;
06/05/2016;1,746978;51717,8;-1,590347058;;
06/05/2016;1,746978;51717,8;-1,590347058;;
06/05/2016;1,746978;51717,8;-1,590347058;;
09/05/2016;1,746937;50990,1;-1,592656643;;
09/05/2016;1,746937;50990,1;-1,592656643;;
09/05/2016;1,746937;50990,1;-1,592656643;;
09/05/2016;1,746937;50990,1;-1,592656643;;
10/05/2016;1,784392;53070,9;0;;
10/05/2016;1,784392;53070,9;0;;
10/05/2016;1,784392;53070,9;0;;
10/05/2016;1,784392;53070,9;0;;
11/05/2016;1,784891;52764,5;0;;
11/05/2016;1,784891;52764,5;0;;
11/05/2016;1,784891;52764,5;0;;
11/05/2016;1,784891;52764,5;0;;
12/05/2016;1,810586;53241,3;0;;
12/05/2016;1,810586;53241,3;0;;
12/05/2016;1,810586;53241,3;0;;
12/05/2016;1,810586;53241,3;0;;
13/05/2016;1,792351;51804,3;-1,007132497;;
13/05/2016;1,792351;51804,3;-1,007132497;;
13/05/2016;1,792351;51804,3;-1,007132497;;
13/05/2016;1,792351;51804,3;-1,007132497;;
16/05/2016;1,789899;51802,9;-1,142558266;;
16/05/2016;1,789899;51802,9;-1,142558266;;
16/05/2016;1,789899;51802,9;-1,142558266;;
16/05/2016;1,789899;51802,9;-1,142558266;;
17/05/2016;1,763599;50839,4;-2,595126661;;
17/05/2016;1,763599;50839,4;-2,595126661;;
17/05/2016;1,763599;50839,4;-2,595126661;;
17/05/2016;1,763599;50839,4;-2,595126661;;
18/05/2016;1,756323;50561,7;-2,996985506;;
18/05/2016;1,756323;50561,7;-2,996985506;;
18/05/2016;1,756323;50561,7;-2,996985506;;
18/05/2016;1,756323;50561,7;-2,996985506;;
19/05/2016;1,753195;50132,5;-3,169747253;;
19/05/2016;1,753195;50132,5;-3,169747253;;
19/05/2016;1,753195;50132,5;-3,169747253;;
19/05/2016;1,753195;50132,5;-3,169747253;;
20/05/2016;1,748111;49722,7;-3,450540322;;
20/05/2016;1,748111;49722,7;-3,450540322;;
20/05/2016;1,748111;49722,7;-3,450540322;;
20/05/2016;1,748111;49722,7;-3,450540322;;
23/05/2016;1,740893;49330,4;-3,849195785;;
23/05/2016;1,740893;49330,4;-3,849195785;;
23/05/2016;1,740893;49330,4;-3,849195785;;
23/05/2016;1,740893;49330,4;-3,849195785;;
24/05/2016;1,743876;49345,2;-3,684442495;;
24/05/2016;1,743876;49345,2;-3,684442495;;
24/05/2016;1,743876;49345,2;-3,684442495;;
24/05/2016;1,743876;49345,2;-3,684442495;;
25/05/2016;1,741603;49482,9;-3,809981962;;
25/05/2016;1,741603;49482,9;-3,809981962;;
25/05/2016;1,741603;49482,9;-3,809981962;;
25/05/2016;1,741603;49482,9;-3,809981962;;
26/05/2016;1,741603;49482,9;-3,809981962;;
26/05/2016;1,741603;49482,9;-3,809981962;;
26/05/2016;1,741603;49482,9;-3,809981962;;
26/05/2016;1,741603;49482,9;-3,809981962;;
27/05/2016;1,738341;49051,5;-3,990144627;;
27/05/2016;1,738341;49051,5;-3,990144627;;
27/05/2016;1,738341;49051,5;-3,990144627;;
27/05/2016;1,738341;49051,5;-3,990144627;;
30/05/2016;1,735448;48964,3;-4,149927151;;
30/05/2016;1,735448;48964,3;-4,149927151;;
30/05/2016;1,735448;48964,3;-4,149927151;;
30/05/2016;1,735448;48964,3;-4,149927151;;
31/05/2016;1,735737;48471,7;-4,133965468;;
31/05/2016;1,735737;48471,7;-4,133965468;;
31/05/2016;1,735737;48471,7;-4,133965468;;
31/05/2016;1,735737;48471,7;-4,133965468;;
01/06/2016;1,743395;49012,7;-3,71100848;;
01/06/2016;1,743395;49012,7;-3,71100848;;
01/06/2016;1,743395;49012,7;-3,71100848;;
01/06/2016;1,743395;49012,7;-3,71100848;;
02/06/2016;1,756685;49887,2;-2,976991979;;
02/06/2016;1,756685;49887,2;-2,976991979;;
02/06/2016;1,756685;49887,2;-2,976991979;;
02/06/2016;1,756685;49887,2;-2,976991979;;
03/06/2016;1,770959;50619,5;-2,188628433;;
03/06/2016;1,770959;50619,5;-2,188628433;;
03/06/2016;1,770959;50619,5;-2,188628433;;
03/06/2016;1,770959;50619,5;-2,188628433;;
06/06/2016;1,764723;50431,8;-2,533047312;;
06/06/2016;1,764723;50431,8;-2,533047312;;
06/06/2016;1,764723;50431,8;-2,533047312;;
06/06/2016;1,764723;50431,8;-2,533047312;;
07/06/2016;1,767637;50487,9;-2,372104943;;
07/06/2016;1,767637;50487,9;-2,372104943;;
07/06/2016;1,767637;50487,9;-2,372104943;;
07/06/2016;1,767637;50487,9;-2,372104943;;
08/06/2016;1,786852;51629,3;-1,310846323;;
08/06/2016;1,786852;51629,3;-1,310846323;;
08/06/2016;1,786852;51629,3;-1,310846323;;
08/06/2016;1,786852;51629,3;-1,310846323;;
09/06/2016;1,782358;51118,5;-1,559053257;;
09/06/2016;1,782358;51118,5;-1,559053257;;
09/06/2016;1,782358;51118,5;-1,559053257;;
09/06/2016;1,782358;51118,5;-1,559053257;;
10/06/2016;1,749066;49422,2;-3,397794968;;
10/06/2016;1,749066;49422,2;-3,397794968;;
10/06/2016;1,749066;49422,2;-3,397794968;;
10/06/2016;1,749066;49422,2;-3,397794968;;
13/06/2016;1,751341;49660,8;-3,27214504;;
13/06/2016;1,751341;49660,8;-3,27214504;;
13/06/2016;1,751341;49660,8;-3,27214504;;
13/06/2016;1,751341;49660,8;-3,27214504;;
14/06/2016;1,735907;48648,3;-4,124576242;;
14/06/2016;1,735907;48648,3;-4,124576242;;
14/06/2016;1,735907;48648,3;-4,124576242;;
14/06/2016;1,735907;48648,3;-4,124576242;;
15/06/2016;1,741384;48914,7;-3,822077493;;
15/06/2016;1,741384;48914,7;-3,822077493;;
15/06/2016;1,741384;48914,7;-3,822077493;;
15/06/2016;1,741384;48914,7;-3,822077493;;
16/06/2016;1,752378;49411,6;-3,214870766;;
16/06/2016;1,752378;49411,6;-3,214870766;;
16/06/2016;1,752378;49411,6;-3,214870766;;
16/06/2016;1,752378;49411,6;-3,214870766;;
17/06/2016;1,750817;49533,8;-3,301085947;;
17/06/2016;1,750817;49533,8;-3,301085947;;
17/06/2016;1,750817;49533,8;-3,301085947;;
17/06/2016;1,750817;49533,8;-3,301085947;;
20/06/2016;1,769354;50329,4;-2,277273767;;
20/06/2016;1,769354;50329,4;-2,277273767;;
20/06/2016;1,769354;50329,4;-2,277273767;;
20/06/2016;1,769354;50329,4;-2,277273767;;
21/06/2016;1,782314;50837,8;-1,561483409;;
21/06/2016;1,782314;50837,8;-1,561483409;;
21/06/2016;1,782314;50837,8;-1,561483409;;
21/06/2016;1,782314;50837,8;-1,561483409;;
22/06/2016;1,77138;50156,3;-2,165376293;;
22/06/2016;1,77138;50156,3;-2,165376293;;
22/06/2016;1,77138;50156,3;-2,165376293;;
22/06/2016;1,77138;50156,3;-2,165376293;;
23/06/2016;1,796484;51559,8;-0,77886386;;
23/06/2016;1,796484;51559,8;-0,77886386;;
23/06/2016;1,796484;51559,8;-0,77886386;;
23/06/2016;1,796484;51559,8;-0,77886386;;
24/06/2016;1,768398;50105,3;-2,330074352;;
24/06/2016;1,768398;50105,3;-2,330074352;;
24/06/2016;1,768398;50105,3;-2,330074352;;
24/06/2016;1,768398;50105,3;-2,330074352;;
27/06/2016;1,747563;49245,5;-3,480806766;;
27/06/2016;1,747563;49245,5;-3,480806766;;
27/06/2016;1,747563;49245,5;-3,480806766;;
27/06/2016;1,747563;49245,5;-3,480806766;;
28/06/2016;1,760986;50006,6;-2,739444578;;
28/06/2016;1,760986;50006,6;-2,739444578;;
28/06/2016;1,760986;50006,6;-2,739444578;;
28/06/2016;1,760986;50006,6;-2,739444578;;
29/06/2016;1,780944;51001,9;-1,63714952;;
29/06/2016;1,780944;51001,9;-1,63714952;;
29/06/2016;1,780944;51001,9;-1,63714952;;
29/06/2016;1,780944;51001,9;-1,63714952;;
30/06/2016;1,798676;51526,9;-0,657798083;;
30/06/2016;1,798676;51526,9;-0,657798083;;
30/06/2016;1,798676;51526,9;-0,657798083;;
30/06/2016;1,798676;51526,9;-0,657798083;;
01/07/2016;1,806328;52233;-0,23517248;;
01/07/2016;1,806328;52233;-0,23517248;;
01/07/2016;1,806328;52233;-0,23517248;;
01/07/2016;1,806328;52233;-0,23517248;;
04/07/2016;1,812994;52568,7;0;;
04/07/2016;1,812994;52568,7;0;;
04/07/2016;1,812994;52568,7;0;;
04/07/2016;1,812994;52568,7;0;;
05/07/2016;1,802447;51842,3;-0,581744893;;
05/07/2016;1,802447;51842,3;-0,581744893;;
05/07/2016;1,802447;51842,3;-0,581744893;;
05/07/2016;1,802447;51842,3;-0,581744893;;
06/07/2016;1,796766;51901,8;-0,895093972;;
06/07/2016;1,796766;51901,8;-0,895093972;;
06/07/2016;1,796766;51901,8;-0,895093972;;
06/07/2016;1,796766;51901,8;-0,895093972;;
07/07/2016;1,806363;52014,7;-0,36574859;;
07/07/2016;1,806363;52014,7;-0,36574859;;
07/07/2016;1,806363;52014,7;-0,36574859;;
07/07/2016;1,806363;52014,7;-0,36574859;;
08/07/2016;1,829329;53140,7;0;;
08/07/2016;1,829329;53140,7;0;;
08/07/2016;1,829329;53140,7;0;;
08/07/2016;1,829329;53140,7;0;;
11/07/2016;1,846585;53960,1;0;;
11/07/2016;1,846585;53960,1;0;;
11/07/2016;1,846585;53960,1;0;;
11/07/2016;1,846585;53960,1;0;;
12/07/2016;1,850067;54256,4;0;;
12/07/2016;1,850067;54256,4;0;;
12/07/2016;1,850067;54256,4;0;;
12/07/2016;1,850067;54256,4;0;;
13/07/2016;1,86269;54598,3;0;;
13/07/2016;1,86269;54598,3;0;;
13/07/2016;1,86269;54598,3;0;;
13/07/2016;1,86269;54598,3;0;;
14/07/2016;1,882891;55480,9;0;;
14/07/2016;1,882891;55480,9;0;;
14/07/2016;1,882891;55480,9;0;;
14/07/2016;1,882891;55480,9;0;;
15/07/2016;1,885934;55578,2;0;;
15/07/2016;1,885934;55578,2;0;;
15/07/2016;1,885934;55578,2;0;;
15/07/2016;1,885934;55578,2;0;;
18/07/2016;1,903245;56484,2;0;;
18/07/2016;1,903245;56484,2;0;;
18/07/2016;1,903245;56484,2;0;;
18/07/2016;1,903245;56484,2;0;;
19/07/2016;1,910096;56698,1;0;;
19/07/2016;1,910096;56698,1;0;;
19/07/2016;1,910096;56698,1;0;;
19/07/2016;1,910096;56698,1;0;;
20/07/2016;1,898965;56578;-0,582745579;;
20/07/2016;1,898965;56578;-0,582745579;;
20/07/2016;1,898965;56578;-0,582745579;;
20/07/2016;1,898965;56578;-0,582745579;;
21/07/2016;1,895332;56641,5;-0,772945444;;
21/07/2016;1,895332;56641,5;-0,772945444;;
21/07/2016;1,895332;56641,5;-0,772945444;;
21/07/2016;1,895332;56641,5;-0,772945444;;
22/07/2016;1,910504;57002,1;0;;
22/07/2016;1,910504;57002,1;0;;
22/07/2016;1,910504;57002,1;0;;
22/07/2016;1,910504;57002,1;0;;
25/07/2016;1,908338;56872,7;-0,113373225;;
25/07/2016;1,908338;56872,7;-0,113373225;;
25/07/2016;1,908338;56872,7;-0,113373225;;
25/07/2016;1,908338;56872,7;-0,113373225;;
26/07/2016;1,903712;56782,8;-0,355508285;;
26/07/2016;1,903712;56782,8;-0,355508285;;
26/07/2016;1,903712;56782,8;-0,355508285;;
26/07/2016;1,903712;56782,8;-0,355508285;;
27/07/2016;1,904516;56852,8;-0,313425149;;
27/07/2016;1,904516;56852,8;-0,313425149;;
27/07/2016;1,904516;56852,8;-0,313425149;;
27/07/2016;1,904516;56852,8;-0,313425149;;
28/07/2016;1,907471;56667,1;-0,15875392;;
28/07/2016;1,907471;56667,1;-0,15875392;;
28/07/2016;1,907471;56667,1;-0,15875392;;
28/07/2016;1,907471;56667,1;-0,15875392;;
29/07/2016;1,921375;57308,2;0;;
29/07/2016;1,921375;57308,2;0;;
29/07/2016;1,921375;57308,2;0;;
29/07/2016;1,921375;57308,2;0;;
01/08/2016;1,917325;56755,8;-0,210786546;;
01/08/2016;1,917325;56755,8;-0,210786546;;
01/08/2016;1,917325;56755,8;-0,210786546;;
01/08/2016;1,917325;56755,8;-0,210786546;;
02/08/2016;1,897082;56162,4;-1,264354954;;
02/08/2016;1,897082;56162,4;-1,264354954;;
02/08/2016;1,897082;56162,4;-1,264354954;;
02/08/2016;1,897082;56162,4;-1,264354954;;
03/08/2016;1,906033;57076,9;-0,798490664;;
03/08/2016;1,906033;57076,9;-0,798490664;;
03/08/2016;1,906033;57076,9;-0,798490664;;
03/08/2016;1,906033;57076,9;-0,798490664;;
04/08/2016;1,923777;57593,9;0;;
04/08/2016;1,923777;57593,9;0;;
04/08/2016;1,923777;57593,9;0;;
04/08/2016;1,923777;57593,9;0;;
05/08/2016;1,927771;57661,1;0;;
05/08/2016;1,927771;57661,1;0;;
05/08/2016;1,927771;57661,1;0;;
05/08/2016;1,927771;57661,1;0;;
08/08/2016;1,92006;57635,4;-0,399995643;;
08/08/2016;1,92006;57635,4;-0,399995643;;
08/08/2016;1,92006;57635,4;-0,399995643;;
08/08/2016;1,92006;57635,4;-0,399995643;;
09/08/2016;1,921642;57689,4;-0,317931954;;
09/08/2016;1,921642;57689,4;-0,317931954;;
09/08/2016;1,921642;57689,4;-0,317931954;;
09/08/2016;1,921642;57689,4;-0,317931954;;
10/08/2016;1,912388;56919,8;-0,797968223;;
10/08/2016;1,912388;56919,8;-0,797968223;;
10/08/2016;1,912388;56919,8;-0,797968223;;
10/08/2016;1,912388;56919,8;-0,797968223;;
11/08/2016;1,936553;58299,6;0;;
11/08/2016;1,936553;58299,6;0;;
11/08/2016;1,936553;58299,6;0;;
11/08/2016;1,936553;58299,6;0;;
12/08/2016;1,930816;58298,4;-0,296248024;;
12/08/2016;1,930816;58298,4;-0,296248024;;
12/08/2016;1,930816;58298,4;-0,296248024;;
12/08/2016;1,930816;58298,4;-0,296248024;;
15/08/2016;1,936617;59146;0;;
15/08/2016;1,936617;59146;0;;
15/08/2016;1,936617;59146;0;;
15/08/2016;1,936617;59146;0;;
16/08/2016;1,926558;58855,4;-0,519410911;;
16/08/2016;1,926558;58855,4;-0,519410911;;
16/08/2016;1,926558;58855,4;-0,519410911;;
16/08/2016;1,926558;58855,4;-0,519410911;;
17/08/2016;1,934725;59323,8;-0,097696137;;
17/08/2016;1,934725;59323,8;-0,097696137;;
17/08/2016;1,934725;59323,8;-0,097696137;;
17/08/2016;1,934725;59323,8;-0,097696137;;
18/08/2016;1,93088;59166;-0,296238234;;
18/08/2016;1,93088;59166;-0,296238234;;
18/08/2016;1,93088;59166;-0,296238234;;
18/08/2016;1,93088;59166;-0,296238234;;
19/08/2016;1,925262;59098,9;-0,586331732;;
19/08/2016;1,925262;59098,9;-0,586331732;;
19/08/2016;1,925262;59098,9;-0,586331732;;
19/08/2016;1,925262;59098,9;-0,586331732;;
22/08/2016;1,904032;57781,2;-1,682573271;;
22/08/2016;1,904032;57781,2;-1,682573271;;
22/08/2016;1,904032;57781,2;-1,682573271;;
22/08/2016;1,904032;57781,2;-1,682573271;;
23/08/2016;1,9025;58020;-1,761680291;;
23/08/2016;1,9025;58020;-1,761680291;;
23/08/2016;1,9025;58020;-1,761680291;;
23/08/2016;1,9025;58020;-1,761680291;;
24/08/2016;1,900634;57717,9;-1,858033881;;
24/08/2016;1,900634;57717,9;-1,858033881;;
24/08/2016;1,900634;57717,9;-1,858033881;;
24/08/2016;1,900634;57717,9;-1,858033881;;
25/08/2016;1,901689;57722,1;-1,803557441;;
25/08/2016;1,901689;57722,1;-1,803557441;;
25/08/2016;1,901689;57722,1;-1,803557441;;
25/08/2016;1,901689;57722,1;-1,803557441;;
26/08/2016;1,901279;57716,3;-1,824728379;;
26/08/2016;1,901279;57716,3;-1,824728379;;
26/08/2016;1,901279;57716,3;-1,824728379;;
26/08/2016;1,901279;57716,3;-1,824728379;;
29/08/2016;1,917589;58610,4;-0,982538106;;
29/08/2016;1,917589;58610,4;-0,982538106;;
29/08/2016;1,917589;58610,4;-0,982538106;;
29/08/2016;1,917589;58610,4;-0,982538106;;
30/08/2016;1,921114;58575,4;-0,800519669;;
30/08/2016;1,921114;58575,4;-0,800519669;;
30/08/2016;1,921114;58575,4;-0,800519669;;
30/08/2016;1,921114;58575,4;-0,800519669;;
31/08/2016;1,912388;57901,1;-1,251099211;;
31/08/2016;1,912388;57901,1;-1,251099211;;
31/08/2016;1,912388;57901,1;-1,251099211;;
31/08/2016;1,912388;57901,1;-1,251099211;;
01/09/2016;1,915769;58236,3;-1,07651642;;
01/09/2016;1,915769;58236,3;-1,07651642;;
01/09/2016;1,915769;58236,3;-1,07651642;;
01/09/2016;1,915769;58236,3;-1,07651642;;
02/09/2016;1,938964;59616,4;0;;
02/09/2016;1,938964;59616,4;0;;
02/09/2016;1,938964;59616,4;0;;
