,JPEIGLSP Index,BRL Curncy,CAD Curncy,AUD Curncy,DXY Index
,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST
2014-06-11,278.32,2.2337,1.0903,0.9373,80.82
2014-06-10,273.39,2.2249,1.0904,0.9356,80.653
2014-06-09,270.77,2.2293,1.0931,0.9333,80.409
2014-06-06,273.05,2.2473,1.0925,0.934,80.371
2014-06-05,285.91,2.2621,1.094,0.9277,80.663
2014-06-04,289.32,2.2796,1.0908,0.9266,80.554
2014-06-03,287.56,2.2806,1.09,0.9246,80.644
2014-06-02,288.72,2.2767,1.0846,0.931,80.369
2014-05-30,292.54,2.2415,1.0837,0.9307,80.494
2014-05-29,293.89,2.2242,1.0875,0.9236,80.571
2014-05-28,299.01,2.232,1.0858,0.9259,80.352
2014-05-27,300.39,2.2377,1.0859,0.9237,80.393
2014-05-26,300.68,2.2245,1.0861,0.9231,80.393
2014-05-23,300.68,2.2233,1.0891,0.9226,80.254
2014-05-22,302.07,2.216,1.0912,0.9251,80.095
2014-05-21,302.8,2.2074,1.0908,0.9243,80.041
2014-05-20,307.24,2.216,1.0875,0.933,79.993
2014-05-19,302.87,2.2069,1.0861,0.936,80.043
2014-05-16,306.84,2.2148,1.0885,0.9356,80.003
2014-05-15,307.27,2.2196,1.0889,0.9378,80.073
2014-05-14,302.56,2.2023,1.0904,0.936,80.143
2014-05-13,299.5,2.2149,1.0896,0.9362,79.901
2014-05-12,297.42,2.2144,1.0898,0.9362,79.903
2014-05-09,298.36,2.2128,1.0831,0.9375,79.361
2014-05-08,297.53,2.215,1.09,0.9327,79.202
2014-05-07,303.38,2.2167,1.0895,0.9351,79.093
2014-05-06,312.07,2.2294,1.0955,0.9274,79.486
2014-05-05,314.78,2.2442,1.0972,0.9277,79.516
2014-05-02,316.68,2.2214,1.0956,0.9274,79.527
2014-05-01,317.29,2.2323,1.0962,0.9287,79.474
2014-04-30,315.3,2.2323,1.0944,0.9268,79.808
2014-04-29,313.53,2.2361,1.1029,0.9258,79.683
2014-04-28,318.4,2.2235,1.1039,0.9281,79.749
2014-04-25,322.94,2.2436,1.1021,0.9264,79.799
2014-04-24,316.26,2.214,1.1032,0.9291,79.855
2014-04-23,314.2,2.2219,1.1026,0.9367,79.905
2014-04-22,310.82,2.2377,1.101,0.9328,79.945
2014-04-21,308.37,2.2367,1.1024,0.9333,79.847
2014-04-18,309.22,2.2367,1.1003,0.933,79.828
2014-04-17,309.22,2.2367,1.1011,0.9371,79.803
2014-04-16,319.22,2.2434,1.0978,0.9362,79.803
2014-04-15,323.02,2.2327,1.0962,0.9424,79.729
2014-04-14,319.14,2.2141,1.098,0.9397,79.452
2014-04-11,317.38,2.2187,1.0936,0.9413,79.383
2014-04-10,313.5,2.2068,1.0879,0.9391,79.484
2014-04-09,313.02,2.187,1.0923,0.936,79.752
2014-04-08,316.81,2.2016,1.0975,0.927,80.232
2014-04-07,319.24,2.2189,1.0981,0.9292,80.423
2014-04-04,315.19,2.2358,1.1035,0.9232,80.475
2014-04-03,316.49,2.2796,1.1033,0.9248,80.215
2014-04-02,315.03,2.2689,1.1024,0.9247,80.094
2014-04-01,317.24,2.2619,1.105,0.9264,80.1
2014-03-31,323.52,2.2719,1.1061,0.9247,80.176
2014-03-28,326.9,2.2612,1.1031,0.9259,80.111
2014-03-27,328.72,2.2589,1.1102,0.9226,80.032
2014-03-26,334.14,2.3029,1.1167,0.9166,79.944
2014-03-25,336.39,2.3113,1.1192,0.9133,79.934
2014-03-24,342.01,2.3229,1.1221,0.9081,80.105
2014-03-21,343.42,2.3251,1.1244,0.9039,80.192
2014-03-20,343.74,2.3279,1.1238,0.9042,79.995
2014-03-19,338.91,2.3498,1.1135,0.9127,79.414
2014-03-18,349.16,2.334,1.1052,0.9087,79.385
2014-03-17,349.59,2.349,1.1105,0.9028,79.446
2014-03-14,354.81,2.3467,1.1076,0.9031,79.62
2014-03-13,354.92,2.364,1.1118,0.8988,79.608
2014-03-12,345.86,2.3555,1.1106,0.8977,79.736
2014-03-11,341.21,2.3637,1.1108,0.902,79.768
2014-03-10,338.32,2.3505,1.1087,0.9068,79.719
2014-03-07,334.17,2.3409,1.0985,0.909,79.663
2014-03-06,336.36,2.3239,1.1029,0.8985,80.109
2014-03-05,340.56,2.3188,1.1092,0.895,80.168
2014-03-04,342.04,2.3443,1.1076,0.8938,80.077
2014-03-03,357.97,2.3443,1.1064,0.8924,79.691
2014-02-28,344.24,2.3443,1.1121,0.8965,80.285
2014-02-27,355.25,2.3192,1.1128,0.8968,80.429
2014-02-26,359.48,2.35,1.1085,0.9019,80.137
2014-02-25,356.69,2.3412,1.106,0.9035,80.199
2014-02-24,354.6,2.3413,1.1108,0.8977,80.237
2014-02-21,363.46,2.3457,1.1099,0.9007,80.286
2014-02-20,367.18,2.3704,1.108,0.9,80.144
2014-02-19,370.93,2.3937,1.0947,0.9027,80.008
2014-02-18,371.51,2.3958,1.0965,0.9032,80.136
2014-02-17,367.49,2.3895,1.0978,0.9034,80.136
2014-02-14,367.49,2.3889,1.0977,0.8979,80.323
2014-02-13,369.15,2.3935,1.1003,0.9027,80.679
2014-02-12,363.05,2.426,1.1009,0.9038,80.638
2014-02-11,367.12,2.4004,1.1055,0.8949,80.642
2014-02-10,372.37,2.4099,1.1032,0.8959,80.691
2014-02-07,370,2.3792,1.107,0.8959,80.906
2014-02-06,374.9,2.3819,1.1083,0.891,81.036
2014-02-05,378.81,2.4024,1.1082,0.8925,81.121
2014-02-04,384.46,2.4055,1.1119,0.8753,81.009
2014-02-03,396.51,2.4403,1.1128,0.8756,81.311
2014-01-31,389.86,2.4128,1.1157,0.8794,81.085
2014-01-30,376.79,2.4094,1.1171,0.8739,80.505
2014-01-29,374.63,2.4373,1.1153,0.8779,80.568
2014-01-28,363.9,2.4215,1.1116,0.8739,80.524
2014-01-27,366.41,2.4227,1.1088,0.8683,80.458
2014-01-24,367.56,2.3975,1.1102,0.8768,80.438
2014-01-23,358.06,2.3996,1.1087,0.8852,81.167
2014-01-22,342.33,2.3733,1.0967,0.8806,81.098
2014-01-21,340.89,2.3606,1.0949,0.8811,81.225
2014-01-20,340.06,2.3433,1.0964,0.8781,81.225
2014-01-17,340.06,2.3425,1.093,0.8821,80.91
2014-01-16,337.5,2.3614,1.0934,0.8916,81.027
2014-01-15,333.19,2.3594,1.0946,0.8967,80.662
2014-01-14,337.86,2.35,1.0863,0.9054,80.513
2014-01-13,342.34,2.3574,1.0892,0.8995,80.658
2014-01-10,339.53,2.3584,1.0842,0.89,81.005
2014-01-09,332.36,2.3906,1.082,0.8901,81.022
2014-01-08,330.73,2.3968,1.0766,0.8927,80.833
2014-01-07,333.06,2.3724,1.0656,0.8967,80.652
2014-01-06,330.32,2.3798,1.0635,0.8945,80.791
2014-01-03,328.51,2.3765,1.067,0.8911,80.63
2014-01-02,331.17,2.3878,1.0644,0.8886,80.108
2014-01-01,327.18,2.3621,1.0623,0.8917,80.035
2013-12-31,327.18,2.3621,1.0648,0.8904,80
2013-12-30,330.75,2.3597,1.0706,0.887,80.392
2013-12-27,327.75,2.3383,1.0648,0.8896,80.484
2013-12-26,324.62,2.3536,1.063,0.8925,80.558
2013-12-25,325.09,2.3573,1.0631,0.8919,80.536
2013-12-24,325.09,2.3573,1.0605,0.8934,80.447
2013-12-23,329.99,2.3573,1.0635,0.8923,80.575
2013-12-20,333.04,2.3874,1.0664,0.8867,80.63
2013-12-19,331.14,2.3568,1.0703,0.8861,80.105
2013-12-18,336.28,2.3314,1.0607,0.8899,80.061
2013-12-17,338.39,2.3195,1.0596,0.8948,80.074
2013-12-16,332.99,2.3284,1.0585,0.8964,80.214
2013-12-13,337.49,2.3301,1.064,0.8937,80.206
2013-12-12,340.49,2.3337,1.059,0.9048,79.894
2013-12-11,344.97,2.3423,1.0603,0.9151,79.966
2013-12-10,348.88,2.3067,1.0627,0.9112,80.134
2013-12-09,349.22,2.3178,1.064,0.9102,80.315
2013-12-06,351.4,2.332,1.0654,0.9063,80.235
2013-12-05,355.06,2.3567,1.0684,0.9029,80.619
2013-12-04,358.67,2.3898,1.0649,0.9137,80.591
2013-12-03,361.48,2.3687,1.0644,0.9106,80.925
2013-12-02,358.24,2.3533,1.0614,0.9108,80.68
2013-11-29,355,2.336,1.0581,0.9101,80.582
2013-11-28,355,2.3176,1.0595,0.9079,80.722
2013-11-27,355,2.3305,1.0541,0.9127,80.611
2013-11-26,354.08,2.2947,1.0543,0.9161,80.92
2013-11-25,347.88,2.2893,1.0514,0.9183,80.708
2013-11-22,348.98,2.2794,1.0517,0.9234,81.073
2013-11-21,351.51,2.3054,1.0453,0.9334,81.112
2013-11-20,345.98,2.2729,1.0469,0.9434,80.704
2013-11-19,349.86,2.2709,1.0429,0.9377,80.825
2013-11-18,348.4,2.2639,1.0439,0.9368,80.849
2013-11-15,351.31,2.3143,1.0464,0.9316,81.023
2013-11-14,357.8,2.3143,1.0457,0.936,80.926
2013-11-13,360.97,2.3341,1.0495,0.9302,81.192
2013-11-12,358.49,2.3321,1.0476,0.9359,81.091
2013-11-11,345.74,2.3318,1.0479,0.9385,81.303
2013-11-08,345.74,2.3133,1.0462,0.9455,80.845
2013-11-07,345.44,2.3061,1.0418,0.9527,80.483
2013-11-06,340.95,2.2884,1.0456,0.9507,80.706
2013-11-05,337.59,2.289,1.0425,0.951,80.553
2013-11-04,333.5,2.2465,1.042,0.9438,80.716
2013-11-01,329.43,2.2538,1.0431,0.9456,80.195
2013-10-31,327.51,2.2398,1.0479,0.9484,79.777
2013-10-30,331.56,2.1904,1.0469,0.9479,79.607
2013-10-29,335.07,2.1851,1.0445,0.9572,79.246
2013-10-28,330.97,2.1789,1.0448,0.9584,79.194
2013-10-25,331.49,2.1872,1.0422,0.9623,79.185
2013-10-24,329.81,2.2033,1.0382,0.9623,79.264
2013-10-23,329.4,2.1905,1.0286,0.9708,79.23
2013-10-22,331.82,2.1723,1.0304,0.9653,79.695
2013-10-21,327.35,2.1751,1.0286,0.9677,79.654
2013-10-18,328.92,2.17,1.0289,0.9636,79.649
2013-10-17,335.06,2.1523,1.0328,0.9551,80.47
2013-10-16,334.59,2.1804,1.0383,0.9526,80.482
2013-10-15,330.76,2.1782,1.0354,0.9488,80.263
2013-10-14,337.13,2.1826,1.0349,0.9468,80.362
2013-10-11,337.13,2.1761,1.0398,0.9452,80.417
2013-10-10,339.03,2.1804,1.0394,0.9445,80.376
2013-10-09,342.89,2.2073,1.0368,0.9424,80.06
2013-10-08,345.81,2.211,1.0313,0.9429,79.941
2013-10-07,347.52,2.2052,1.0294,0.9435,80.122
2013-10-04,349.18,2.2117,1.0333,0.9394,79.749
2013-10-03,357.32,2.2069,1.0337,0.9385,79.9
2013-10-02,355.47,2.1917,1.0322,0.9398,80.141
2013-10-01,352.38,2.2165,1.0309,0.9317,80.221
2013-09-30,355.29,2.217,1.0306,0.9317,80.287
2013-09-27,349.5,2.2523,1.031,0.9363,80.523
2013-09-26,346.12,2.2455,1.0314,0.9368,80.334
2013-09-25,341.94,2.2317,1.03,0.9391,80.563
2013-09-24,338.87,2.201,1.0284,0.9431,80.449
2013-09-23,329.23,2.1983,1.0304,0.9394,80.431
2013-09-20,325.92,2.2105,1.0265,0.9438,80.372
2013-09-19,323.71,2.2017,1.022,0.952,80.237
2013-09-18,341.88,2.186,1.0296,0.9356,81.143
2013-09-17,341.85,2.2561,1.0324,0.9318,81.295
2013-09-16,344.11,2.2844,1.0351,0.9245,81.452
2013-09-13,352.77,2.2802,1.0323,0.9272,81.489
2013-09-12,353.14,2.2747,1.0319,0.9329,81.518
2013-09-11,356.88,2.2753,1.0349,0.9312,81.821
2013-09-10,359.63,2.2827,1.0369,0.9228,81.793
2013-09-09,362.92,2.2761,1.0405,0.9185,82.146
2013-09-06,366.24,2.3066,1.0505,0.9122,82.633
2013-09-05,368.04,2.3246,1.0496,0.9173,82.169
2013-09-04,373.73,2.3602,1.0535,0.9063,82.361
2013-09-03,372.51,2.359,1.0544,0.8978,82.087
2013-09-02,375.11,2.3774,1.0537,0.8901,82.087
2013-08-30,375.11,2.3855,1.0532,0.893,81.948
2013-08-29,377.67,2.3595,1.0487,0.8941,81.431
2013-08-28,376.01,2.3452,1.0474,0.8985,81.166
2013-08-27,376.34,2.372,1.0501,0.903,81.407
2013-08-26,364.41,2.3799,1.0496,0.903,81.361
2013-08-23,363.52,2.3488,1.0516,0.9008,81.488
2013-08-22,359.54,2.4353,1.0474,0.8969,81.213
2013-08-21,360.74,2.4543,1.0392,0.9071,80.906
2013-08-20,358.11,2.3935,1.0345,0.9109,81.226
2013-08-19,347,2.4128,1.0336,0.9185,81.257
2013-08-16,338.17,2.3925,1.0306,0.9142,81.181
2013-08-15,337.9,2.3407,1.0342,0.9122,81.711
2013-08-14,335.9,2.3249,1.0343,0.9114,81.768
2013-08-13,334.35,2.3144,1.0307,0.9148,81.333
2013-08-12,340.5,2.2878,1.0289,0.9206,81.126
2013-08-09,344.5,2.2718,1.0328,0.9105,80.977
2013-08-08,344.18,2.2846,1.0423,0.9,81.287
2013-08-07,345.9,2.3141,1.0377,0.8985,81.603
2013-08-06,338.27,2.2991,1.036,0.8929,81.875
2013-08-05,337.88,2.306,1.0392,0.8905,81.908
2013-08-02,341.86,2.2874,1.0346,0.8925,82.336
2013-08-01,333.79,2.3042,1.0277,0.8982,81.452
2013-07-31,342.99,2.2766,1.0305,0.9062,81.829
2013-07-30,336.55,2.2825,1.0265,0.9206,81.663
2013-07-29,332.61,2.2684,1.0278,0.9259,81.657
2013-07-26,331.73,2.2562,1.028,0.9246,81.97
2013-07-25,327.73,2.2427,1.0316,0.9163,82.291
2013-07-24,320.12,2.2505,1.0287,0.9296,81.945
2013-07-23,318.78,2.2139,1.0334,0.9249,82.219
2013-07-22,321.03,2.2331,1.0368,0.9172,82.607
2013-07-19,325.18,2.2471,1.0378,0.917,82.823
2013-07-18,320.3,2.2276,1.0405,0.9237,82.708
2013-07-17,334.34,2.2261,1.0369,0.9253,82.498
2013-07-16,342.05,2.2538,1.0427,0.9098,83.043
2013-07-15,346.2,2.2201,1.0395,0.9049,82.988
2013-07-12,349.92,2.2672,1.0366,0.9188,82.746
2013-07-11,356.28,2.2556,1.0465,0.9172,84.041
2013-07-10,352.31,2.2645,1.0527,0.9176,84.58
2013-07-09,350.43,2.2601,1.0558,0.9134,84.193
2013-07-08,349.28,2.2636,1.0582,0.9067,84.449
2013-07-05,336.04,2.2524,1.0515,0.9147,83.231
2013-07-04,346.53,2.2486,1.0505,0.9087,83.231
2013-07-03,346.53,2.2688,1.0544,0.9147,83.544
2013-07-02,341.32,2.2547,1.0497,0.9238,83.054
2013-07-01,347.6,2.229,1.0519,0.9138,83.136
2013-06-28,353.42,2.2317,1.0477,0.9275,82.902
2013-06-27,360.34,2.1989,1.047,0.9277,82.977
2013-06-26,369.98,2.1867,1.0515,0.926,82.581
2013-06-25,381.92,2.2139,1.0501,0.9249,82.425
2013-06-24,395.32,2.2268,1.0457,0.9219,82.318
2013-06-21,369.58,2.2422,1.0387,0.9197,81.915
2013-06-20,366.76,2.2575,1.0273,0.9295,81.428
2013-06-19,337.68,2.2247,1.0212,0.9485,80.612
2013-06-18,338.32,2.1815,1.0186,0.9543,80.787
2013-06-17,329.2,2.1712,1.017,0.957,80.67
2013-06-14,329.9,2.1516,1.0159,0.9639,80.752
2013-06-13,334.19,2.1212,1.0212,0.9484,80.947
2013-06-12,343.9,2.1564,1.0189,0.9427,81.113
2013-06-11,350.28,2.1326,1.0194,0.9464,81.646
2013-06-10,330.06,2.1471,1.0197,0.9497,81.669
2013-06-07,324.93,2.1319,1.0264,0.9597,81.537
2013-06-06,333.81,2.1298,1.0345,0.9542,82.594
2013-06-05,324.73,2.1277,1.0342,0.965,82.769
2013-06-04,314.88,2.1251,1.0278,0.9771,82.656
2013-06-03,315.82,2.1241,1.0375,0.9571,83.375
2013-05-31,306.87,2.1411,1.0297,0.9662,83.042
2013-05-30,306.9,2.1106,1.0351,0.9634,83.66
2013-05-29,305.74,2.1106,1.0398,0.9616,84.1
2013-05-28,291.4,2.0749,1.0341,0.9634,83.7
2013-05-27,292.17,2.0571,1.0318,0.9652,83.7
2013-05-24,292.17,2.0515,1.0305,0.975,83.8
2013-05-23,288.13,2.044,1.0367,0.9699,84.352
2013-05-22,277.67,2.0496,1.0267,0.9803,83.864
2013-05-21,284.75,2.0404,1.0241,0.9808,83.736
2013-05-20,280.06,2.0388,1.0281,0.973,84.252
2013-05-17,276.59,2.0352,1.0195,0.9808,83.588
2013-05-16,285.77,2.0265,1.0157,0.9898,83.83
2013-05-15,280.42,2.0229,1.018,0.9889,83.595
2013-05-14,276.03,2.0208,1.0106,0.9952,83.277
2013-05-13,278.56,2.008,1.01,1.0025,83.143
2013-05-10,275.18,2.0204,1.0068,1.0092,82.793
2013-05-09,275.59,2.0134,1.0027,1.017,81.896
2013-05-08,279.53,2.0054,1.0042,1.0185,82.253
2013-05-07,277.71,2.0078,1.0068,1.0254,82.315
2013-05-06,278.53,2.0096,1.008,1.0319,82.125
2013-05-03,279.34,2.0089,1.0105,1.0248,82.224
2013-05-02,287.73,2.0092,1.0083,1.0279,81.484
2013-05-01,291.72,2.0013,1.0073,1.0371,81.746
2013-04-30,291.27,2.0013,1.0112,1.0351,82.147
2013-04-29,294.37,2.0073,1.0167,1.0276,82.502
2013-04-26,296.84,1.9988,1.0198,1.0292,82.744
2013-04-25,293.72,2.0013,1.0256,1.0279,83.048
2013-04-24,293.72,2.0103,1.0257,1.0258,83.048
2013-04-23,293.55,2.0226,1.0256,1.0275,82.676
2013-04-22,296.59,2.0211,1.0266,1.0277,82.714
2013-04-19,296.67,2.0111,1.0264,1.0301,82.559
2013-04-18,298.7,2.019,1.0266,1.0297,82.684
2013-04-17,297.18,2.0006,1.0207,1.039,81.749
2013-04-16,294.89,1.9872,1.0256,1.0313,82.417
2013-04-15,289.67,2.0013,1.0136,1.0508,82.311
2013-04-12,285.27,1.9695,1.0105,1.0545,82.247
2013-04-11,280.47,1.9756,1.0142,1.0543,82.532
2013-04-10,281.85,1.9728,1.0164,1.0489,82.309
2013-04-09,285.68,1.9812,1.0166,1.0413,82.752
2013-04-08,288.45,1.9918,1.0176,1.0383,82.496
2013-04-05,297,1.9853,1.0127,1.0437,82.677
2013-04-04,301.77,2.015,1.0146,1.0461,82.718
2013-04-03,304.95,2.0243,1.0148,1.045,82.924
2013-04-02,303.47,2.0194,1.0168,1.0423,82.733
2013-04-01,308.14,2.0208,1.0174,1.0419,82.976
2013-03-29,307.35,2.0217,1.0162,1.0411,82.996
2013-03-28,307.35,2.0217,1.016,1.0444,83.221
2013-03-27,307.73,2.011,1.0161,1.0485,82.881
2013-03-26,301.07,2.0173,1.0213,1.0466,82.828
2013-03-25,300.14,2.0128,1.0232,1.0444,82.376
2013-03-22,300.22,2.0094,1.0252,1.044,82.74
2013-03-21,298.14,2.0082,1.026,1.0379,82.779
2013-03-20,296.85,1.9899,1.0268,1.037,82.989
2013-03-19,300.07,1.9843,1.0222,1.0402,82.694
2013-03-18,292.03,1.9827,1.0194,1.0409,82.261
2013-03-15,287.51,1.9831,1.0222,1.0384,82.606
2013-03-14,282.92,1.9717,1.0276,1.0298,82.889
2013-03-13,282.95,1.9721,1.0257,1.0324,82.584
2013-03-12,281.3,1.9647,1.0259,1.0281,82.573
2013-03-11,280.24,1.9569,1.0287,1.0236,82.696
2013-03-08,278.91,1.9442,1.0294,1.0268,82.081
2013-03-07,281.51,1.9584,1.032,1.0233,82.459
2013-03-06,282,1.9704,1.0269,1.0258,82.087
2013-03-05,284.29,1.9642,1.0273,1.0196,82.195
2013-03-04,287.15,1.9703,1.0268,1.0203,82.313
2013-03-01,290.05,1.9797,1.0306,1.0215,81.949
2013-02-28,288.33,1.9785,1.0229,1.0234,81.602
2013-02-27,286.84,1.9728,1.0261,1.0229,81.87
2013-02-26,290.45,1.9823,1.0262,1.0258,81.67
2013-02-25,288.95,1.982,1.0215,1.032,81.482
2013-02-22,285.45,1.9727,1.0185,1.0245,81.461
2013-02-21,284.33,1.9728,1.0167,1.0256,81.069
2013-02-20,277.36,1.962,1.0112,1.0356,80.468
2013-02-19,273.07,1.9557,1.0107,1.0306,80.627
2013-02-18,274.73,1.9633,1.0064,1.0305,80.58
2013-02-15,274.73,1.9688,1.0009,1.0359,80.458
2013-02-14,274.94,1.9582,1.0018,1.0371,80.091
2013-02-13,271.58,1.9651,1.0023,1.0305,80.106
2013-02-12,273.89,1.9727,1.0048,1.0256,80.31
2013-02-11,272.81,1.9727,1.002,1.0319,80.246
2013-02-08,272.06,1.9727,0.9979,1.0282,80.192
2013-02-07,275.46,1.9667,0.9956,1.032,79.721
2013-02-06,276.92,1.9911,0.9956,1.039,79.488
2013-02-05,274.1,1.9846,0.9988,1.0438,79.554
2013-02-04,276.63,1.9954,0.9965,1.0407,79.125
2013-02-01,268.56,1.988,0.9972,1.0425,79.207
2013-01-31,270.74,1.9915,1.0014,1.0418,79.281
2013-01-30,263.61,1.9887,1.0009,1.0475,79.564
2013-01-29,257.58,1.9859,1.0063,1.0418,79.78
2013-01-28,256.5,1.9955,1.0058,1.0424,79.748
2013-01-25,255.55,2.03,1.0026,1.0451,79.949
2013-01-24,263.02,2.031,0.9992,1.0555,79.92
2013-01-23,264,2.036,0.9919,1.0566,79.874
2013-01-22,264.89,2.0428,0.9929,1.0517,80.036
2013-01-21,264.35,2.0411,0.9917,1.051,80.036
2013-01-18,264.35,2.0414,0.9858,1.0546,79.649
2013-01-17,261.9,2.0388,0.9859,1.0572,79.804
2013-01-16,266.3,2.0424,0.9843,1.0565,79.779
2013-01-15,266,2.0358,0.9837,1.0567,79.488
2013-01-14,264.2,2.0316,0.9848,1.0535,79.563
2013-01-11,265.07,2.0339,0.9832,1.0598,79.738
2013-01-10,259.93,2.029,0.9876,1.0514,80.557
2013-01-09,262.85,2.0408,0.9867,1.0504,80.345
2013-01-08,259.14,2.0415,0.9859,1.0503,80.256
2013-01-07,251.61,2.0276,0.9872,1.048,80.499
2013-01-04,247.28,2.0325,0.9878,1.0466,80.382
2013-01-03,245.42,2.0457,0.9849,1.0504,79.845
2013-01-02,254.15,2.0457,0.9934,1.0395,79.736
2013-01-01,265.78,2.0516,0.9921,1.0394,79.769
2012-12-31,265.78,2.0516,0.997,1.0373,79.678
2012-12-28,271,2.0475,0.9952,1.0377,79.62
2012-12-27,270.59,2.0434,0.9943,1.0378,79.621
2012-12-26,267.44,2.0491,0.9924,1.0359,79.67
2012-12-25,266.63,2.08,0.993,1.036,79.642
2012-12-24,266.63,2.08,0.9932,1.0396,79.617
2012-12-21,268.17,2.0791,0.9877,1.0483,79.261
2012-12-20,264.21,2.0693,0.9888,1.0481,79.269
2012-12-19,264.46,2.0718,0.9857,1.0535,79.359
2012-12-18,264.31,2.089,0.9835,1.0552,79.568
2012-12-17,269.84,2.0996,0.9855,1.0566,79.58
2012-12-14,272.33,2.086,0.9849,1.0528,79.928
2012-12-13,270.98,2.0856,0.9844,1.0555,79.815
2012-12-12,271.52,2.0722,0.9861,1.0528,80.061
2012-12-11,276.73,2.0787,0.9863,1.0488,80.328
2012-12-10,278.44,2.0773,0.9884,1.0488,80.408
2012-12-07,281.65,2.0751,0.9914,1.0486,80.258
2012-12-06,283.17,2.0774,0.9917,1.0456,79.774
2012-12-05,284.58,2.0879,0.9927,1.0472,79.644
2012-12-04,283.18,2.1198,0.9951,1.0421,79.882
2012-12-03,284.35,2.1235,0.9944,1.0428,80.153
2012-11-30,286.64,2.136,0.9925,1.0435,80.204
2012-11-29,286.98,2.0987,0.9921,1.0476,80.336
2012-11-28,291.08,2.0935,0.9946,1.0446,80.402
2012-11-27,290.55,2.0838,0.9935,1.0465,80.251
2012-11-26,295.25,2.0814,0.9929,1.0461,80.192
2012-11-23,294.04,2.0815,0.9972,1.039,80.699
2012-11-22,294.04,2.1045,0.9963,1.0369,80.932
2012-11-21,294.04,2.0985,0.9968,1.0389,80.957
2012-11-20,297.39,2.0806,0.9963,1.0412,80.874
2012-11-19,302.17,2.0823,1.0012,1.0339,81.257
2012-11-16,307.05,2.0851,1.001,1.0332,81.078
2012-11-15,306.15,2.0666,1.0039,1.0376,81.056
2012-11-14,303.93,2.0666,1.0021,1.0435,81.084
2012-11-13,302.04,2.0584,0.9998,1.0428,81.035
2012-11-12,298.45,2.051,1.0016,1.0387,81.026
2012-11-09,298.45,2.0462,1.0003,1.0405,80.793
2012-11-08,295.32,2.0405,0.9967,1.0408,80.759
2012-11-07,292.63,2.0339,0.9921,1.0435,80.613
2012-11-06,284.43,2.0321,0.9964,1.0365,80.749
2012-11-05,290.5,2.0352,0.9958,1.0337,80.593
2012-11-02,291.8,2.0314,0.9965,1.0401,80.047
2012-11-01,292.53,2.0314,0.9994,1.0376,79.919
2012-10-31,295.76,2.0308,0.9994,1.0365,79.931
2012-10-30,292.44,2.0307,1.001,1.0332,80.232
2012-10-29,292.44,2.0329,0.9969,1.0373,80.068
2012-10-26,287.87,2.027,0.9948,1.0347,80.044
2012-10-25,276.71,2.0259,0.9936,1.0356,79.914
2012-10-24,280.3,2.0259,0.9924,1.0265,79.976
2012-10-23,280.99,2.0272,0.9922,1.032,79.652
2012-10-22,276.65,2.0242,0.9936,1.0331,79.621
2012-10-19,276.79,2.0273,0.9853,1.0366,79.367
2012-10-18,269.75,2.0271,0.9779,1.0383,79.016
2012-10-17,271.76,2.0311,0.9866,1.0275,79.405
2012-10-16,279.01,2.0337,0.9807,1.0253,79.742
2012-10-15,286.79,2.0357,0.9802,1.0233,79.667
2012-10-12,291.83,2.0426,0.9786,1.0264,79.775
2012-10-11,294.84,2.0426,0.9818,1.0234,79.917
2012-10-10,297.01,2.0417,0.9783,1.0205,79.951
2012-10-09,294.88,2.0355,0.9769,1.019,79.54
2012-10-08,287.38,2.0297,0.9786,1.0187,79.337
2012-10-05,287.38,2.0306,0.9804,1.0241,79.353
2012-10-04,295.28,2.0189,0.9876,1.0216,79.965
2012-10-03,299.94,2.023,0.9841,1.0267,79.744
2012-10-02,303.68,2.0259,0.9823,1.0361,79.824
2012-10-01,303.79,2.0268,0.9837,1.0378,79.935
2012-09-28,307.67,2.0264,0.9806,1.0442,79.548
2012-09-27,303.5,2.0296,0.9855,1.0371,79.885
2012-09-26,309.38,2.0356,0.9806,1.039,79.552
2012-09-25,303.76,2.0307,0.9787,1.0425,79.518
2012-09-24,299.51,2.0256,0.9764,1.0458,79.328
2012-09-21,294.39,2.0231,0.9769,1.0436,79.411
2012-09-20,294.23,2.0214,0.9745,1.048,79.055
2012-09-19,291.22,2.0246,0.9742,1.0457,79.249
2012-09-18,290.4,2.0234,0.9748,1.0476,79.01
2012-09-17,286.17,2.032,0.9714,1.0551,78.847
2012-09-14,282.48,2.0121,0.9685,1.0547,79.262
2012-09-13,294.24,2.0205,0.9762,1.0466,79.737
2012-09-12,291.49,2.026,0.973,1.0434,79.857
2012-09-11,295.72,2.0171,0.9776,1.0335,80.357
2012-09-10,299.35,2.0227,0.9786,1.0385,80.252
2012-09-07,301.81,2.029,0.9827,1.0284,81.04
2012-09-06,305.71,2.029,0.9905,1.0193,81.235
2012-09-05,316.68,2.0391,0.9859,1.0225,81.312
2012-09-04,319.53,2.0423,0.9858,1.0246,81.208
2012-09-03,325.45,2.0329,0.9863,1.0322,81.208
2012-08-31,325.45,2.0308,0.9925,1.0289,81.691
2012-08-30,319.78,2.0484,0.9894,1.0352,81.549
2012-08-29,316.57,2.0499,0.9882,1.0377,81.37
2012-08-28,319.3,2.0428,0.9907,1.0369,81.658
2012-08-27,320.46,2.0336,0.9923,1.0403,81.593
2012-08-24,317.96,2.0266,0.9939,1.0441,81.359
