,JPEIGLSP Index,BRL Curncy,CAD Curncy,AUD Curncy,DXY Index
,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST
2018-01-11,301.83,3.214,1.2547,0.7843,92.332
2018-01-10,301.83,3.2352,1.2464,0.7824,92.528
2018-01-09,297.63,3.2492,1.2421,0.7842,92.358
2018-01-08,301.03,3.2368,1.2412,0.7864,91.949
2018-01-05,300.42,3.2293,1.2487,0.7864,91.853
2018-01-04,303.76,3.2309,1.2536,0.7836,92.162
2018-01-03,306.03,3.238,1.2512,0.783,91.872
2018-01-02,306.83,3.2616,1.2545,0.7805,92.24
2018-01-01,310.98,3.3125,1.2571,0.7809,92.124
2017-12-29,310.98,3.3125,1.257,0.7794,92.602
2017-12-28,309.97,3.3127,1.2655,0.7768,93.025
2017-12-27,311.89,3.3166,1.2687,0.7728,93.257
2017-12-26,308.49,3.3092,1.2727,0.7717,93.267
2017-12-25,308.02,3.3376,1.2729,0.7709,93.347
2017-12-22,308.02,3.3376,1.274,0.7702,93.278
2017-12-21,307.64,3.3066,1.2835,0.7667,93.313
2017-12-20,305.18,3.2961,1.2878,0.7663,93.441
2017-12-19,306.47,3.2911,1.2862,0.7664,93.695
2017-12-18,310.77,3.2889,1.2866,0.7646,93.932
2017-12-15,315.19,3.3024,1.2797,0.7666,93.489
2017-12-14,316.89,3.3353,1.2817,0.7637,93.429
2017-12-13,317.27,3.3174,1.2866,0.7558,94.101
2017-12-12,314.35,3.3192,1.2856,0.7526,93.866
2017-12-11,315.15,3.3038,1.2848,0.7509,93.901
2017-12-08,315.73,3.2935,1.2854,0.7511,93.795
2017-12-07,315.61,3.2933,1.2789,0.7564,93.61
2017-12-06,316.99,3.2353,1.2691,0.7607,93.379
2017-12-05,315.21,3.2429,1.2673,0.7598,93.188
2017-12-04,315.78,3.2454,1.2685,0.7613,92.885
2017-12-01,317.05,3.2578,1.2897,0.7566,93.047
2017-11-30,313.4,3.2681,1.2865,0.757,93.164
2017-11-29,315.07,3.244,1.2815,0.7595,93.27
2017-11-28,314.93,3.2135,1.2769,0.7602,92.904
2017-11-27,316.77,3.2262,1.2712,0.7617,92.782
2017-11-24,318.57,3.2322,1.2713,0.7625,93.22
2017-11-23,320.97,3.2225,1.2696,0.7617,93.22
2017-11-22,320.97,3.2248,1.2778,0.7578,93.952
2017-11-21,320.25,3.2541,1.282,0.755,94.08
2017-11-20,320.12,3.2574,1.2763,0.7564,93.662
2017-11-17,320.79,3.2593,1.2757,0.7588,93.932
2017-11-16,321.58,3.2775,1.2764,0.7589,93.813
2017-11-15,327.54,3.3152,1.2731,0.7631,93.827
2017-11-14,325.12,3.3152,1.2733,0.7623,94.49
2017-11-13,321.87,3.2794,1.2682,0.7661,94.391
2017-11-10,323.92,3.2837,1.2683,0.768,94.444
2017-11-09,329.79,3.2505,1.2729,0.7678,94.866
2017-11-08,328.17,3.2505,1.2777,0.7645,94.913
2017-11-07,328.57,3.2729,1.2704,0.7691,94.757
2017-11-06,320.21,3.2519,1.2764,0.765,94.941
2017-11-03,316.7,3.3138,1.2809,0.7713,94.685
2017-11-02,305.94,3.266,1.2865,0.7676,94.815
2017-11-01,305.82,3.266,1.2888,0.7656,94.552
2017-10-31,306.68,3.2713,1.2833,0.7688,94.56
2017-10-30,305.79,3.2805,1.2808,0.7677,94.916
2017-10-27,305.53,3.2356,1.2847,0.766,94.612
2017-10-26,307.53,3.2973,1.2796,0.7704,93.711
2017-10-25,304.33,3.2348,1.2675,0.7776,93.772
2017-10-24,304.31,3.2474,1.2647,0.7807,93.936
2017-10-23,306.19,3.2354,1.2627,0.7817,93.701
2017-10-20,303.67,3.1938,1.2485,0.7878,93.266
2017-10-19,304.6,3.1708,1.2467,0.7846,93.363
2017-10-18,303.2,3.1707,1.2522,0.7846,93.486
2017-10-17,307.17,3.1605,1.2518,0.7851,93.312
2017-10-16,307.48,3.1694,1.2468,0.7887,93.091
2017-10-13,309.62,3.146,1.2475,0.782,93.057
2017-10-12,306.69,3.173,1.2458,0.7788,93.015
2017-10-11,307.1,3.173,1.2515,0.7778,93.29
2017-10-10,307.49,3.1804,1.2551,0.7753,93.675
2017-10-09,305.23,3.1883,1.2529,0.7767,93.8
2017-10-06,305.23,3.1555,1.2565,0.7795,93.961
2017-10-05,303.54,3.1539,1.2476,0.7865,93.458
2017-10-04,305,3.1349,1.2487,0.7836,93.569
2017-10-03,306.01,3.1438,1.2508,0.7827,93.559
2017-10-02,306.44,3.1546,1.2472,0.7834,93.076
2017-09-29,307.63,3.1625,1.2428,0.7856,93.085
2017-09-28,313.6,3.1829,1.2477,0.7849,93.361
2017-09-27,314.24,3.1932,1.2349,0.7886,92.966
2017-09-26,314.69,3.1662,1.2371,0.7937,92.648
2017-09-25,316.72,3.1597,1.2339,0.7962,92.171
2017-09-22,311.79,3.125,1.2327,0.7929,92.259
2017-09-21,313.11,3.1382,1.2323,0.8031,92.508
2017-09-20,310.06,3.1335,1.2292,0.801,91.793
2017-09-19,310.35,3.1355,1.2291,0.7958,92.047
2017-09-18,308.24,3.1376,1.2198,0.8002,91.872
2017-09-15,309.94,3.1104,1.2165,0.8005,92.124
2017-09-14,310.78,3.1209,1.2172,0.7986,92.52
2017-09-13,310.27,3.1353,1.2186,0.8019,91.882
2017-09-12,312.68,3.1262,1.211,0.8029,91.875
2017-09-11,313.04,3.1029,1.2159,0.806,91.352
2017-09-08,317.87,3.0872,1.2115,0.8047,91.663
2017-09-07,319.47,3.1002,1.2226,0.8,92.29
2017-09-06,318.26,3.1002,1.2374,0.7996,92.252
2017-09-05,321.71,3.1174,1.2416,0.7944,92.635
2017-09-04,316.71,3.1393,1.2394,0.7975,92.814
2017-09-01,316.71,3.1404,1.2482,0.7947,92.668
2017-08-31,321.02,3.1491,1.2621,0.7905,92.884
2017-08-30,322.56,3.1596,1.2512,0.7951,92.249
2017-08-29,325.23,3.1646,1.2508,0.7963,92.207
2017-08-28,324.86,3.1669,1.2481,0.7932,92.74
2017-08-25,322.12,3.159,1.252,0.7905,93.277
2017-08-24,322.88,3.1482,1.2554,0.7904,93.147
2017-08-23,328.93,3.1424,1.2565,0.7911,93.545
2017-08-22,324.74,3.163,1.2558,0.7939,93.095
2017-08-21,327.48,3.1651,1.2585,0.7929,93.434
2017-08-18,327.19,3.1472,1.2682,0.7885,93.622
2017-08-17,328.52,3.1753,1.2618,0.7925,93.541
2017-08-16,325.76,3.1524,1.2757,0.7821,93.853
2017-08-15,324.42,3.1702,1.2722,0.7852,93.411
2017-08-14,327.58,3.1901,1.2677,0.7894,93.069
2017-08-11,333.8,3.1937,1.2744,0.7875,93.401
2017-08-10,331.49,3.176,1.27,0.7888,93.548
2017-08-09,325.59,3.1557,1.2667,0.7914,93.647
2017-08-08,318.65,3.1265,1.268,0.7912,93.432
2017-08-07,321.23,3.126,1.2645,0.7922,93.542
2017-08-04,321.36,3.1318,1.2586,0.795,92.839
2017-08-03,322.5,3.1146,1.257,0.7968,92.836
2017-08-02,324.01,3.1137,1.2538,0.7969,93.043
2017-08-01,327.09,3.1265,1.248,0.8003,92.863
2017-07-31,324.24,3.1254,1.2433,0.7987,93.259
2017-07-28,326.03,3.1316,1.2554,0.7967,93.864
2017-07-27,321.97,3.1507,1.2445,0.8005,93.672
2017-07-26,324.78,3.1384,1.2509,0.7937,94.054
2017-07-25,324.4,3.1725,1.251,0.7924,93.977
2017-07-24,328.78,3.1466,1.2539,0.7916,93.858
2017-07-21,325.52,3.1433,1.2589,0.7958,94.306
2017-07-20,325.24,3.1213,1.2606,0.7952,94.779
2017-07-19,324.56,3.1488,1.2628,0.7916,94.604
2017-07-18,326.74,3.1565,1.2697,0.7801,95.128
2017-07-17,325.83,3.1824,1.2644,0.7832,95.153
2017-07-14,326.29,3.1796,1.2722,0.7731,95.728
2017-07-13,326.28,3.2116,1.2751,0.7678,95.761
2017-07-12,328.47,3.2084,1.2915,0.7638,95.669
2017-07-11,331.28,3.2545,1.2891,0.7606,96.022
2017-07-10,330.22,3.2557,1.2876,0.7601,96.008
2017-07-07,334.1,3.2811,1.2978,0.7586,95.802
2017-07-06,334.02,3.2984,1.2957,0.7603,96.29
2017-07-05,330.74,3.2891,1.2937,0.7606,96.218
2017-07-04,325.72,3.3096,1.3007,0.7661,96.218
2017-07-03,325.72,3.3018,1.2964,0.7689,95.628
2017-06-30,328.24,3.3082,1.3004,0.7683,95.628
2017-06-29,328.02,3.3029,1.3039,0.764,96.01
2017-06-28,327.64,3.2797,1.3199,0.7583,96.394
2017-06-27,326.71,3.314,1.3244,0.7585,97.426
2017-06-26,330.49,3.2968,1.3267,0.7568,97.264
2017-06-23,332.8,3.3427,1.3233,0.7542,97.593
2017-06-22,334.76,3.3422,1.3334,0.7553,97.559
2017-06-21,333.54,3.3358,1.3268,0.758,97.76
2017-06-20,331.49,3.3274,1.3219,0.76,97.548
2017-06-19,322.72,3.2828,1.3213,0.7621,97.164
2017-06-16,324.62,3.2919,1.3269,0.7579,97.433
2017-06-15,322.72,3.2752,1.3247,0.7585,96.939
2017-06-14,321.57,3.2752,1.3242,0.7537,96.975
2017-06-13,318.53,3.3144,1.3324,0.7541,97.138
2017-06-12,318.03,3.3189,1.347,0.7527,97.274
2017-06-09,318.24,3.2968,1.3506,0.7547,96.918
2017-06-08,318.51,3.2615,1.3509,0.7549,96.748
2017-06-07,317.98,3.2696,1.3455,0.7506,96.636
2017-06-06,318.99,3.2782,1.3473,0.7487,96.799
2017-06-05,317.49,3.2966,1.3487,0.7443,96.715
2017-06-02,322.74,3.2457,1.3515,0.7374,97.198
2017-06-01,320.84,3.2504,1.35,0.743,96.922
2017-05-31,322.64,3.227,1.3459,0.7465,97.28
2017-05-30,321.67,3.2579,1.3452,0.744,97.442
2017-05-29,319.31,3.2569,1.3446,0.7448,97.442
2017-05-26,319.31,3.2602,1.3485,0.7454,97.248
2017-05-25,320.46,3.2752,1.3407,0.7503,97.238
2017-05-24,320.22,3.2776,1.3514,0.7478,97.351
2017-05-23,320.42,3.2702,1.3503,0.7477,96.984
2017-05-22,325.36,3.2666,1.3511,0.7459,97.142
2017-05-19,326.99,3.2543,1.3603,0.7419,97.879
2017-05-18,330.9,3.3758,1.3602,0.7432,97.575
2017-05-17,325.42,3.1391,1.3606,0.7426,98.105
2017-05-16,315.99,3.0968,1.3633,0.7413,98.911
2017-05-15,315.25,3.1094,1.371,0.7387,99.252
2017-05-12,318.56,3.1224,1.3697,0.7379,99.623
2017-05-11,315.18,3.1399,1.3656,0.7367,99.669
2017-05-10,314.96,3.1674,1.372,0.7345,99.658
2017-05-09,318.04,3.1894,1.3691,0.7387,99.06
2017-05-08,318.31,3.1981,1.3652,0.7424,98.648
2017-05-05,321.02,3.1775,1.3749,0.7409,98.797
2017-05-04,318.82,3.1887,1.373,0.7423,99.209
2017-05-03,316.8,3.1662,1.3709,0.7536,98.976
2017-05-02,319.4,3.1514,1.3681,0.7526,99.077
2017-05-01,318.32,3.1768,1.3653,0.7488,99.05
2017-04-28,321.5,3.1768,1.3633,0.7465,99.076
2017-04-27,325.39,3.1846,1.3617,0.7474,99.045
2017-04-26,324.73,3.1743,1.3572,0.7535,98.785
2017-04-25,322.01,3.1472,1.3501,0.7571,99.092
2017-04-24,326.38,3.1279,1.3498,0.7541,99.977
2017-04-21,332.43,3.1473,1.3469,0.7527,99.778
2017-04-20,333.41,3.1473,1.3485,0.7497,99.738
2017-04-19,335.01,3.1529,1.338,0.756,99.499
2017-04-18,338.78,3.1081,1.3317,0.7589,100.29
2017-04-17,332.62,3.1001,1.3325,0.7579,100.51
2017-04-14,334.6,3.1442,1.3329,0.7568,100.49
2017-04-13,334.6,3.1442,1.3254,0.7522,100.78
2017-04-12,333.66,3.1256,1.3325,0.7499,100.71
2017-04-11,334.99,3.1374,1.3326,0.7501,101.02
2017-04-10,330.4,3.1316,1.3398,0.75,101.18
2017-04-07,326.91,3.1464,1.3413,0.7545,100.67
2017-04-06,331.62,3.1434,1.3435,0.757,100.56
2017-04-05,332.2,3.1206,1.3402,0.7565,100.54
2017-04-04,333.88,3.0935,1.3381,0.7605,100.54
2017-04-03,334.78,3.1146,1.3318,0.7629,100.35
2017-03-31,331.48,3.122,1.3341,0.7641,100.41
2017-03-30,325.23,3.1508,1.3326,0.767,99.998
2017-03-29,328.66,3.1197,1.3383,0.7633,99.712
2017-03-28,324.04,3.1413,1.3376,0.7618,99.166
2017-03-27,330.03,3.1266,1.3378,0.7623,99.627
2017-03-24,329.07,3.108,1.335,0.7627,99.76
2017-03-23,330.4,3.1407,1.3329,0.7678,99.677
2017-03-22,333.87,3.0879,1.3352,0.7691,99.813
2017-03-21,330.54,3.0879,1.335,0.7731,100.41
2017-03-20,329.21,3.0724,1.335,0.7704,100.3
2017-03-17,328.63,3.0916,1.3319,0.7678,100.36
2017-03-16,329.52,3.119,1.3304,0.7709,100.74
2017-03-15,338.53,3.1037,1.3479,0.7559,101.7
2017-03-14,337.27,3.1691,1.3446,0.7571,101.31
2017-03-13,329.91,3.1529,1.3471,0.7542,101.25
2017-03-10,332.05,3.1419,1.3511,0.7506,101.85
2017-03-09,332.39,3.193,1.3491,0.7528,102.07
2017-03-08,327,3.1704,1.3413,0.7588,101.81
2017-03-07,321.65,3.1193,1.3412,0.7579,101.64
2017-03-06,324.23,3.1375,1.338,0.7596,101.54
2017-03-03,325.6,3.1155,1.3391,0.7572,102.2
2017-03-02,326.44,3.1534,1.3325,0.7677,101.78
2017-03-01,327.4,3.0938,1.3301,0.7657,101.12
2017-02-28,333.9,3.1104,1.318,0.7673,101.13
2017-02-27,333.28,3.1104,1.3091,0.7676,101.09
2017-02-24,337.37,3.1104,1.3105,0.7715,101.05
2017-02-23,333.18,3.0631,1.3164,0.7703,101.22
2017-02-22,333.6,3.0646,1.3141,0.7675,101.37
2017-02-21,336.84,3.0964,1.3106,0.7688,100.95
2017-02-20,340.18,3.0878,1.3096,0.7664,100.95
2017-02-17,340.18,3.0978,1.3071,0.7694,100.44
2017-02-16,337.19,3.0898,1.308,0.771,101.18
2017-02-15,333.01,3.0574,1.3076,0.7663,101.25
2017-02-14,330.48,3.0852,1.3071,0.764,100.96
2017-02-13,332.92,3.1103,1.3083,0.7674,100.8
2017-02-10,336.58,3.1151,1.3145,0.7625,100.65
2017-02-09,340.09,3.1273,1.3144,0.7645,100.28
2017-02-08,346.01,3.1156,1.3185,0.7628,100.26
2017-02-07,344.87,3.121,1.3084,0.766,99.907
2017-02-06,340.74,3.1193,1.3023,0.768,99.868
2017-02-03,337.68,3.123,1.3027,0.7658,99.79
2017-02-02,342.89,3.1217,1.3049,0.7586,99.641
2017-02-01,348.18,3.1281,1.303,0.7585,99.512
2017-01-31,351.8,3.1486,1.3117,0.7555,100.43
2017-01-30,349.82,3.1265,1.3153,0.7551,100.53
2017-01-27,348.41,3.1409,1.309,0.7535,100.38
2017-01-26,350.39,3.1744,1.307,0.7572,100.03
2017-01-25,347.41,3.1701,1.3158,0.7582,100.35
2017-01-24,349.25,3.1705,1.3238,0.7584,100.16
2017-01-23,355.47,3.1646,1.332,0.7555,100.74
2017-01-20,352.74,3.1743,1.3318,0.7561,101.15
2017-01-19,352.06,3.2018,1.3269,0.7505,100.93
2017-01-18,348.98,3.2232,1.3043,0.7567,100.33
2017-01-17,352.81,3.2116,1.3175,0.7477,101.18
2017-01-16,352.87,3.2414,1.3114,0.7502,101.18
2017-01-13,352.87,3.2176,1.3145,0.7484,101.35
2017-01-12,356.74,3.1868,1.3179,0.7441,101.78
2017-01-11,362.76,3.197,1.3232,0.7368,102.01
2017-01-10,357.93,3.1941,1.3216,0.7354,101.93
2017-01-09,356.3,3.1997,1.3237,0.7301,102.22
2017-01-06,350.43,3.2226,1.3225,0.7338,101.52
2017-01-05,356.55,3.1988,1.3302,0.7283,102.7
2017-01-04,357.77,3.2213,1.3427,0.7219,103.21
2017-01-03,363.07,3.265,1.3443,0.7184,102.78
2017-01-02,365.38,3.2859,1.3441,0.7208,102.21
2016-12-30,365.38,3.2552,1.3502,0.7219,102.68
2016-12-29,364.62,3.2538,1.356,0.7177,103.3
2016-12-28,363.14,3.2778,1.3575,0.7185,103.02
2016-12-27,359.27,3.2734,1.3509,0.7192,102.97
2016-12-26,363.29,3.28,1.3533,0.7176,103.01
2016-12-23,363.29,3.2703,1.3483,0.7217,103.09
2016-12-22,363.52,3.2916,1.3413,0.7238,103.02
2016-12-21,362.78,3.3309,1.3368,0.7259,103.29
2016-12-20,364.64,3.3503,1.3408,0.7245,103.14
2016-12-19,368.36,3.3695,1.3336,0.7304,102.95
2016-12-16,365.84,3.3879,1.3336,0.7358,103.02
2016-12-15,368.79,3.3651,1.3283,0.7406,101.76
2016-12-14,363.5,3.3715,1.3131,0.75,101.07
2016-12-13,369.11,3.3344,1.313,0.7497,101.03
2016-12-12,371.71,3.3377,1.3179,0.7449,101.59
2016-12-09,369.84,3.3802,1.3191,0.7463,101.1
2016-12-08,374.11,3.3753,1.3234,0.7482,100.23
2016-12-07,376.57,3.3925,1.3277,0.7461,100.49
2016-12-06,381.34,3.41,1.3271,0.7472,100.09
2016-12-05,387.57,3.423,1.3292,0.7457,100.77
2016-12-02,392.95,3.4769,1.3319,0.7415,101.04
2016-12-01,389.42,3.4645,1.3437,0.7385,101.5
2016-11-30,387.6,3.3858,1.3432,0.7484,100.93
2016-11-29,389.64,3.3928,1.3412,0.7482,101.33
2016-11-28,386.42,3.3876,1.3519,0.7443,101.49
2016-11-25,386.27,3.4141,1.3492,0.7408,101.7
2016-11-24,384.76,3.3968,1.3488,0.7385,101.7
2016-11-23,384.76,3.3903,1.3441,0.7402,101.04
2016-11-22,383.74,3.3563,1.3418,0.7369,101.05
2016-11-21,384.6,3.3516,1.3505,0.7338,101.21
2016-11-18,385.68,3.3818,1.3521,0.7406,100.89
2016-11-17,381.05,3.4211,1.3446,0.748,100.41
2016-11-16,387.53,3.4262,1.3448,0.7559,100.23
2016-11-15,386.68,3.4344,1.3557,0.7554,100.11
2016-11-14,406.94,3.4344,1.3542,0.7546,99.06
2016-11-11,373.74,3.4023,1.3469,0.7613,98.785
2016-11-10,373.74,3.3932,1.3424,0.7635,98.504
2016-11-09,353.72,3.2254,1.3288,0.7762,97.861
2016-11-08,353.64,3.1686,1.3364,0.7728,97.781
2016-11-07,363.65,3.2061,1.3404,0.7673,97.065
2016-11-04,373.39,3.2362,1.3397,0.7682,97.157
2016-11-03,369.82,3.242,1.3393,0.7661,97.398
2016-11-02,372.83,3.2317,1.339,0.7652,97.699
2016-11-01,368.25,3.2317,1.3409,0.7609,98.445
2016-10-31,363.79,3.1936,1.3398,0.7599,98.348
2016-10-28,363.83,3.2006,1.3386,0.7589,98.888
2016-10-27,360.28,3.1665,1.3381,0.7651,98.629
2016-10-26,356.84,3.1405,1.3351,0.7646,98.719
2016-10-25,354.01,3.1127,1.3286,0.7611,98.756
2016-10-24,352.04,3.1223,1.3332,0.7608,98.695
2016-10-21,356.88,3.1563,1.323,0.7627,98.315
2016-10-20,357.06,3.142,1.3114,0.7722,97.92
2016-10-19,362.19,3.169,1.3109,0.7666,97.895
2016-10-18,365.73,3.1877,1.3129,0.7629,97.888
2016-10-17,363.76,3.2046,1.3139,0.7618,98.019
2016-10-14,357.44,3.2062,1.3192,0.7569,97.516
2016-10-13,358.62,3.1787,1.3276,0.7562,97.966
2016-10-12,355.62,3.1954,1.3265,0.7539,97.69
2016-10-11,354.42,3.1954,1.3176,0.7607,96.929
2016-10-10,353.44,3.2065,1.3296,0.7582,96.632
2016-10-07,353.44,3.2212,1.3218,0.7585,96.765
2016-10-06,349.61,3.228,1.3176,0.7622,96.125
2016-10-05,350.76,3.2213,1.3192,0.762,96.169
2016-10-04,350.2,3.258,1.312,0.7675,95.695
2016-10-03,355.82,3.2099,1.3127,0.7664,95.463
2016-09-30,359.99,3.2624,1.3146,0.7636,95.535
2016-09-29,363.18,3.2597,1.308,0.7692,95.431
2016-09-28,363.79,3.2167,1.3196,0.7667,95.435
2016-09-27,364.95,3.2343,1.3227,0.7636,95.297
2016-09-26,365.99,3.2424,1.3172,0.7623,95.477
2016-09-23,356.68,3.244,1.3042,0.7643,95.448
2016-09-22,351.9,3.2206,1.3101,0.7624,95.66
2016-09-21,358.87,3.2069,1.3189,0.7556,96.019
2016-09-20,365.83,3.2589,1.3203,0.7534,95.841
2016-09-19,368.57,3.273,1.3212,0.7491,96.108
2016-09-16,370.95,3.2629,1.316,0.7515,95.288
2016-09-15,368.53,3.3026,1.3195,0.7469,95.327
2016-09-14,368.74,3.3448,1.3176,0.7464,95.633
2016-09-13,358.65,3.314,1.304,0.7566,95.095
2016-09-12,361.47,3.2476,1.3049,0.7541,95.336
2016-09-09,354.13,3.2741,1.2937,0.7643,95.027
2016-09-08,348.2,3.2143,1.2884,0.7673,94.956
2016-09-07,354.37,3.1964,1.2844,0.7687,94.823
2016-09-06,360.11,3.1964,1.2928,0.7582,95.844
2016-09-05,360.27,3.2834,1.2993,0.7573,95.844
2016-09-02,360.27,3.2569,1.3103,0.7551,95.653
2016-09-01,365.91,3.2573,1.3105,0.7517,96.022
2016-08-31,361.21,3.2267,1.3099,0.7509,96.054
2016-08-30,358.93,3.2401,1.3011,0.7569,95.58
2016-08-29,358.62,3.2307,1.3003,0.7564,95.566
2016-08-26,354.19,3.2657,1.2922,0.7618,94.772
2016-08-25,362.01,3.2345,1.2927,0.7613,94.786
2016-08-24,361.88,3.2249,1.2913,0.7615,94.539
2016-08-23,359.86,3.2351,1.2946,0.7626,94.519
2016-08-22,362.81,3.2007,1.2871,0.7627,94.511
2016-08-19,356.81,3.205,1.2782,0.7686,94.157
2016-08-18,359.68,3.2392,1.2844,0.7655,94.718
2016-08-17,360.61,3.2064,1.2863,0.7695,94.791
2016-08-16,357.19,3.2022,1.2924,0.7674,95.629
2016-08-15,361.07,3.1864,1.2951,0.7652,95.722
2016-08-12,367.82,3.1922,1.2993,0.7699,95.857
2016-08-11,365.67,3.1444,1.3058,0.7703,95.65
2016-08-10,371.62,3.1274,1.3119,0.7673,96.183
2016-08-09,372.01,3.1454,1.3154,0.7651,96.401
2016-08-08,371.1,3.1728,1.3172,0.7619,96.194
2016-08-05,375.23,3.1655,1.3019,0.7628,95.758
2016-08-04,385.93,3.1934,1.3067,0.7588,95.563
2016-08-03,388.97,3.2385,1.311,0.7609,95.064
2016-08-02,387.03,3.2591,1.3124,0.7536,95.713
2016-08-01,387.02,3.2655,1.303,0.7596,95.53
2016-07-29,392.11,3.2489,1.3156,0.7503,96.739
2016-07-28,388.65,3.2918,1.3189,0.7491,97.053
2016-07-27,388.31,3.2619,1.3188,0.7502,97.156
2016-07-26,384.45,3.2761,1.3217,0.747,97.286
2016-07-25,378.16,3.286,1.3127,0.7462,97.467
2016-07-22,377.18,3.2565,1.3088,0.7495,97
2016-07-21,378.68,3.2719,1.3057,0.7478,97.201
2016-07-20,375.48,3.26,1.302,0.7504,97.063
2016-07-19,378.64,3.2498,1.2945,0.7591,96.562
2016-07-18,376.13,3.2537,1.2974,0.7578,96.58
2016-07-15,373.08,3.2802,1.2892,0.7632,96.077
2016-07-14,377.25,3.2526,1.2978,0.7608,96.216
2016-07-13,381.96,3.2643,1.3042,0.7623,96.441
2016-07-12,378.31,3.2956,1.3117,0.7532,96.571
2016-07-11,383.97,3.3094,1.3044,0.7569,96.302
2016-07-08,396.52,3.3,1.3002,0.7479,96.328
2016-07-07,401.05,3.3675,1.2962,0.752,96.053
2016-07-06,403.15,3.33,1.298,0.7463,96.166
2016-07-05,404.15,3.3033,1.2846,0.7538,95.649
2016-07-04,401.44,3.2696,1.2912,0.7498,95.649
2016-07-01,401.44,3.2364,1.2924,0.7451,96.143
2016-06-30,406.56,3.213,1.2935,0.7451,95.769
2016-06-29,408.52,3.2206,1.3025,0.7386,96.245
2016-06-28,424.18,3.3032,1.3072,0.733,96.544
2016-06-27,431.76,3.3928,1.3004,0.7466,95.448
2016-06-24,420.8,3.3748,1.2753,0.7613,93.529
2016-06-23,400.84,3.3376,1.2844,0.7501,93.716
2016-06-22,411.96,3.3777,1.2817,0.745,94.017
2016-06-21,414.19,3.4133,1.2806,0.7457,93.611
2016-06-20,418.25,3.3947,1.2894,0.7387,94.206
2016-06-17,428.93,3.416,1.2967,0.7363,94.569
2016-06-16,434.65,3.466,1.2912,0.7407,94.61
2016-06-15,431.49,3.474,1.2872,0.7358,94.928
2016-06-14,432.09,3.4822,1.2837,0.7387,94.362
2016-06-13,424.13,3.4826,1.2783,0.7373,94.571
2016-06-10,417.98,3.4196,1.2724,0.7431,93.953
2016-06-09,409.95,3.4002,1.2693,0.7471,93.59
2016-06-08,405.77,3.3622,1.2735,0.7459,93.828
2016-06-07,408.6,3.4423,1.2817,0.7366,93.902
2016-06-06,412.64,3.4894,1.2937,0.7367,94.029
2016-06-03,419.45,3.5273,1.3096,0.7229,95.564
2016-06-02,418.49,3.5935,1.3078,0.7257,95.455
2016-06-01,418.6,3.6015,1.3093,0.7234,95.891
2016-05-31,421.15,3.6116,1.3049,0.7183,95.521
2016-05-30,417.31,3.5698,1.3021,0.7182,95.521
2016-05-27,417.31,3.6115,1.2979,0.7226,95.168
2016-05-26,420.3,3.5835,1.302,0.7198,95.354
2016-05-25,415.83,3.5835,1.3123,0.7183,95.571
2016-05-24,419.48,3.5716,1.3143,0.7224,95.231
2016-05-23,422.01,3.5727,1.3113,0.7222,95.334
2016-05-20,419.97,3.5212,1.3094,0.7228,95.287
2016-05-19,421.94,3.5645,1.3034,0.7229,95.08
2016-05-18,406.99,3.5654,1.2909,0.7325,94.548
2016-05-17,412.27,3.4888,1.2895,0.7289,94.572
2016-05-16,413.06,3.5014,1.294,0.7271,94.608
2016-05-13,416.52,3.5335,1.2846,0.7325,94.15
2016-05-12,413.98,3.483,1.2853,0.7375,93.823
2016-05-11,418.41,3.4518,1.291,0.7363,94.29
2016-05-10,421.7,3.4764,1.2962,0.7316,94.128
2016-05-09,423.61,3.5164,1.2909,0.7366,93.888
2016-05-06,422.64,3.5019,1.2853,0.7465,93.78
2016-05-05,426.05,3.5346,1.2869,0.7457,93.179
2016-05-04,424.06,3.5489,1.2724,0.7485,92.944
2016-05-03,417.63,3.5586,1.253,0.7667,92.626
2016-05-02,406.85,3.5017,1.2556,0.7603,93.082
2016-04-29,410.07,3.4358,1.2555,0.7625,93.761
2016-04-28,408.99,3.489,1.2599,0.7591,94.387
2016-04-27,412.43,3.5271,1.2604,0.7749,94.573
2016-04-26,408.11,3.5295,1.2678,0.7715,94.842
2016-04-25,407.86,3.5582,1.2672,0.7708,95.116
2016-04-22,405.35,3.5663,1.2735,0.7738,94.599
2016-04-21,402.64,3.5296,1.2655,0.7794,94.492
2016-04-20,402.02,3.5296,1.2671,0.7813,93.976
2016-04-19,411.13,3.5322,1.2784,0.775,94.49
2016-04-18,419.4,3.6158,1.2822,0.7725,94.696
2016-04-15,419.75,3.5321,1.2844,0.7695,94.902
2016-04-14,415.74,3.4829,1.2817,0.7653,94.744
2016-04-13,420.85,3.4983,1.2759,0.7684,93.959
2016-04-12,427.1,3.4889,1.2898,0.7595,93.95
2016-04-11,437.06,3.4925,1.2988,0.7556,94.235
2016-04-08,442.46,3.5904,1.3145,0.7505,94.482
2016-04-07,446.03,3.6888,1.3089,0.7599,94.43
2016-04-06,437.36,3.6418,1.3137,0.7543,94.631
2016-04-05,442.35,3.6796,1.3088,0.7605,94.51
2016-04-04,433.23,3.6238,1.3011,0.7677,94.619
2016-04-01,431.52,3.5538,1.3004,0.7657,94.586
2016-03-31,433.79,3.5922,1.2966,0.7671,94.841
2016-03-30,437.58,3.6034,1.3074,0.7627,95.16
2016-03-29,446,3.6388,1.3187,0.7545,95.943
