,paiva,ibov
,PX_LAST,PX_LAST
Date,,
2016-09-02,1.938964,59616.4
2016-09-02,1.938964,59616.4
2016-09-05,1.939786,59566.3
2016-09-05,1.939786,59566.3
2016-09-05,1.939786,59566.3
2016-09-05,1.939786,59566.3
2016-09-06,1.954704,60129.4
2016-09-06,1.954704,60129.4
2016-09-06,1.954704,60129.4
2016-09-06,1.954704,60129.4
2016-09-07,1.954704,60129.4
2016-09-07,1.954704,60129.4
2016-09-07,1.954704,60129.4
2016-09-07,1.954704,60129.4
2016-09-08,1.951139,60231.7
2016-09-08,1.951139,60231.7
2016-09-08,1.951139,60231.7
2016-09-08,1.951139,60231.7
2016-09-09,1.910079,57999.7
2016-09-09,1.910079,57999.7
2016-09-09,1.910079,57999.7
2016-09-09,1.910079,57999.7
2016-09-12,1.916099,58586.1
2016-09-12,1.916099,58586.1
2016-09-12,1.916099,58586.1
2016-09-12,1.916099,58586.1
2016-09-13,1.889672,56820.8
2016-09-13,1.889672,56820.8
2016-09-13,1.889672,56820.8
2016-09-13,1.889672,56820.8
2016-09-14,1.893518,57059.5
2016-09-14,1.893518,57059.5
2016-09-14,1.893518,57059.5
2016-09-14,1.893518,57059.5
2016-09-15,1.911706,57909.5
2016-09-15,1.911706,57909.5
2016-09-15,1.911706,57909.5
2016-09-15,1.911706,57909.5
2016-09-16,1.897431,57079.8
2016-09-16,1.897431,57079.8
2016-09-16,1.897431,57079.8
2016-09-16,1.897431,57079.8
2016-09-19,1.902261,57350.4
2016-09-19,1.902261,57350.4
2016-09-19,1.902261,57350.4
2016-09-19,1.902261,57350.4
2016-09-20,1.909821,57736.5
2016-09-20,1.909821,57736.5
2016-09-20,1.909821,57736.5
2016-09-20,1.909821,57736.5
2016-09-21,1.916487,58393.9
2016-09-21,1.916487,58393.9
2016-09-21,1.916487,58393.9
2016-09-21,1.916487,58393.9
2016-09-22,1.935171,58994.2
2016-09-22,1.935171,58994.2
2016-09-22,1.935171,58994.2
2016-09-22,1.935171,58994.2
2016-09-23,1.922814,58697.0
2016-09-23,1.922814,58697.0
2016-09-23,1.922814,58697.0
2016-09-23,1.922814,58697.0
2016-09-26,1.907327,58053.5
2016-09-26,1.907327,58053.5
2016-09-26,1.907327,58053.5
2016-09-26,1.907327,58053.5
2016-09-27,1.917223,58382.5
2016-09-27,1.917223,58382.5
2016-09-27,1.917223,58382.5
2016-09-27,1.917223,58382.5
2016-09-28,1.934442,59355.8
2016-09-28,1.934442,59355.8
2016-09-28,1.934442,59355.8
2016-09-28,1.934442,59355.8
2016-09-29,1.91438,58350.6
2016-09-29,1.91438,58350.6
2016-09-29,1.91438,58350.6
2016-09-29,1.91438,58350.6
2016-09-30,1.912323,58367.0
2016-09-30,1.912323,58367.0
2016-09-30,1.912323,58367.0
2016-09-30,1.912323,58367.0
2016-10-03,1.937538,59461.2
2016-10-03,1.937538,59461.2
2016-10-03,1.937538,59461.2
2016-10-03,1.937538,59461.2
2016-10-04,1.932914,59339.2
2016-10-04,1.932914,59339.2
2016-10-04,1.932914,59339.2
2016-10-04,1.932914,59339.2
2016-10-05,1.946337,60254.3
2016-10-05,1.946337,60254.3
2016-10-05,1.946337,60254.3
2016-10-05,1.946337,60254.3
2016-10-06,1.953827,60644.2
2016-10-06,1.953827,60644.2
2016-10-06,1.953827,60644.2
2016-10-06,1.953827,60644.2
2016-10-07,1.959214,61109.0
2016-10-07,1.959214,61109.0
2016-10-07,1.959214,61109.0
2016-10-07,1.959214,61109.0
2016-10-10,1.970414,61668.3
2016-10-10,1.970414,61668.3
2016-10-10,1.970414,61668.3
2016-10-10,1.970414,61668.3
2016-10-11,1.957165,61021.8
2016-10-11,1.957165,61021.8
2016-10-11,1.957165,61021.8
2016-10-11,1.957165,61021.8
2016-10-12,1.957165,61021.8
2016-10-12,1.957165,61021.8
2016-10-12,1.957165,61021.8
2016-10-12,1.957165,61021.8
2016-10-13,1.959715,61118.6
2016-10-13,1.959715,61118.6
2016-10-13,1.959715,61118.6
2016-10-13,1.959715,61118.6
2016-10-14,1.965924,61767.2
2016-10-14,1.965924,61767.2
2016-10-14,1.965924,61767.2
2016-10-14,1.965924,61767.2
2016-10-17,1.978547,62696.1
2016-10-17,1.978547,62696.1
2016-10-17,1.978547,62696.1
2016-10-17,1.978547,62696.1
2016-10-18,1.999715,63782.2
2016-10-18,1.999715,63782.2
2016-10-18,1.999715,63782.2
2016-10-18,1.999715,63782.2
2016-10-19,2.000626,63505.6
2016-10-19,2.000626,63505.6
2016-10-19,2.000626,63505.6
2016-10-19,2.000626,63505.6
2016-10-20,2.007286,63837.9
2016-10-20,2.007286,63837.9
2016-10-20,2.007286,63837.9
2016-10-20,2.007286,63837.9
2016-10-21,2.00593,64108.1
2016-10-21,2.00593,64108.1
2016-10-21,2.00593,64108.1
2016-10-21,2.00593,64108.1
2016-10-24,2.00341,64059.9
2016-10-24,2.00341,64059.9
2016-10-24,2.00341,64059.9
2016-10-24,2.00341,64059.9
2016-10-25,1.992759,63866.2
2016-10-25,1.992759,63866.2
2016-10-25,1.992759,63866.2
2016-10-25,1.992759,63866.2
2016-10-26,1.99261,63825.7
2016-10-26,1.99261,63825.7
2016-10-26,1.99261,63825.7
2016-10-26,1.99261,63825.7
2016-10-27,2.001356,64249.5
2016-10-27,2.001356,64249.5
2016-10-27,2.001356,64249.5
2016-10-27,2.001356,64249.5
2016-10-28,2.005799,64307.6
2016-10-28,2.005799,64307.6
2016-10-28,2.005799,64307.6
2016-10-28,2.005799,64307.6
2016-10-31,2.021327,64924.5
2016-10-31,2.021327,64924.5
2016-10-31,2.021327,64924.5
2016-10-31,2.021327,64924.5
2016-11-01,1.987906,63326.4
2016-11-01,1.987906,63326.4
2016-11-01,1.987906,63326.4
2016-11-01,1.987906,63326.4
2016-11-02,1.987906,63326.4
2016-11-02,1.987906,63326.4
2016-11-02,1.987906,63326.4
2016-11-02,1.987906,63326.4
2016-11-03,1.963124,61750.2
2016-11-03,1.963124,61750.2
2016-11-03,1.963124,61750.2
2016-11-03,1.963124,61750.2
2016-11-04,1.95832,61598.4
2016-11-04,1.95832,61598.4
2016-11-04,1.95832,61598.4
2016-11-04,1.95832,61598.4
2016-11-07,2.001348,64051.7
2016-11-07,2.001348,64051.7
2016-11-07,2.001348,64051.7
2016-11-07,2.001348,64051.7
2016-11-08,2.002625,64157.7
2016-11-08,2.002625,64157.7
2016-11-08,2.002625,64157.7
2016-11-08,2.002625,64157.7
2016-11-09,1.976084,63258.3
2016-11-09,1.976084,63258.3
2016-11-09,1.976084,63258.3
2016-11-09,1.976084,63258.3
2016-11-10,1.915018,61201.0
2016-11-10,1.915018,61201.0
2016-11-10,1.915018,61201.0
2016-11-10,1.915018,61201.0
2016-11-11,1.876976,59183.5
2016-11-11,1.876976,59183.5
2016-11-11,1.876976,59183.5
2016-11-11,1.876976,59183.5
2016-11-14,1.877781,59657.5
2016-11-14,1.877781,59657.5
2016-11-14,1.877781,59657.5
2016-11-14,1.877781,59657.5
2016-11-15,1.877781,59657.5
2016-11-15,1.877781,59657.5
2016-11-15,1.877781,59657.5
2016-11-15,1.877781,59657.5
2016-11-16,1.896947,60759.3
2016-11-16,1.896947,60759.3
2016-11-16,1.896947,60759.3
2016-11-16,1.896947,60759.3
2016-11-17,1.878557,59770.5
2016-11-17,1.878557,59770.5
2016-11-17,1.878557,59770.5
2016-11-17,1.878557,59770.5
2016-11-18,1.876974,59961.8
2016-11-18,1.876974,59961.8
2016-11-18,1.876974,59961.8
2016-11-18,1.876974,59961.8
2016-11-21,1.893057,61070.3
2016-11-21,1.893057,61070.3
2016-11-21,1.893057,61070.3
2016-11-21,1.893057,61070.3
2016-11-22,1.903874,61954.5
2016-11-22,1.903874,61954.5
2016-11-22,1.903874,61954.5
2016-11-22,1.903874,61954.5
2016-11-23,1.897831,61985.9
2016-11-23,1.897831,61985.9
2016-11-23,1.897831,61985.9
2016-11-23,1.897831,61985.9
2016-11-24,1.893964,61395.5
2016-11-24,1.893964,61395.5
2016-11-24,1.893964,61395.5
2016-11-24,1.893964,61395.5
2016-11-25,1.895128,61559.1
2016-11-25,1.895128,61559.1
2016-11-25,1.895128,61559.1
2016-11-25,1.895128,61559.1
2016-11-28,1.910979,62855.5
2016-11-28,1.910979,62855.5
2016-11-28,1.910979,62855.5
2016-11-28,1.910979,62855.5
2016-11-29,1.88275,60986.5
2016-11-29,1.88275,60986.5
2016-11-29,1.88275,60986.5
2016-11-29,1.88275,60986.5
2016-11-30,1.898013,61906.4
2016-11-30,1.898013,61906.4
2016-11-30,1.898013,61906.4
2016-11-30,1.898013,61906.4
2016-12-01,1.843738,59506.5
2016-12-01,1.843738,59506.5
2016-12-01,1.843738,59506.5
2016-12-01,1.843738,59506.5
2016-12-02,1.854857,60316.1
2016-12-02,1.854857,60316.1
2016-12-02,1.854857,60316.1
2016-12-02,1.854857,60316.1
2016-12-05,1.84577,59831.7
2016-12-05,1.84577,59831.7
2016-12-05,1.84577,59831.7
2016-12-05,1.84577,59831.7
2016-12-06,1.867275,61088.2
2016-12-06,1.867275,61088.2
2016-12-06,1.867275,61088.2
2016-12-06,1.867275,61088.2
2016-12-07,1.878241,61414.4
2016-12-07,1.878241,61414.4
2016-12-07,1.878241,61414.4
2016-12-07,1.878241,61414.4
2016-12-08,1.869689,60676.6
2016-12-08,1.869689,60676.6
2016-12-08,1.869689,60676.6
2016-12-08,1.869689,60676.6
2016-12-09,1.865811,60500.6
2016-12-09,1.865811,60500.6
2016-12-09,1.865811,60500.6
2016-12-09,1.865811,60500.6
2016-12-12,1.833644,59178.6
2016-12-12,1.833644,59178.6
2016-12-12,1.833644,59178.6
2016-12-12,1.833644,59178.6
2016-12-13,1.847062,59280.6
2016-12-13,1.847062,59280.6
2016-12-13,1.847062,59280.6
2016-12-13,1.847062,59280.6
2016-12-14,1.821857,58212.1
2016-12-14,1.821857,58212.1
2016-12-14,1.821857,58212.1
2016-12-14,1.821857,58212.1
2016-12-15,1.817785,58396.2
2016-12-15,1.817785,58396.2
2016-12-15,1.817785,58396.2
2016-12-15,1.817785,58396.2
2016-12-16,1.832365,58389.0
2016-12-16,1.832365,58389.0
2016-12-16,1.832365,58389.0
2016-12-16,1.832365,58389.0
2016-12-19,1.817183,57111.0
2016-12-19,1.817183,57111.0
2016-12-19,1.817183,57111.0
2016-12-19,1.817183,57111.0
2016-12-20,1.816101,57582.9
2016-12-20,1.816101,57582.9
2016-12-20,1.816101,57582.9
2016-12-20,1.816101,57582.9
2016-12-21,1.819989,57646.5
2016-12-21,1.819989,57646.5
2016-12-21,1.819989,57646.5
2016-12-21,1.819989,57646.5
2016-12-22,1.822536,57255.2
2016-12-22,1.822536,57255.2
2016-12-22,1.822536,57255.2
2016-12-22,1.822536,57255.2
2016-12-23,1.836729,57937.1
2016-12-23,1.836729,57937.1
2016-12-23,1.836729,57937.1
2016-12-23,1.836729,57937.1
2016-12-26,1.848369,58620.3
2016-12-26,1.848369,58620.3
2016-12-26,1.848369,58620.3
2016-12-26,1.848369,58620.3
2016-12-27,1.85401,58696.7
2016-12-27,1.85401,58696.7
2016-12-27,1.85401,58696.7
2016-12-27,1.85401,58696.7
2016-12-28,1.875952,59781.6
2016-12-28,1.875952,59781.6
2016-12-28,1.875952,59781.6
2016-12-28,1.875952,59781.6
2016-12-29,1.887455,60227.3
2016-12-29,1.887455,60227.3
2016-12-29,1.887455,60227.3
2016-12-29,1.887455,60227.3
2016-12-30,1.887669,60227.3
2016-12-30,1.887669,60227.3
2016-12-30,1.887669,60227.3
2016-12-30,1.887669,60227.3
2017-01-02,1.880437,59588.7
2017-01-02,1.880437,59588.7
2017-01-02,1.880437,59588.7
2017-01-02,1.880437,59588.7
2017-01-03,1.922711,61813.8
2017-01-03,1.922711,61813.8
2017-01-03,1.922711,61813.8
2017-01-03,1.922711,61813.8
2017-01-04,1.930011,61589.1
2017-01-04,1.930011,61589.1
2017-01-04,1.930011,61589.1
2017-01-04,1.930011,61589.1
2017-01-05,1.936322,62071.0
2017-01-05,1.936322,62071.0
2017-01-05,1.936322,62071.0
2017-01-05,1.936322,62071.0
2017-01-06,1.930012,61665.4
2017-01-06,1.930012,61665.4
2017-01-06,1.930012,61665.4
2017-01-06,1.930012,61665.4
2017-01-09,1.934177,61700.3
2017-01-09,1.934177,61700.3
2017-01-09,1.934177,61700.3
2017-01-09,1.934177,61700.3
2017-01-10,1.931763,62131.8
2017-01-10,1.931763,62131.8
2017-01-10,1.931763,62131.8
2017-01-10,1.931763,62131.8
2017-01-11,1.932541,62446.3
2017-01-11,1.932541,62446.3
2017-01-11,1.932541,62446.3
2017-01-11,1.932541,62446.3
2017-01-12,1.973146,63953.9
2017-01-12,1.973146,63953.9
2017-01-12,1.973146,63953.9
2017-01-12,1.973146,63953.9
2017-01-13,1.97314,63651.5
2017-01-13,1.97314,63651.5
2017-01-13,1.97314,63651.5
2017-01-13,1.97314,63651.5
2017-01-16,1.97078,63831.3
2017-01-16,1.97078,63831.3
2017-01-16,1.97078,63831.3
2017-01-16,1.97078,63831.3
2017-01-17,1.983481,64354.3
2017-01-17,1.983481,64354.3
2017-01-17,1.983481,64354.3
2017-01-17,1.983481,64354.3
2017-01-18,1.970098,64149.6
2017-01-18,1.970098,64149.6
2017-01-18,1.970098,64149.6
2017-01-18,1.970098,64149.6
2017-01-19,1.966408,63950.9
2017-01-19,1.966408,63950.9
2017-01-19,1.966408,63950.9
2017-01-19,1.966408,63950.9
2017-01-20,1.98076,64521.2
2017-01-20,1.98076,64521.2
2017-01-20,1.98076,64521.2
2017-01-20,1.98076,64521.2
2017-01-23,1.996607,65748.6
2017-01-23,1.996607,65748.6
2017-01-23,1.996607,65748.6
2017-01-23,1.996607,65748.6
2017-01-24,2.00054,65840.1
2017-01-24,2.00054,65840.1
2017-01-24,2.00054,65840.1
2017-01-24,2.00054,65840.1
2017-01-25,2.002851,65840.1
2017-01-25,2.002851,65840.1
2017-01-25,2.002851,65840.1
2017-01-25,2.002851,65840.1
2017-01-26,2.014985,66190.6
2017-01-26,2.014985,66190.6
2017-01-26,2.014985,66190.6
2017-01-26,2.014985,66190.6
2017-01-27,2.011313,66034.0
2017-01-27,2.011313,66034.0
2017-01-27,2.011313,66034.0
2017-01-27,2.011313,66034.0
2017-01-30,1.985207,64301.7
2017-01-30,1.985207,64301.7
2017-01-30,1.985207,64301.7
2017-01-30,1.985207,64301.7
2017-01-31,1.997462,64670.8
2017-01-31,1.997462,64670.8
2017-01-31,1.997462,64670.8
2017-01-31,1.997462,64670.8
2017-02-01,2.00029,64836.1
2017-02-01,2.00029,64836.1
2017-02-01,2.00029,64836.1
2017-02-01,2.00029,64836.1
2017-02-02,2.002377,64578.2
2017-02-02,2.002377,64578.2
2017-02-02,2.002377,64578.2
2017-02-02,2.002377,64578.2
2017-02-03,2.019346,64953.9
2017-02-03,2.019346,64953.9
2017-02-03,2.019346,64953.9
2017-02-03,2.019346,64953.9
2017-02-06,2.00284,63992.9
2017-02-06,2.00284,63992.9
2017-02-06,2.00284,63992.9
2017-02-06,2.00284,63992.9
2017-02-07,2.005384,64198.9
2017-02-07,2.005384,64198.9
2017-02-07,2.005384,64198.9
2017-02-07,2.005384,64198.9
2017-02-08,2.017073,64835.4
2017-02-08,2.017073,64835.4
2017-02-08,2.017073,64835.4
2017-02-08,2.017073,64835.4
2017-02-09,2.02037,64964.9
2017-02-09,2.02037,64964.9
2017-02-09,2.02037,64964.9
2017-02-09,2.02037,64964.9
2017-02-10,2.036051,66124.5
2017-02-10,2.036051,66124.5
2017-02-10,2.036051,66124.5
2017-02-10,2.036051,66124.5
2017-02-13,2.043417,66967.6
2017-02-13,2.043417,66967.6
2017-02-13,2.043417,66967.6
2017-02-13,2.043417,66967.6
2017-02-14,2.041637,66712.9
2017-02-14,2.041637,66712.9
2017-02-14,2.041637,66712.9
2017-02-14,2.041637,66712.9
2017-02-15,2.07248,67975.6
2017-02-15,2.07248,67975.6
2017-02-15,2.07248,67975.6
2017-02-15,2.07248,67975.6
2017-02-16,2.071583,67814.2
2017-02-16,2.071583,67814.2
2017-02-16,2.071583,67814.2
2017-02-16,2.071583,67814.2
2017-02-17,2.072622,67748.4
2017-02-17,2.072622,67748.4
2017-02-17,2.072622,67748.4
2017-02-17,2.072622,67748.4
2017-02-20,2.086769,68532.9
2017-02-20,2.086769,68532.9
2017-02-20,2.086769,68532.9
2017-02-20,2.086769,68532.9
2017-02-21,2.107837,69052.0
2017-02-21,2.107837,69052.0
2017-02-21,2.107837,69052.0
2017-02-21,2.107837,69052.0
2017-02-22,2.099202,68589.5
2017-02-22,2.099202,68589.5
2017-02-22,2.099202,68589.5
2017-02-22,2.099202,68589.5
2017-02-23,2.082977,67461.4
2017-02-23,2.082977,67461.4
2017-02-23,2.082977,67461.4
2017-02-23,2.082977,67461.4
2017-02-24,2.063904,66662.1
2017-02-24,2.063904,66662.1
2017-02-24,2.063904,66662.1
2017-02-24,2.063904,66662.1
2017-02-27,2.063904,66662.1
2017-02-27,2.063904,66662.1
2017-02-27,2.063904,66662.1
2017-02-27,2.063904,66662.1
2017-02-28,2.063904,66662.1
2017-02-28,2.063904,66662.1
2017-02-28,2.063904,66662.1
2017-02-28,2.063904,66662.1
2017-03-01,2.073194,66988.9
2017-03-01,2.073194,66988.9
2017-03-01,2.073194,66988.9
2017-03-01,2.073194,66988.9
2017-03-02,2.055723,65854.9
2017-03-02,2.055723,65854.9
2017-03-02,2.055723,65854.9
2017-03-02,2.055723,65854.9
2017-03-03,2.072908,66785.5
2017-03-03,2.072908,66785.5
2017-03-03,2.072908,66785.5
2017-03-03,2.072908,66785.5
2017-03-06,2.07923,66341.4
2017-03-06,2.07923,66341.4
2017-03-06,2.07923,66341.4
2017-03-06,2.07923,66341.4
2017-03-07,2.067727,65742.3
2017-03-07,2.067727,65742.3
2017-03-07,2.067727,65742.3
2017-03-07,2.067727,65742.3
2017-03-08,2.04506,64718.0
2017-03-08,2.04506,64718.0
2017-03-08,2.04506,64718.0
2017-03-08,2.04506,64718.0
2017-03-09,2.029377,64585.2
2017-03-09,2.029377,64585.2
2017-03-09,2.029377,64585.2
2017-03-09,2.029377,64585.2
2017-03-10,2.042605,64675.5
2017-03-10,2.042605,64675.5
2017-03-10,2.042605,64675.5
2017-03-10,2.042605,64675.5
2017-03-13,2.057365,65534.3
2017-03-13,2.057365,65534.3
2017-03-13,2.057365,65534.3
2017-03-13,2.057365,65534.3
2017-03-14,2.041407,64699.5
2017-03-14,2.041407,64699.5
2017-03-14,2.041407,64699.5
2017-03-14,2.041407,64699.5
2017-03-15,2.07043,66234.9
2017-03-15,2.07043,66234.9
2017-03-15,2.07043,66234.9
2017-03-15,2.07043,66234.9
2017-03-16,2.061686,65782.9
2017-03-16,2.061686,65782.9
2017-03-16,2.061686,65782.9
2017-03-16,2.061686,65782.9
2017-03-17,2.037242,64209.9
2017-03-17,2.037242,64209.9
2017-03-17,2.037242,64209.9
2017-03-17,2.037242,64209.9
2017-03-20,2.042137,64884.3
2017-03-20,2.042137,64884.3
2017-03-20,2.042137,64884.3
2017-03-20,2.042137,64884.3
2017-03-21,2.0124,62980.4
2017-03-21,2.0124,62980.4
2017-03-21,2.0124,62980.4
2017-03-21,2.0124,62980.4
2017-03-22,2.022532,63521.3
2017-03-22,2.022532,63521.3
2017-03-22,2.022532,63521.3
2017-03-22,2.022532,63521.3
2017-03-23,2.025069,63530.8
2017-03-23,2.025069,63530.8
2017-03-23,2.025069,63530.8
2017-03-23,2.025069,63530.8
2017-03-24,2.032497,63853.8
2017-03-24,2.032497,63853.8
2017-03-24,2.032497,63853.8
2017-03-24,2.032497,63853.8
2017-03-27,2.033321,64308.4
2017-03-27,2.033321,64308.4
2017-03-27,2.033321,64308.4
2017-03-27,2.033321,64308.4
2017-03-28,2.042977,64640.4
2017-03-28,2.042977,64640.4
2017-03-28,2.042977,64640.4
2017-03-28,2.042977,64640.4
2017-03-29,2.063479,65528.3
2017-03-29,2.063479,65528.3
2017-03-29,2.063479,65528.3
2017-03-29,2.063479,65528.3
2017-03-30,2.064641,65266.0
2017-03-30,2.064641,65266.0
2017-03-30,2.064641,65266.0
2017-03-30,2.064641,65266.0
2017-03-31,2.067265,64984.1
2017-03-31,2.067265,64984.1
2017-03-31,2.067265,64984.1
2017-03-31,2.067265,64984.1
2017-04-03,2.07151,65211.5
2017-04-03,2.07151,65211.5
2017-04-03,2.07151,65211.5
2017-04-03,2.07151,65211.5
2017-04-04,2.079571,65768.9
2017-04-04,2.079571,65768.9
2017-04-04,2.079571,65768.9
2017-04-04,2.079571,65768.9
2017-04-05,2.068638,64774.8
2017-04-05,2.068638,64774.8
2017-04-05,2.068638,64774.8
2017-04-05,2.068638,64774.8
2017-04-06,2.060372,64222.7
2017-04-06,2.060372,64222.7
2017-04-06,2.060372,64222.7
2017-04-06,2.060372,64222.7
2017-04-07,2.068356,64593.1
2017-04-07,2.068356,64593.1
2017-04-07,2.068356,64593.1
2017-04-07,2.068356,64593.1
2017-04-10,2.070917,64649.8
2017-04-10,2.070917,64649.8
2017-04-10,2.070917,64649.8
2017-04-10,2.070917,64649.8
2017-04-11,2.068614,64359.8
2017-04-11,2.068614,64359.8
2017-04-11,2.068614,64359.8
2017-04-11,2.068614,64359.8
2017-04-12,2.06731,63891.7
2017-04-12,2.06731,63891.7
2017-04-12,2.06731,63891.7
2017-04-12,2.06731,63891.7
2017-04-13,2.05161,62826.3
2017-04-13,2.05161,62826.3
2017-04-13,2.05161,62826.3
2017-04-13,2.05161,62826.3
2017-04-14,2.05161,62826.3
2017-04-14,2.05161,62826.3
2017-04-14,2.05161,62826.3
2017-04-14,2.05161,62826.3
2017-04-17,2.086134,64334.9
2017-04-17,2.086134,64334.9
2017-04-17,2.086134,64334.9
2017-04-17,2.086134,64334.9
2017-04-18,2.086377,64158.8
2017-04-18,2.086377,64158.8
2017-04-18,2.086377,64158.8
2017-04-18,2.086377,64158.8
2017-04-19,2.066474,63407.0
2017-04-19,2.066474,63407.0
2017-04-19,2.066474,63407.0
2017-04-19,2.066474,63407.0
2017-04-20,2.070339,63760.6
2017-04-20,2.070339,63760.6
2017-04-20,2.070339,63760.6
2017-04-20,2.070339,63760.6
2017-04-21,2.070339,63760.6
2017-04-21,2.070339,63760.6
2017-04-21,2.070339,63760.6
2017-04-21,2.070339,63760.6
2017-04-24,2.073555,64389.0
2017-04-24,2.073555,64389.0
2017-04-24,2.073555,64389.0
2017-04-24,2.073555,64389.0
2017-04-25,2.088369,65148.3
2017-04-25,2.088369,65148.3
2017-04-25,2.088369,65148.3
2017-04-25,2.088369,65148.3
2017-04-26,2.084006,64861.9
2017-04-26,2.084006,64861.9
2017-04-26,2.084006,64861.9
2017-04-26,2.084006,64861.9
2017-04-27,2.08002,64676.6
2017-04-27,2.08002,64676.6
2017-04-27,2.08002,64676.6
2017-04-27,2.08002,64676.6
2017-04-28,2.104968,65403.2
2017-04-28,2.104968,65403.2
2017-04-28,2.104968,65403.2
2017-04-28,2.104968,65403.2
2017-05-01,2.104968,65403.2
2017-05-01,2.104968,65403.2
2017-05-01,2.104968,65403.2
2017-05-01,2.104968,65403.2
2017-05-02,2.135357,66721.8
2017-05-02,2.135357,66721.8
2017-05-02,2.135357,66721.8
2017-05-02,2.135357,66721.8
2017-05-03,2.133316,66093.8
2017-05-03,2.133316,66093.8
2017-05-03,2.133316,66093.8
2017-05-03,2.133316,66093.8
2017-05-04,2.110256,64862.6
2017-05-04,2.110256,64862.6
2017-05-04,2.110256,64862.6
2017-05-04,2.110256,64862.6
2017-05-05,2.130799,65709.7
2017-05-05,2.130799,65709.7
2017-05-05,2.130799,65709.7
2017-05-05,2.130799,65709.7
2017-05-08,2.131467,65526.0
2017-05-08,2.131467,65526.0
2017-05-08,2.131467,65526.0
2017-05-08,2.131467,65526.0
2017-05-09,2.148998,66277.7
2017-05-09,2.148998,66277.7
2017-05-09,2.148998,66277.7
2017-05-09,2.148998,66277.7
2017-05-10,2.169546,67349.7
2017-05-10,2.169546,67349.7
2017-05-10,2.169546,67349.7
2017-05-10,2.169546,67349.7
2017-05-11,2.177501,67537.6
2017-05-11,2.177501,67537.6
2017-05-11,2.177501,67537.6
2017-05-11,2.177501,67537.6
2017-05-12,2.189766,68221.9
2017-05-12,2.189766,68221.9
2017-05-12,2.189766,68221.9
2017-05-12,2.189766,68221.9
2017-05-15,2.190576,68474.2
2017-05-15,2.190576,68474.2
2017-05-15,2.190576,68474.2
2017-05-15,2.190576,68474.2
2017-05-16,2.208761,68684.5
2017-05-16,2.208761,68684.5
2017-05-16,2.208761,68684.5
2017-05-16,2.208761,68684.5
2017-05-17,2.185307,67540.3
2017-05-17,2.185307,67540.3
2017-05-17,2.185307,67540.3
2017-05-17,2.185307,67540.3
2017-05-18,2.030699,61597.1
2017-05-18,2.030699,61597.1
2017-05-18,2.030699,61597.1
2017-05-18,2.030699,61597.1
2017-05-19,2.058023,62639.3
2017-05-19,2.058023,62639.3
2017-05-19,2.058023,62639.3
2017-05-19,2.058023,62639.3
2017-05-22,2.019803,61673.5
2017-05-22,2.019803,61673.5
2017-05-22,2.019803,61673.5
2017-05-22,2.019803,61673.5
2017-05-23,2.047313,62662.5
2017-05-23,2.047313,62662.5
2017-05-23,2.047313,62662.5
2017-05-23,2.047313,62662.5
2017-05-24,2.077597,63257.4
2017-05-24,2.077597,63257.4
2017-05-24,2.077597,63257.4
2017-05-24,2.077597,63257.4
2017-05-25,2.07132,63226.8
2017-05-25,2.07132,63226.8
2017-05-25,2.07132,63226.8
2017-05-25,2.07132,63226.8
2017-05-26,2.094896,64085.4
2017-05-26,2.094896,64085.4
2017-05-26,2.094896,64085.4
2017-05-26,2.094896,64085.4
2017-05-29,2.090292,63760.9
2017-05-29,2.090292,63760.9
2017-05-29,2.090292,63760.9
2017-05-29,2.090292,63760.9
2017-05-30,2.088988,63962.3
2017-05-30,2.088988,63962.3
2017-05-30,2.088988,63962.3
2017-05-30,2.088988,63962.3
2017-05-31,2.064116,62711.5
2017-05-31,2.064116,62711.5
2017-05-31,2.064116,62711.5
2017-05-31,2.064116,62711.5
2017-06-01,2.058869,62288.5
2017-06-01,2.058869,62288.5
2017-06-01,2.058869,62288.5
2017-06-01,2.058869,62288.5
2017-06-02,2.064642,62510.7
2017-06-02,2.064642,62510.7
2017-06-02,2.064642,62510.7
2017-06-02,2.064642,62510.7
2017-06-05,2.063118,62450.5
2017-06-05,2.063118,62450.5
2017-06-05,2.063118,62450.5
2017-06-05,2.063118,62450.5
2017-06-06,2.076775,62954.7
2017-06-06,2.076775,62954.7
2017-06-06,2.076775,62954.7
2017-06-06,2.076775,62954.7
2017-06-07,2.08764,63170.7
2017-06-07,2.08764,63170.7
2017-06-07,2.08764,63170.7
2017-06-07,2.08764,63170.7
2017-06-08,2.075555,62755.6
2017-06-08,2.075555,62755.6
2017-06-08,2.075555,62755.6
2017-06-08,2.075555,62755.6
2017-06-09,2.071019,62210.6
2017-06-09,2.071019,62210.6
2017-06-09,2.071019,62210.6
2017-06-09,2.071019,62210.6
2017-06-12,2.055127,61700.2
2017-06-12,2.055127,61700.2
2017-06-12,2.055127,61700.2
2017-06-12,2.055127,61700.2
2017-06-13,2.063045,61829.0
2017-06-13,2.063045,61829.0
2017-06-13,2.063045,61829.0
2017-06-13,2.063045,61829.0
2017-06-14,2.067899,61922.9
2017-06-14,2.067899,61922.9
2017-06-14,2.067899,61922.9
2017-06-14,2.067899,61922.9
2017-06-15,2.067899,61922.9
2017-06-15,2.067899,61922.9
2017-06-15,2.067899,61922.9
2017-06-15,2.067899,61922.9
2017-06-16,2.069922,61626.4
2017-06-16,2.069922,61626.4
2017-06-16,2.069922,61626.4
