;index;Product;MesAno;data;FinancialPrice;Mes_nomial;Mes;Ano;Retorno_1;Retorno
265;265;BRL Curncy;11-2017;2017-11-30;3,3152;Nov;11;2017;1,0067568;0,0067567825
253;253;BRL Curncy;10-2017;2017-10-31;3,2973;Oct;10;2017;1,0054287;0,005428672
241;241;BRL Curncy;09-2017;2017-09-29;3,1932;Sep;9;2017;1,0326005;0,032600522
229;229;BRL Curncy;08-2017;2017-08-31;3,1937;Aug;8;2017;0,9998435;-0,0001565218
217;217;BRL Curncy;07-2017;2017-07-31;3,3096;Jul;7;2017;0,96498066;-0,035019338
205;205;BRL Curncy;06-2017;2017-06-30;3,3427;Jun;6;2017;0,9900979;-0,00990212
193;193;BRL Curncy;05-2017;2017-05-31;3,3758;May;5;2017;0,990195;-0,009805024
181;181;BRL Curncy;04-2017;2017-04-28;3,1846;Apr;4;2017;1,0600389;0,060038924
169;169;BRL Curncy;03-2017;2017-03-31;3,193;Mar;3;2017;0,9973692;-0,0026307702
157;157;BRL Curncy;02-2017;2017-02-28;3,1281;Feb;2;2017;1,0207474;0,020747423
146;146;BRL Curncy;01-2017;2017-01-31;3,2859;Jan;1;2017;0,9519766;-0,048023403
275;275;BRL Curncy;12-2016;2016-12-30;3,4769;Dec;12;2016;0,94506603;-0,054933965
264;264;BRL Curncy;11-2016;2016-11-30;3,4344;Nov;11;2016;1,0123748;0,012374759
252;252;BRL Curncy;10-2016;2016-10-31;3,258;Oct;10;2016;1,0541437;0,054143667
240;240;BRL Curncy;09-2016;2016-09-30;3,3448;Sep;9;2016;0,97404927;-0,02595073
228;228;BRL Curncy;08-2016;2016-08-31;3,2657;Aug;8;2016;1,0242214;0,02422142
216;216;BRL Curncy;07-2016;2016-07-29;3,3675;Jul;7;2016;0,9697699;-0,030230105
204;204;BRL Curncy;06-2016;2016-06-30;3,6015;Jun;6;2016;0,93502706;-0,06497294
192;192;BRL Curncy;05-2016;2016-05-31;3,6116;May;5;2016;0,99720347;-0,0027965307
180;180;BRL Curncy;04-2016;2016-04-29;3,6888;Apr;4;2016;0,97907174;-0,020928264
168;168;BRL Curncy;03-2016;2016-03-31;3,9341;Mar;3;2016;0,9376478;-0,06235218
156;156;BRL Curncy;02-2016;2016-02-29;4,0676;Feb;2;2016;0,9671797;-0,032820284
145;145;BRL Curncy;01-2016;2016-01-29;4,1552;Jan;1;2016;0,97891796;-0,021082044
274;274;BRL Curncy;12-2015;2015-12-31;4,0103;Dec;12;2015;1,036132;0,036131978
263;263;BRL Curncy;11-2015;2015-11-30;3,8674;Nov;11;2015;1,03695;0,036949992
251;251;BRL Curncy;10-2015;2015-10-30;4,0095;Oct;10;2015;0,96455914;-0,035440862
239;239;BRL Curncy;09-2015;2015-09-30;4,1783;Sep;9;2015;0,9596008;-0,040399194
227;227;BRL Curncy;08-2015;2015-08-31;3,6205;Aug;8;2015;1,154067;0,15406704
215;215;BRL Curncy;07-2015;2015-07-31;3,4214;Jul;7;2015;1,0581926;0,05819261
203;203;BRL Curncy;06-2015;2015-06-30;3,1684;Jun;6;2015;1,079851;0,07985103
191;191;BRL Curncy;05-2015;2015-05-29;3,1787;May;5;2015;0,9967597;-0,0032402873
179;179;BRL Curncy;04-2015;2015-04-30;3,1649;Apr;4;2015;1,0043603;0,004360318
167;167;BRL Curncy;03-2015;2015-03-31;3,2919;Mar;3;2015;0,9614205;-0,038579524
155;155;BRL Curncy;02-2015;2015-02-27;2,9059;Feb;2;2015;1,1328331;0,13283312
144;144;BRL Curncy;01-2015;2015-01-30;2,706;Jan;1;2015;1,0738728;0,073872805
273;273;BRL Curncy;12-2014;2014-12-31;2,7387;Dec;12;2014;0,9880601;-0,011939883
262;262;BRL Curncy;11-2014;2014-11-28;2,6089;Nov;11;2014;1,0497527;0,049752712
250;250;BRL Curncy;10-2014;2014-10-31;2,5211;Oct;10;2014;1,034826;0,03482604
238;238;BRL Curncy;09-2014;2014-09-30;2,4477;Sep;9;2014;1,0299873;0,029987335
226;226;BRL Curncy;08-2014;2014-08-29;2,2952;Aug;8;2014;1,066443;0,06644297
214;214;BRL Curncy;07-2014;2014-07-31;2,2636;Jul;7;2014;1,01396;0,013960004
202;202;BRL Curncy;06-2014;2014-06-30;2,2806;Jun;6;2014;0,99254584;-0,007454157
190;190;BRL Curncy;05-2014;2014-05-30;2,2442;May;5;2014;1,0162196;0,016219616
178;178;BRL Curncy;04-2014;2014-04-30;2,2796;Apr;4;2014;0,984471;-0,015528977
166;166;BRL Curncy;03-2014;2014-03-31;2,364;Mar;3;2014;0,9642977;-0,03570229
154;154;BRL Curncy;02-2014;2014-02-28;2,4403;Feb;2;2014;0,9687334;-0,03126663
143;143;BRL Curncy;01-2014;2014-01-31;2,4373;Jan;1;2014;1,0012308;0,0012308359
272;272;BRL Curncy;12-2013;2013-12-31;2,3898;Dec;12;2013;1,0198761;0,019876122
261;261;BRL Curncy;11-2013;2013-11-29;2,336;Nov;11;2013;1,0230309;0,023030877
249;249;BRL Curncy;10-2013;2013-10-31;2,2398;Oct;10;2013;1,0429503;0,042950273
237;237;BRL Curncy;09-2013;2013-09-30;2,3774;Sep;9;2013;0,9421217;-0,057878315
225;225;BRL Curncy;08-2013;2013-08-30;2,4543;Aug;8;2013;0,9686672;-0,03133279
213;213;BRL Curncy;07-2013;2013-07-31;2,2825;Jul;7;2013;1,0752683;0,07526827
201;201;BRL Curncy;06-2013;2013-06-28;2,2575;Jun;6;2013;1,0110742;0,011074185
189;189;BRL Curncy;05-2013;2013-05-31;2,1411;May;5;2013;1,0543646;0,054364562
177;177;BRL Curncy;04-2013;2013-04-30;2,0243;Apr;4;2013;1,0576988;0,057698846
165;165;BRL Curncy;03-2013;2013-03-29;2,0217;Mar;3;2013;1,0012861;0,001286149
153;153;BRL Curncy;02-2013;2013-02-28;1,9954;Feb;2;2013;1,0131803;0,013180256
142;142;BRL Curncy;01-2013;2013-01-31;2,0516;Jan;1;2013;0,9726067;-0,027393281
271;271;BRL Curncy;12-2012;2012-12-31;2,1235;Dec;12;2012;0,96614075;-0,033859253
260;260;BRL Curncy;11-2012;2012-11-30;2,136;Nov;11;2012;0,994148;-0,005851984
248;248;BRL Curncy;10-2012;2012-10-31;2,0426;Oct;10;2012;1,0457261;0,04572606
236;236;BRL Curncy;09-2012;2012-09-28;2,0423;Sep;9;2012;1,0001469;0,00014686584
224;224;BRL Curncy;08-2012;2012-08-31;2,0499;Aug;8;2012;0,9962925;-0,003707528
212;212;BRL Curncy;07-2012;2012-07-31;2,0569;Jul;7;2012;0,9965968;-0,0034031868
200;200;BRL Curncy;06-2012;2012-06-29;2,0778;Jun;6;2012;0,9899413;-0,010058701
188;188;BRL Curncy;05-2012;2012-05-31;2,0907;May;5;2012;0,9938299;-0,006170094
176;176;BRL Curncy;04-2012;2012-04-30;1,9083;Apr;4;2012;1,0955824;0,095582366
164;164;BRL Curncy;03-2012;2012-03-30;1,8268;Mar;3;2012;1,0446136;0,0446136
152;152;BRL Curncy;02-2012;2012-02-29;1,7343;Feb;2;2012;1,0533357;0,053335667
141;141;BRL Curncy;01-2012;2012-01-31;1,8714;Jan;1;2012;0,92673934;-0,073260665
270;270;BRL Curncy;12-2011;2011-12-30;1,8799;Dec;12;2011;0,9954785;-0,004521489
259;259;BRL Curncy;11-2011;2011-11-30;1,898;Nov;11;2011;0,9904636;-0,009536386
247;247;BRL Curncy;10-2011;2011-10-31;1,8911;Oct;10;2011;1,0036486;0,0036486387
235;235;BRL Curncy;09-2011;2011-09-30;1,9055;Sep;9;2011;0,9924429;-0,007557094
223;223;BRL Curncy;08-2011;2011-08-31;1,6263;Aug;8;2011;1,1716781;0,17167807
211;211;BRL Curncy;07-2011;2011-07-29;1,5791;Jul;7;2011;1,0298904;0,029890418
199;199;BRL Curncy;06-2011;2011-06-30;1,6046;Jun;6;2011;0,9841082;-0,01589179
187;187;BRL Curncy;05-2011;2011-05-31;1,6362;May;5;2011;0,98068696;-0,019313037
175;175;BRL Curncy;04-2011;2011-04-29;1,6144;Apr;4;2011;1,0135034;0,013503432
163;163;BRL Curncy;03-2011;2011-03-31;1,678;Mar;3;2011;0,96209776;-0,037902236
151;151;BRL Curncy;02-2011;2011-02-28;1,6795;Feb;2;2011;0,9991069;-0,000893116
140;140;BRL Curncy;01-2011;2011-01-31;1,6891;Jan;1;2011;0,99431646;-0,0056835413
269;269;BRL Curncy;12-2010;2010-12-31;1,7143;Dec;12;2010;0,9853001;-0,014699876
258;258;BRL Curncy;11-2010;2010-11-30;1,7416;Nov;11;2010;0,98432475;-0,015675247
246;246;BRL Curncy;10-2010;2010-10-29;1,7214;Oct;10;2010;1,0117346;0,011734605
234;234;BRL Curncy;09-2010;2010-09-30;1,746;Sep;9;2010;0,98591065;-0,014089346
222;222;BRL Curncy;08-2010;2010-08-31;1,7748;Aug;8;2010;0,9837729;-0,016227126
210;210;BRL Curncy;07-2010;2010-07-30;1,7926;Jul;7;2010;0,9900702;-0,009929776
198;198;BRL Curncy;06-2010;2010-06-30;1,8798;Jun;6;2010;0,95361215;-0,04638785
186;186;BRL Curncy;05-2010;2010-05-31;1,8836;May;5;2010;0,99798256;-0,0020174384
174;174;BRL Curncy;04-2010;2010-04-30;1,7813;Apr;4;2010;1,05743;0,05743003
162;162;BRL Curncy;03-2010;2010-03-31;1,8191;Mar;3;2010;0,97922045;-0,02077955
117;117;AUD Curncy;10-2021;2021-10-20;0,7474;Oct;10;2021;;
105;105;AUD Curncy;09-2021;2021-09-30;0,746;Sep;9;2021;1,0018767;0,0018767118
93;93;AUD Curncy;08-2021;2021-08-31;0,7405;Aug;8;2021;1,0074275;0,007427454
81;81;AUD Curncy;07-2021;2021-07-30;0,753;Jul;7;2021;0,9833997;-0,01660031
69;69;AUD Curncy;06-2021;2021-06-30;0,7754;Jun;6;2021;0,9711117;-0,028888285
57;57;AUD Curncy;05-2021;2021-05-31;0,7844;May;5;2021;0,9885263;-0,011473715
45;45;AUD Curncy;04-2021;2021-04-30;0,78;Apr;4;2021;1,0056411;0,005641103
33;33;AUD Curncy;03-2021;2021-03-31;0,782;Mar;3;2021;0,9974424;-0,0025575757
21;21;AUD Curncy;02-2021;2021-02-26;0,7968;Feb;2;2021;0,9814257;-0,018574297
10;10;AUD Curncy;01-2021;2021-01-29;0,7802;Jan;1;2021;1,0212766;0,021276593
139;139;AUD Curncy;12-2020;2020-12-31;0,7686;Dec;12;2020;1,0150924;0,015092373
128;128;AUD Curncy;11-2020;2020-11-30;0,7387;Nov;11;2020;1,0404766;0,04047656
116;116;AUD Curncy;10-2020;2020-10-30;0,724;Oct;10;2020;1,0203038;0,020303845
104;104;AUD Curncy;09-2020;2020-09-30;0,7376;Sep;9;2020;0,9815618;-0,01843822
92;92;AUD Curncy;08-2020;2020-08-31;0,7365;Aug;8;2020;1,0014936;0,0014935732
80;80;AUD Curncy;07-2020;2020-07-31;0,7195;Jul;7;2020;1,0236275;0,02362752
68;68;AUD Curncy;06-2020;2020-06-30;0,7021;Jun;6;2020;1,0247828;0,024782777
56;56;AUD Curncy;05-2020;2020-05-29;0,6653;May;5;2020;1,0553133;0,05531335
44;44;AUD Curncy;04-2020;2020-04-30;0,6557;Apr;4;2020;1,0146408;0,014640808
32;32;AUD Curncy;03-2020;2020-03-31;0,6636;Mar;3;2020;0,9880952;-0,011904776
20;20;AUD Curncy;02-2020;2020-02-28;0,6746;Feb;2;2020;0,9836941;-0,016305923
9;9;AUD Curncy;01-2020;2020-01-31;0,7021;Jan;1;2020;0,9608318;-0,03916818
138;138;AUD Curncy;12-2019;2019-12-31;0,6994;Dec;12;2019;1,0038604;0,0038603544
127;127;AUD Curncy;11-2019;2019-11-29;0,6904;Nov;11;2019;1,0130359;0,013035893
115;115;AUD Curncy;10-2019;2019-10-31;0,6903;Oct;10;2019;1,0001448;0,00014483929
103;103;AUD Curncy;09-2019;2019-09-30;0,6879;Sep;9;2019;1,0034889;0,0034888983
91;91;AUD Curncy;08-2019;2019-08-30;0,6845;Aug;8;2019;1,0049672;0,0049672127
79;79;AUD Curncy;07-2019;2019-07-31;0,7075;Jul;7;2019;0,96749115;-0,03250885
67;67;AUD Curncy;06-2019;2019-06-28;0,7009;Jun;6;2019;1,0094165;0,009416461
55;55;AUD Curncy;05-2019;2019-05-31;0,7048;May;5;2019;0,99446654;-0,005533457
43;43;AUD Curncy;04-2019;2019-04-30;0,7179;Apr;4;2019;0,9817524;-0,018247604
31;31;AUD Curncy;03-2019;2019-03-29;0,7135;Mar;3;2019;1,0061667;0,0061666965
19;19;AUD Curncy;02-2019;2019-02-28;0,7273;Feb;2;2019;0,98102576;-0,018974245
8;8;AUD Curncy;01-2019;2019-01-31;0,7248;Jan;1;2019;1,0034492;0,0034492016
137;137;AUD Curncy;12-2018;2018-12-31;0,7358;Dec;12;2018;0,98505026;-0,014949739
126;126;AUD Curncy;11-2018;2018-11-30;0,7332;Nov;11;2018;1,0035461;0,0035461187
114;114;AUD Curncy;10-2018;2018-10-31;0,7224;Oct;10;2018;1,0149502;0,014950156
102;102;AUD Curncy;09-2018;2018-09-28;0,7292;Sep;9;2018;0,99067473;-0,009325266
90;90;AUD Curncy;08-2018;2018-08-31;0,7431;Aug;8;2018;0,9812946;-0,018705428
78;78;AUD Curncy;07-2018;2018-07-31;0,7467;Jul;7;2018;0,99517876;-0,004821241
66;66;AUD Curncy;06-2018;2018-06-29;0,7667;Jun;6;2018;0,97391415;-0,026085854
54;54;AUD Curncy;05-2018;2018-05-31;0,7582;May;5;2018;1,0112108;0,011210799
42;42;AUD Curncy;04-2018;2018-04-30;0,7784;Apr;4;2018;0,9740493;-0,02595067
30;30;AUD Curncy;03-2018;2018-03-30;0,7877;Mar;3;2018;0,9881935;-0,011806488
18;18;AUD Curncy;02-2018;2018-02-28;0,8055;Feb;2;2018;0,97790194;-0,022098064
7;7;AUD Curncy;01-2018;2018-01-31;0,811;Jan;1;2018;0,99321824;-0,006781757
136;136;AUD Curncy;12-2017;2017-12-29;0,7794;Dec;12;2017;1,040544;0,040544033
125;125;AUD Curncy;11-2017;2017-11-30;0,7713;Nov;11;2017;1,0105017;0,010501742
113;113;AUD Curncy;10-2017;2017-10-31;0,7887;Oct;10;2017;0,9779384;-0,022061586
101;101;AUD Curncy;09-2017;2017-09-29;0,806;Sep;9;2017;0,97853595;-0,02146405
89;89;AUD Curncy;08-2017;2017-08-31;0,8003;Aug;8;2017;1,0071223;0,007122278
77;77;AUD Curncy;07-2017;2017-07-31;0,8005;Jul;7;2017;0,9997502;-0,00024980307
65;65;AUD Curncy;06-2017;2017-06-30;0,7683;Jun;6;2017;1,0419106;0,04191065
53;53;AUD Curncy;05-2017;2017-05-31;0,7536;May;5;2017;1,0195063;0,019506335
41;41;AUD Curncy;04-2017;2017-04-28;0,7629;Apr;4;2017;0,98780966;-0,012190342
29;29;AUD Curncy;03-2017;2017-03-31;0,7731;Mar;3;2017;0,98680633;-0,013193667
17;17;AUD Curncy;02-2017;2017-02-28;0,7715;Feb;2;2017;1,0020739;0,002073884
6;6;AUD Curncy;01-2017;2017-01-31;0,7584;Jan;1;2017;1,0172732;0,017273188
135;135;AUD Curncy;12-2016;2016-12-30;0,75;Dec;12;2016;1,0112001;0,01120007
124;124;AUD Curncy;11-2016;2016-11-30;0,7762;Nov;11;2016;0,96624583;-0,03375417
112;112;AUD Curncy;10-2016;2016-10-31;0,7722;Oct;10;2016;1,00518;0,0051800013
100;100;AUD Curncy;09-2016;2016-09-30;0,7692;Sep;9;2016;1,0039;0,0039000511
88;88;AUD Curncy;08-2016;2016-08-31;0,7703;Aug;8;2016;0,99857205;-0,0014279485
76;76;AUD Curncy;07-2016;2016-07-29;0,7632;Jul;7;2016;1,009303;0,009302974
64;64;AUD Curncy;06-2016;2016-06-30;0,7613;Jun;6;2016;1,0024956;0,0024956465
52;52;AUD Curncy;05-2016;2016-05-31;0,7667;May;5;2016;0,9929568;-0,007043183
40;40;AUD Curncy;04-2016;2016-04-29;0,7813;Apr;4;2016;0,9813132;-0,018686771
28;28;AUD Curncy;03-2016;2016-03-31;0,7671;Mar;3;2016;1,0185113;0,018511295
16;16;AUD Curncy;02-2016;2016-02-29;0,7236;Feb;2;2016;1,060116;0,060116053
5;5;AUD Curncy;01-2016;2016-01-29;0,7303;Jan;1;2016;0,99082565;-0,009174347
134;134;AUD Curncy;12-2015;2015-12-31;0,7341;Dec;12;2015;0,99482363;-0,0051763654
123;123;AUD Curncy;11-2015;2015-11-30;0,7257;Nov;11;2015;1,011575;0,011574984
111;111;AUD Curncy;10-2015;2015-10-30;0,7362;Oct;10;2015;0,9857376;-0,014262378
99;99;AUD Curncy;09-2015;2015-09-30;0,7197;Sep;9;2015;1,0229262;0,022926211
87;87;AUD Curncy;08-2015;2015-08-31;0,7418;Aug;8;2015;0,9702076;-0,029792428
75;75;AUD Curncy;07-2015;2015-07-31;0,7707;Jul;7;2015;0,96250165;-0,037498355
63;63;AUD Curncy;06-2015;2015-06-30;0,78;Jun;6;2015;0,9880769;-0,011923075
51;51;AUD Curncy;05-2015;2015-05-29;0,8113;May;5;2015;0,96141994;-0,03858006
39;39;AUD Curncy;04-2015;2015-04-30;0,8022;Apr;4;2015;1,0113437;0,011343718
27;27;AUD Curncy;03-2015;2015-03-31;0,788;Mar;3;2015;1,0180204;0,018020391
15;15;AUD Curncy;02-2015;2015-02-27;0,7887;Feb;2;2015;0,9991125;-0,00088751316
4;4;AUD Curncy;01-2015;2015-01-30;0,8223;Jan;1;2015;0,959139;-0,04086101
133;133;AUD Curncy;12-2014;2014-12-31;0,8506;Dec;12;2014;0,9667294;-0,033270597
122;122;AUD Curncy;11-2014;2014-11-28;0,8798;Nov;11;2014;0,96681064;-0,033189356
110;110;AUD Curncy;10-2014;2014-10-31;0,8856;Oct;10;2014;0,9934508;-0,0065491796
98;98;AUD Curncy;09-2014;2014-09-30;0,9378;Sep;9;2014;0,9443378;-0,055662215
86;86;AUD Curncy;08-2014;2014-08-29;0,9357;Aug;8;2014;1,0022444;0,0022443533
74;74;AUD Curncy;07-2014;2014-07-31;0,9497;Jul;7;2014;0,9852585;-0,01474148
62;62;AUD Curncy;06-2014;2014-06-30;0,9427;Jun;6;2014;1,0074254;0,0074254274
50;50;AUD Curncy;05-2014;2014-05-30;0,9378;May;5;2014;1,0052251;0,0052250624
38;38;AUD Curncy;04-2014;2014-04-30;0,9424;Apr;4;2014;0,99511886;-0,0048811436
26;26;AUD Curncy;03-2014;2014-03-31;0,9259;Mar;3;2014;1,0178205;0,017820477
14;14;AUD Curncy;02-2014;2014-02-28;0,9038;Feb;2;2014;1,0244523;0,024452329
3;3;AUD Curncy;01-2014;2014-01-31;0,9054;Jan;1;2014;0,99823284;-0,0017671585
132;132;AUD Curncy;12-2013;2013-12-31;0,9151;Dec;12;2013;0,9894001;-0,010599911
121;121;AUD Curncy;11-2013;2013-11-29;0,9527;Nov;11;2013;0,9605332;-0,0394668
109;109;AUD Curncy;10-2013;2013-10-31;0,9708;Oct;10;2013;0,9813556;-0,018644392
97;97;AUD Curncy;09-2013;2013-09-30;0,952;Sep;9;2013;1,0197479;0,019747853
85;85;AUD Curncy;08-2013;2013-08-30;0,9206;Aug;8;2013;1,0341082;0,034108162
73;73;AUD Curncy;07-2013;2013-07-31;0,9296;Jul;7;2013;0,9903184;-0,009681582
61;61;AUD Curncy;06-2013;2013-06-28;0,9771;Jun;6;2013;0,95138675;-0,04861325
49;49;AUD Curncy;05-2013;2013-05-31;1,0371;May;5;2013;0,9421464;-0,05785358
37;37;AUD Curncy;04-2013;2013-04-30;1,0545;Apr;4;2013;0,9834993;-0,016500711
25;25;AUD Curncy;03-2013;2013-03-29;1,0485;Mar;3;2013;1,0057225;0,0057225227
13;13;AUD Curncy;02-2013;2013-02-28;1,0438;Feb;2;2013;1,0045028;0,0045027733
2;2;AUD Curncy;01-2013;2013-01-31;1,0598;Jan;1;2013;0,9849028;-0,015097201
131;131;AUD Curncy;12-2012;2012-12-31;1,0566;Dec;12;2012;1,0030286;0,0030286312
120;120;AUD Curncy;11-2012;2012-11-30;1,0476;Nov;11;2012;1,008591;0,008591056
108;108;AUD Curncy;10-2012;2012-10-31;1,0383;Oct;10;2012;1,0089569;0,008956909
96;96;AUD Curncy;09-2012;2012-09-28;1,0551;Sep;9;2012;0,9840774;-0,015922606
84;84;AUD Curncy;08-2012;2012-08-31;1,058;Aug;8;2012;0,99725896;-0,0027410388
72;72;AUD Curncy;07-2012;2012-07-31;1,0503;Jul;7;2012;1,0073313;0,007331252
60;60;AUD Curncy;06-2012;2012-06-29;1,0194;Jun;6;2012;1,030312;0,030311942
48;48;AUD Curncy;05-2012;2012-05-31;1,0429;May;5;2012;0,9774667;-0,022533298
36;36;AUD Curncy;04-2012;2012-04-30;1,0471;Apr;4;2012;0,99598897;-0,004011035
24;24;AUD Curncy;03-2012;2012-03-30;1,0809;Mar;3;2012;0,96872973;-0,031270266
12;12;AUD Curncy;02-2012;2012-02-29;1,0809;Feb;2;2012;1,0;0,0
1;1;AUD Curncy;01-2012;2012-01-31;1,0658;Jan;1;2012;1,0141678;0,014167786
130;130;AUD Curncy;12-2011;2011-12-30;1,0294;Dec;12;2011;1,0353603;0,035360336
119;119;AUD Curncy;11-2011;2011-11-30;1,053;Nov;11;2011;0,9775879;-0,022412121
107;107;AUD Curncy;10-2011;2011-10-31;1,073;Oct;10;2011;0,9813607;-0,018639326
95;95;AUD Curncy;09-2011;2011-09-30;1,0722;Sep;9;2011;1,0007461;0,00074613094
83;83;AUD Curncy;08-2011;2011-08-31;1,0993;Aug;8;2011;0,9753479;-0,024652123
71;71;AUD Curncy;07-2011;2011-07-29;1,102;Jul;7;2011;0,99754995;-0,002450049
59;59;AUD Curncy;06-2011;2011-06-30;1,0721;Jun;6;2011;1,0278891;0,027889132
47;47;AUD Curncy;05-2011;2011-05-31;1,0971;May;5;2011;0,97721267;-0,022787333
35;35;AUD Curncy;04-2011;2011-04-29;1,0929;Apr;4;2011;1,003843;0,0038429499
23;23;AUD Curncy;03-2011;2011-03-31;1,0329;Mar;3;2011;1,0580889;0,0580889
11;11;AUD Curncy;02-2011;2011-02-28;1,0177;Feb;2;2011;1,0149356;0,014935613
0;0;AUD Curncy;01-2011;2011-01-31;1,0233;Jan;1;2011;0,9945274;-0,0054726005
129;129;AUD Curncy;12-2010;2010-12-31;1,0179;Dec;12;2010;1,005305;0,005305052
118;118;AUD Curncy;11-2010;2010-11-30;1,0159;Nov;11;2010;1,0019686;0,0019686222
106;106;AUD Curncy;10-2010;2010-10-29;0,9942;Oct;10;2010;1,0218266;0,021826625
94;94;AUD Curncy;09-2010;2010-09-30;0,9697;Sep;9;2010;1,0252656;0,025265574
82;82;AUD Curncy;08-2010;2010-08-31;0,9183;Aug;8;2010;1,055973;0,055973053
70;70;AUD Curncy;07-2010;2010-07-30;0,9026;Jul;7;2010;1,0173942;0,017394185
58;58;AUD Curncy;06-2010;2010-06-30;0,8765;Jun;6;2010;1,0297775;0,029777527
46;46;AUD Curncy;05-2010;2010-05-31;0,9261;May;5;2010;0,94644207;-0,053557932
34;34;AUD Curncy;04-2010;2010-04-30;0,9351;Apr;4;2010;0,99037534;-0,00962466
22;22;AUD Curncy;03-2010;2010-03-31;0,9197;Mar;3;2010;1,0167446;0,016744614
